Upara,Num_Pels,Variance,Deviation
146,85,255.6036,15.9876
147,64,198.5193,14.0897
148,78,191.8884,13.8524
149,58,174.9789,13.2280
150,65,240.4521,15.5065
151,56,204.2344,14.2911
152,60,196.6767,14.0241
153,50,138.4564,11.7667
154,53,232.1509,15.2365
155,67,308.7463,17.5712
156,57,193.2558,13.9016
157,50,307.3104,17.5303
158,51,230.5813,15.1849
159,63,268.9620,16.4001
160,44,318.8988,17.8577
161,45,245.5832,15.6711
162,43,250.9313,15.8408
163,52,151.1047,12.2925
164,46,209.5203,14.4748
165,43,214.9443,14.6610
166,47,262.9353,16.2153
167,36,343.6358,18.5374
168,32,206.6836,14.3765
169,40,273.4100,16.5351
170,36,218.5270,14.7827
171,39,388.2498,19.7041
172,40,234.0944,15.3001
173,37,199.4478,14.1226
174,32,218.9209,14.7960
175,30,435.4000,20.8662
176,22,470.0661,21.6810
177,41,233.4634,15.2795
178,22,460.6798,21.4635
179,24,407.8056,20.1942
180,35,296.7510,17.2265
181,33,546.8154,23.3841
182,26,319.0059,17.8607
183,32,318.1250,17.8361
184,28,218.8163,14.7924
185,21,318.6304,17.8502
186,28,338.8878,18.4089
187,23,370.6805,19.2531
188,23,184.2306,13.5732
189,18,554.0988,23.5393
190,21,315.4195,17.7601
191,24,803.7222,28.3500
192,23,383.2060,19.5756
193,27,327.1056,18.0861
194,24,269.8264,16.4264
195,18,237.6543,15.4160
196,11,542.9917,23.3022
197,21,820.3401,28.6416
198,16,149.3750,12.2219
199,11,434.2479,20.8386
200,20,351.1475,18.7389
201,15,150.7822,12.2793
202,21,336.1270,18.3338
203,9,624.9136,24.9983
204,15,199.8489,14.1368
205,12,728.8542,26.9973
206,18,460.8302,21.4670
207,15,281.3956,16.7748
208,12,592.9097,24.3497
209,15,291.3333,17.0685
210,15,543.6267,23.3158
211,10,211.2000,14.5327
212,13,172.5207,13.1347
213,18,364.8395,19.1008
214,8,183.9375,13.5624
215,12,330.7431,18.1863
216,9,280.9877,16.7627
217,11,174.9587,13.2272
218,11,504.8760,22.4694
219,11,144.9752,12.0406
220,10,273.0400,16.5239
221,12,156.0000,12.4900
222,9,393.5802,19.8389
223,9,292.4691,17.1017
224,9,340.3951,18.4498
225,8,155.3594,12.4643
226,11,249.3388,15.7905
227,10,604.0400,24.5772
228,7,723.9592,26.9065
229,5,27.3600,5.2307
230,10,251.5600,15.8606
231,8,508.4844,22.5496
232,6,1106.2222,33.2599
233,10,510.6000,22.5965
234,3,1112.0000,33.3467
235,8,663.7500,25.7633
236,5,147.4400,12.1425
237,8,560.7500,23.6802
238,7,389.0612,19.7246
239,7,227.9184,15.0970
240,4,523.5000,22.8801
241,9,137.5556,11.7284
242,8,595.8594,24.4102
243,5,169.0400,13.0015
244,6,841.1389,29.0024
245,6,1359.5556,36.8722
246,1,0.0000,0.0000
247,6,587.8056,24.2447
248,0, , 
249,9,917.2840,30.2867
250,3,208.2222,14.4299
251,7,877.0612,29.6152
252,2,2704.0000,52.0000
253,6,712.9167,26.7005
254,7,1782.1224,42.2152
255,3,169.5556,13.0213
256,6,304.5833,17.4523
257,4,880.7500,29.6774
258,6,159.4722,12.6282
259,6,338.5833,18.4006
260,2,36.0000,6.0000
261,5,173.8400,13.1848
262,6,104.0000,10.1980
263,6,1.3333,1.1547
264,2,12.2500,3.5000
265,6,434.8889,20.8540
266,2,342.2500,18.5000
267,5,252.5600,15.8921
268,2,144.0000,12.0000
269,4,666.1875,25.8106
270,3,208.6667,14.4453
271,3,4.6667,2.1602
272,1,0.0000,0.0000
273,3,1731.5556,41.6120
274,6,146.8056,12.1163
275,3,66.8889,8.1786
276,2,1.0000,1.0000
277,5,452.9600,21.2829
278,4,329.2500,18.1452
279,6,488.4722,22.1014
280,3,141.5556,11.8977
281,2,812.2500,28.5000
282,1,0.0000,0.0000
283,4,21.6875,4.6570
284,3,896.2222,29.9370
285,2,42.2500,6.5000
286,3,24.0000,4.8990
287,2,49.0000,7.0000
288,3,2096.8889,45.7918
289,3,1081.5556,32.8870
290,2,1.0000,1.0000
291,1,0.0000,0.0000
292,2,729.0000,27.0000
293,3,968.6667,31.1234
294,1,0.0000,0.0000
295,3,278.2222,16.6800
296,3,160.8889,12.6842
297,1,0.0000,0.0000
298,1,0.0000,0.0000
299,2,64.0000,8.0000
300,4,2725.5000,52.2063
301,1,0.0000,0.0000
302,1,0.0000,0.0000
303,1,0.0000,0.0000
304,0, , 
305,1,0.0000,0.0000
306,1,0.0000,0.0000
307,1,0.0000,0.0000
308,4,215.2500,14.6714
309,1,0.0000,0.0000
310,2,289.0000,17.0000
311,1,0.0000,0.0000
312,2,1.0000,1.0000
313,0, , 
314,1,0.0000,0.0000
315,1,0.0000,0.0000
316,1,0.0000,0.0000
317,0, , 
318,3,114.0000,10.6771
319,0, , 
320,1,0.0000,0.0000
321,1,0.0000,0.0000
322,0, , 
323,2,132.2500,11.5000
324,4,85.2500,9.2331
325,3,88.6667,9.4163
326,1,0.0000,0.0000
327,1,0.0000,0.0000
328,0, , 
329,1,0.0000,0.0000
330,2,961.0000,31.0000
331,1,0.0000,0.0000
332,2,0.2500,0.5000
333,1,0.0000,0.0000
334,1,0.0000,0.0000
335,1,0.0000,0.0000
336,1,0.0000,0.0000
337,1,0.0000,0.0000
338,0, , 
339,4,369.6875,19.2273
340,2,306.2500,17.5000
341,1,0.0000,0.0000
342,2,6.2500,2.5000
343,0, , 
344,0, , 
345,2,110.2500,10.5000
346,1,0.0000,0.0000
347,0, , 
348,2,1225.0000,35.0000
349,1,0.0000,0.0000
350,1,0.0000,0.0000
351,4,143.1875,11.9661
352,0, , 
353,0, , 
354,1,0.0000,0.0000
355,0, , 
356,3,430.8889,20.7579
357,1,0.0000,0.0000
358,0, , 
359,0, , 
360,3,505.5556,22.4846
361,1,0.0000,0.0000
362,0, , 
363,0, , 
364,3,2984.6667,54.6321
365,3,66.6667,8.1650
366,1,0.0000,0.0000
367,0, , 
368,0, , 
369,2,324.0000,18.0000
370,1,0.0000,0.0000
371,0, , 
372,1,0.0000,0.0000
373,1,0.0000,0.0000
374,1,0.0000,0.0000
375,1,0.0000,0.0000
376,0, , 
377,1,0.0000,0.0000
378,0, , 
379,0, , 
380,0, , 
381,1,0.0000,0.0000
382,1,0.0000,0.0000
383,1,0.0000,0.0000
384,1,0.0000,0.0000
385,1,0.0000,0.0000
386,0, , 
387,0, , 
388,1,0.0000,0.0000
389,1,0.0000,0.0000
390,0, , 
391,0, , 
392,1,0.0000,0.0000
393,0, , 
394,1,0.0000,0.0000
395,1,0.0000,0.0000
396,0, , 
397,2,12.2500,3.5000
398,0, , 
399,1,0.0000,0.0000
400,2,420.2500,20.5000
401,1,0.0000,0.0000
402,0, , 
403,1,0.0000,0.0000
404,0, , 
405,0, , 
406,0, , 
407,2,90.2500,9.5000
408,1,0.0000,0.0000
409,0, , 
410,1,0.0000,0.0000
411,1,0.0000,0.0000
412,0, , 
413,1,0.0000,0.0000
414,0, , 
415,1,0.0000,0.0000
416,0, , 
417,0, , 
418,0, , 
419,0, , 
420,1,0.0000,0.0000
421,0, , 
422,1,0.0000,0.0000
423,0, , 
424,2,20.2500,4.5000
425,0, , 
426,0, , 
427,0, , 
428,0, , 
429,1,0.0000,0.0000
430,0, , 
431,2,100.0000,10.0000
432,0, , 
433,0, , 
434,0, , 
435,0, , 
436,0, , 
437,0, , 
438,0, , 
439,1,0.0000,0.0000
440,0, , 
441,0, , 
442,0, , 
443,0, , 
444,1,0.0000,0.0000
445,0, , 
446,0, , 
447,0, , 
448,1,0.0000,0.0000
449,0, , 
450,0, , 
451,1,0.0000,0.0000
452,0, , 
453,1,0.0000,0.0000
454,1,0.0000,0.0000
455,0, , 
456,1,0.0000,0.0000
457,0, , 
458,1,0.0000,0.0000
459,0, , 
460,0, , 
461,0, , 
462,0, , 
463,0, , 
464,0, , 
465,0, , 
466,1,0.0000,0.0000
467,0, , 
468,1,0.0000,0.0000
469,0, , 
470,0, , 
471,1,0.0000,0.0000
472,0, , 
473,1,0.0000,0.0000
474,0, , 
475,1,0.0000,0.0000
476,0, , 
477,0, , 
478,0, , 
479,2,650.2500,25.5000
480,0, , 
481,0, , 
482,0, , 
483,0, , 
484,0, , 
485,0, , 
486,0, , 
487,0, , 
488,0, , 
489,0, , 
490,0, , 
491,1,0.0000,0.0000
492,1,0.0000,0.0000
493,0, , 
494,0, , 
495,0, , 
496,0, , 
497,0, , 
498,0, , 
499,0, , 
500,0, , 
501,0, , 
502,1,0.0000,0.0000
503,0, , 
504,0, , 
505,0, , 
506,0, , 
507,0, , 
508,0, , 
509,1,0.0000,0.0000
510,1,0.0000,0.0000
511,0, , 
512,17,1049.4256,32.3948

