Upara,Num_Pels,Variance,Deviation
77,862,65.4560,8.0905
78,856,82.6785,9.0928
79,838,70.3146,8.3854
80,792,79.7650,8.9311
81,757,83.0123,9.1111
82,751,75.0293,8.6619
83,744,77.5549,8.8065
84,714,82.8185,9.1005
85,719,88.8198,9.4244
86,632,78.2873,8.8480
87,566,87.9488,9.3781
88,589,86.9742,9.3260
89,590,78.1673,8.8412
90,594,98.8514,9.9424
91,544,94.5087,9.7216
92,543,109.8600,10.4814
93,509,98.2085,9.9100
94,518,104.4728,10.2212
95,473,103.7724,10.1869
96,498,101.5745,10.0784
97,451,105.9790,10.2946
98,440,97.2726,9.8627
99,442,103.0010,10.1489
100,394,118.6275,10.8916
101,423,113.2776,10.6432
102,393,115.0304,10.7252
103,415,119.5171,10.9324
104,369,110.6724,10.5201
105,375,127.0178,11.2702
106,377,114.4276,10.6971
107,340,124.5211,11.1589
108,316,147.0365,12.1259
109,320,122.0956,11.0497
110,329,133.1202,11.5378
111,329,159.8476,12.6431
112,283,147.5130,12.1455
113,286,131.6803,11.4752
114,271,150.6916,12.2757
115,265,128.5440,11.3377
116,245,109.8196,10.4795
117,238,160.4955,12.6687
118,254,133.0878,11.5364
119,232,146.1623,12.0898
120,234,139.1067,11.7943
121,239,179.1294,13.3839
122,231,153.9160,12.4063
123,209,172.1196,13.1194
124,208,144.4349,12.0181
125,228,155.8661,12.4846
126,182,145.6589,12.0689
127,203,168.7540,12.9905
128,179,178.6969,13.3678
129,172,185.0845,13.6046
130,172,209.0258,14.4577
131,170,161.1542,12.6947
132,170,220.2436,14.8406
133,161,186.9257,13.6721
134,151,135.1138,11.6238
135,152,175.4562,13.2460
136,161,210.5474,14.5103
137,142,156.6044,12.5142
138,118,213.9912,14.6284
139,119,210.9461,14.5240
140,124,150.9633,12.2867
141,147,161.8276,12.7211
142,129,206.2612,14.3618
143,135,227.6238,15.0872
144,132,225.7798,15.0260
145,125,189.5747,13.7686
146,113,229.1688,15.1383
147,124,237.7739,15.4199
148,89,190.2586,13.7934
149,110,211.1005,14.5293
150,102,255.3722,15.9804
151,88,258.4354,16.0759
152,93,226.8776,15.0625
153,86,201.7714,14.2046
154,95,203.7279,14.2733
155,100,176.8700,13.2992
156,72,228.4444,15.1144
157,86,205.2711,14.3273
158,79,384.2724,19.6029
159,72,329.4136,18.1498
160,78,280.9421,16.7613
161,80,248.0275,15.7489
162,80,216.0873,14.6999
163,65,262.1879,16.1922
164,90,267.7517,16.3631
165,65,265.7075,16.3005
166,60,272.3764,16.5038
167,51,334.7336,18.2957
168,55,202.0807,14.2155
169,64,262.5469,16.2033
170,66,231.6887,15.2213
171,65,200.2215,14.1500
172,66,214.5721,14.6483
173,38,232.1447,15.2363
174,57,251.9169,15.8719
175,52,324.3417,18.0095
176,61,217.4808,14.7472
177,48,436.5412,20.8936
178,42,318.0476,17.8339
179,39,272.6009,16.5106
180,41,229.2005,15.1394
181,41,237.4158,15.4083
182,42,297.6922,17.2538
183,38,440.0499,20.9774
184,45,282.3240,16.8025
185,44,233.2495,15.2725
186,38,259.5464,16.1104
187,44,289.9768,17.0287
188,39,269.8199,16.4262
189,33,321.4215,17.9282
190,23,228.6087,15.1198
191,29,155.6361,12.4754
192,32,522.4443,22.8570
193,34,233.3365,15.2754
194,30,217.7600,14.7567
195,34,316.2318,17.7829
196,26,270.8994,16.4590
197,27,410.8505,20.2694
198,22,222.1570,14.9049
199,22,397.9938,19.9498
200,24,296.8594,17.2296
201,21,312.9796,17.6912
202,23,744.3440,27.2827
203,27,149.5912,12.2307
204,19,180.6150,13.4393
205,25,291.5200,17.0740
206,28,397.7589,19.9439
207,24,252.3333,15.8850
208,18,322.1389,17.9482
209,23,512.5860,22.6404
210,23,319.0359,17.8616
211,20,545.4600,23.3551
212,18,403.1265,20.0780
213,20,261.5400,16.1722
214,21,388.9025,19.7206
215,17,314.1730,17.7249
216,13,372.8639,19.3097
217,6,218.2222,14.7723
218,7,77.8367,8.8225
219,16,221.2148,14.8733
220,16,329.9844,18.1655
221,13,211.6095,14.5468
222,13,534.7929,23.1256
223,21,254.7891,15.9621
224,7,159.8367,12.6427
225,12,423.9097,20.5891
226,7,56.1224,7.4915
227,7,140.2041,11.8408
228,14,156.3520,12.5041
229,11,619.5041,24.8898
230,15,336.9956,18.3574
231,11,325.2397,18.0344
232,19,485.3573,22.0308
233,7,765.3878,27.6656
234,13,645.1598,25.4000
235,8,989.5000,31.4563
236,10,200.4100,14.1566
237,11,211.2397,14.5341
238,6,636.4722,25.2284
239,5,313.3600,17.7020
240,14,288.6582,16.9899
241,7,355.7143,18.8604
242,9,636.0000,25.2190
243,7,234.8163,15.3237
244,6,47.5556,6.8961
245,11,136.0000,11.6619
246,5,442.1600,21.0276
247,4,242.2500,15.5644
248,6,87.1389,9.3348
249,9,294.8395,17.1709
250,11,129.3554,11.3735
251,6,138.5556,11.7710
252,8,106.3594,10.3131
253,5,139.6000,11.8152
254,6,202.3333,14.2244
255,4,230.6875,15.1884
256,7,249.6327,15.7998
257,3,310.2222,17.6131
258,5,32.5600,5.7061
259,7,402.5714,20.0642
260,4,148.2500,12.1758
261,4,261.0000,16.1555
262,4,225.6875,15.0229
263,6,200.2500,14.1510
264,7,215.6735,14.6858
265,6,635.4722,25.2086
266,9,1127.5556,33.5791
267,7,779.1020,27.9124
268,4,180.6875,13.4420
269,4,363.5000,19.0657
270,5,145.2000,12.0499
271,2,169.0000,13.0000
272,2,20.2500,4.5000
273,2,225.0000,15.0000
274,3,78.0000,8.8318
275,1,0.0000,0.0000
276,5,482.9600,21.9764
277,2,210.2500,14.5000
278,0, , 
279,1,0.0000,0.0000
280,1,0.0000,0.0000
281,3,22.8889,4.7842
282,3,194.0000,13.9284
283,1,0.0000,0.0000
284,3,194.6667,13.9523
285,3,156.2222,12.4989
286,2,1122.2500,33.5000
287,3,102.8889,10.1434
288,0, , 
289,0, , 
290,0, , 
291,1,0.0000,0.0000
292,4,336.6875,18.3490
293,1,0.0000,0.0000
294,4,433.1875,20.8132
295,5,153.6000,12.3935
296,3,80.8889,8.9938
297,0, , 
298,4,442.6875,21.0401
299,3,392.0000,19.7990
300,1,0.0000,0.0000
301,1,0.0000,0.0000
302,1,0.0000,0.0000
303,0, , 
304,0, , 
305,4,717.2500,26.7815
306,3,328.2222,18.1169
307,3,802.8889,28.3353
308,0, , 
309,2,36.0000,6.0000
310,0, , 
311,1,0.0000,0.0000
312,2,9.0000,3.0000
313,1,0.0000,0.0000
314,0, , 
315,0, , 
316,5,202.1600,14.2183
317,0, , 
318,1,0.0000,0.0000
319,2,6.2500,2.5000
320,0, , 
321,1,0.0000,0.0000
322,0, , 
323,1,0.0000,0.0000
324,3,221.5556,14.8847
325,0, , 
326,2,121.0000,11.0000
327,2,20.2500,4.5000
328,0, , 
329,0, , 
330,2,240.2500,15.5000
331,2,49.0000,7.0000
332,1,0.0000,0.0000
333,1,0.0000,0.0000
334,1,0.0000,0.0000
335,0, , 
336,1,0.0000,0.0000
337,0, , 
338,0, , 
339,0, , 
340,1,0.0000,0.0000
341,2,196.0000,14.0000
342,0, , 
343,1,0.0000,0.0000
344,0, , 
345,1,0.0000,0.0000
346,0, , 
347,0, , 
348,1,0.0000,0.0000
349,2,81.0000,9.0000
350,1,0.0000,0.0000
351,1,0.0000,0.0000
352,1,0.0000,0.0000
353,1,0.0000,0.0000
354,0, , 
355,0, , 
356,0, , 
357,0, , 
358,1,0.0000,0.0000
359,1,0.0000,0.0000
360,0, , 
361,0, , 
362,0, , 
363,1,0.0000,0.0000
364,2,289.0000,17.0000
365,0, , 
366,0, , 
367,0, , 
368,0, , 
369,0, , 
370,1,0.0000,0.0000
371,1,0.0000,0.0000
372,0, , 
373,0, , 
374,0, , 
375,0, , 
376,0, , 
377,1,0.0000,0.0000
378,2,56.2500,7.5000
379,0, , 
380,0, , 
381,1,0.0000,0.0000
382,2,0.2500,0.5000
383,0, , 
384,1,0.0000,0.0000
385,1,0.0000,0.0000
386,0, , 
387,0, , 
388,0, , 
389,1,0.0000,0.0000
390,0, , 
391,0, , 
392,0, , 
393,0, , 
394,0, , 
395,0, , 
396,2,650.2500,25.5000
397,1,0.0000,0.0000
398,0, , 
399,0, , 
400,0, , 
401,0, , 
402,1,0.0000,0.0000
403,0, , 
404,0, , 
405,0, , 
406,0, , 
407,0, , 
408,0, , 
409,0, , 
410,0, , 
411,0, , 
412,0, , 
413,0, , 
414,1,0.0000,0.0000
415,0, , 
416,0, , 
417,1,0.0000,0.0000
418,0, , 
419,0, , 
420,0, , 
421,0, , 
422,0, , 
423,0, , 
424,0, , 
425,0, , 
426,1,0.0000,0.0000
427,0, , 
428,0, , 
429,0, , 
430,1,0.0000,0.0000
431,1,0.0000,0.0000
432,0, , 
433,0, , 
434,0, , 
435,0, , 
436,0, , 
437,0, , 
438,1,0.0000,0.0000
439,0, , 
440,0, , 
441,0, , 
442,0, , 
443,0, , 
444,0, , 
445,1,0.0000,0.0000
446,0, , 
447,0, , 
448,0, , 
449,0, , 
450,1,0.0000,0.0000
451,0, , 
452,1,0.0000,0.0000
453,2,20.2500,4.5000
454,0, , 
455,0, , 
456,0, , 
457,0, , 
458,0, , 
459,0, , 
460,0, , 
461,0, , 
462,0, , 
463,0, , 
464,1,0.0000,0.0000

