Upara,Num_Pels,Variance,Deviation
187,32,341.2500,18.4730
188,29,255.6837,15.9901
189,36,264.8765,16.2750
190,39,241.3531,15.5355
191,22,193.0269,13.8934
192,22,388.6860,19.7151
193,39,517.7844,22.7549
194,26,634.5754,25.1908
195,25,473.3696,21.7571
196,28,678.2385,26.0430
197,31,736.4495,27.1376
198,35,377.2278,19.4224
199,20,665.9275,25.8056
200,20,389.6100,19.7385
201,21,252.3311,15.8849
202,30,482.7567,21.9717
203,20,315.6900,17.7677
204,22,144.0661,12.0028
205,20,406.3475,20.1581
206,16,491.7773,22.1761
207,18,260.3951,16.1368
208,18,546.5556,23.3785
209,20,180.4475,13.4331
210,18,513.7654,22.6664
211,20,310.8475,17.6309
212,11,2090.9752,45.7272
213,12,515.7222,22.7095
214,16,672.0625,25.9242
215,10,553.3600,23.5236
216,13,272.6746,16.5129
217,14,449.1071,21.1921
218,14,486.0867,22.0474
219,17,403.6609,20.0913
220,14,416.8571,20.4171
221,27,379.1358,19.4714
222,16,272.7500,16.5151
223,9,448.0988,21.1683
224,13,176.0000,13.2665
225,11,471.5041,21.7141
226,17,673.8824,25.9592
227,13,234.6746,15.3191
228,20,347.7500,18.6481
229,15,272.1067,16.4957
230,20,449.9900,21.2130
231,12,316.6875,17.7957
232,15,424.0889,20.5934
233,10,841.0000,29.0000
234,10,248.6100,15.7674
235,10,724.6400,26.9191
236,8,232.9844,15.2638
237,8,487.2344,22.0734
238,9,359.8025,18.9685
239,10,578.7600,24.0574
240,10,1084.4400,32.9308
241,14,280.0867,16.7358
242,9,258.0988,16.0655
243,7,734.9796,27.1105
244,9,286.0988,16.9145
245,6,139.3333,11.8040
246,9,340.0000,18.4391
247,11,1010.0000,31.7805
248,8,542.7500,23.2970
249,6,234.4722,15.3125
250,6,393.3333,19.8326
251,10,436.2900,20.8876
252,9,772.3951,27.7920
253,11,454.9917,21.3305
254,8,302.6875,17.3979
255,9,934.6667,30.5723
256,8,177.9375,13.3393
257,6,658.1389,25.6542
258,9,996.2469,31.5634
259,4,31.5000,5.6125
260,10,579.5600,24.0741
261,7,1247.9592,35.3265
262,9,460.9877,21.4706
263,6,299.2222,17.2980
264,5,603.7600,24.5715
265,4,8.1875,2.8614
266,4,375.1875,19.3698
267,9,1187.1358,34.4548
268,6,1082.3333,32.8988
269,4,471.6875,21.7184
270,9,284.3951,16.8640
271,5,138.2400,11.7576
272,8,942.4844,30.6999
273,7,774.4082,27.8282
274,4,525.6875,22.9279
275,4,1461.1875,38.2255
276,2,870.2500,29.5000
277,5,620.2400,24.9046
278,5,421.3600,20.5271
279,8,514.6875,22.6867
280,4,1092.2500,33.0492
281,10,726.4000,26.9518
282,7,431.7143,20.7777
283,3,566.2222,23.7954
284,7,1090.4898,33.0226
285,4,178.2500,13.3510
286,8,724.8594,26.9232
287,4,95.6875,9.7820
288,3,337.5556,18.3727
289,3,390.2222,19.7540
290,7,1483.0612,38.5105
291,4,62.5000,7.9057
292,3,296.0000,17.2047
293,6,305.8889,17.4897
294,3,60.2222,7.7603
295,5,95.4400,9.7693
296,3,3809.5556,61.7216
297,9,1118.2469,33.4402
298,5,991.8400,31.4935
299,4,1236.5000,35.1639
300,0, , 
301,3,1030.8889,32.1075
302,3,611.5556,24.7296
303,3,288.2222,16.9771
304,0, , 
305,6,548.3333,23.4165
306,3,21.5556,4.6428
307,1,0.0000,0.0000
308,7,357.3469,18.9036
309,2,289.0000,17.0000
310,2,342.2500,18.5000
311,0, , 
312,2,342.2500,18.5000
313,3,1099.5556,33.1595
314,4,65.0000,8.0623
315,8,665.7344,25.8018
316,3,57.5556,7.5865
317,0, , 
318,3,81.5556,9.0308
319,2,100.0000,10.0000
320,3,70.2222,8.3799
321,4,862.5000,29.3684
322,5,660.8000,25.7060
323,2,702.2500,26.5000
324,6,656.5833,25.6239
325,2,9.0000,3.0000
326,2,0.2500,0.5000
327,2,784.0000,28.0000
328,3,150.8889,12.2837
329,3,164.6667,12.8323
330,4,707.0000,26.5895
331,1,0.0000,0.0000
332,0, , 
333,1,0.0000,0.0000
334,2,1980.2500,44.5000
335,2,25.0000,5.0000
336,1,0.0000,0.0000
337,3,802.6667,28.3314
338,4,475.2500,21.8002
339,1,0.0000,0.0000
340,3,74.0000,8.6023
341,3,624.8889,24.9978
342,3,566.2222,23.7954
343,3,468.2222,21.6384
344,1,0.0000,0.0000
345,1,0.0000,0.0000
346,2,36.0000,6.0000
347,1,0.0000,0.0000
348,3,2738.6667,52.3323
349,1,0.0000,0.0000
350,2,156.2500,12.5000
351,1,0.0000,0.0000
352,1,0.0000,0.0000
353,2,100.0000,10.0000
354,0, , 
355,2,6.2500,2.5000
356,3,1130.8889,33.6287
357,3,1036.2222,32.1904
358,4,378.2500,19.4487
359,2,306.2500,17.5000
360,0, , 
361,1,0.0000,0.0000
362,4,2046.1875,45.2348
363,0, , 
364,1,0.0000,0.0000
365,2,0.2500,0.5000
366,1,0.0000,0.0000
367,1,0.0000,0.0000
368,0, , 
369,1,0.0000,0.0000
370,0, , 
371,0, , 
372,2,56.2500,7.5000
373,1,0.0000,0.0000
374,1,0.0000,0.0000
375,1,0.0000,0.0000
376,0, , 
377,0, , 
378,0, , 
379,0, , 
380,1,0.0000,0.0000
381,0, , 
382,1,0.0000,0.0000
383,2,420.2500,20.5000
384,1,0.0000,0.0000
385,0, , 
386,1,0.0000,0.0000
387,0, , 
388,1,0.0000,0.0000
389,0, , 
390,2,961.0000,31.0000
391,0, , 
392,2,12.2500,3.5000
393,0, , 
394,1,0.0000,0.0000
395,2,756.2500,27.5000
396,1,0.0000,0.0000
397,2,42.2500,6.5000
398,2,1260.2500,35.5000
399,1,0.0000,0.0000
400,1,0.0000,0.0000
401,2,210.2500,14.5000
402,2,25.0000,5.0000
403,1,0.0000,0.0000
404,1,0.0000,0.0000
405,0, , 
406,3,1504.2222,38.7843
407,2,3306.2500,57.5000
408,0, , 
409,1,0.0000,0.0000
410,0, , 
411,0, , 
412,2,306.2500,17.5000
413,1,0.0000,0.0000
414,0, , 
415,0, , 
416,1,0.0000,0.0000
417,0, , 
418,1,0.0000,0.0000
419,2,0.2500,0.5000
420,0, , 
421,0, , 
422,0, , 
423,1,0.0000,0.0000
424,0, , 
425,0, , 
426,0, , 
427,1,0.0000,0.0000
428,1,0.0000,0.0000
429,0, , 
430,0, , 
431,1,0.0000,0.0000
432,1,0.0000,0.0000
433,0, , 
434,0, , 
435,1,0.0000,0.0000
436,0, , 
437,0, , 
438,1,0.0000,0.0000
439,1,0.0000,0.0000
440,1,0.0000,0.0000
441,0, , 
442,2,64.0000,8.0000
443,0, , 
444,0, , 
445,3,1077.5556,32.8261
446,0, , 
447,0, , 
448,0, , 
449,2,506.2500,22.5000
450,0, , 
451,0, , 
452,0, , 
453,0, , 
454,1,0.0000,0.0000
455,0, , 
456,1,0.0000,0.0000
457,0, , 
458,0, , 
459,2,342.2500,18.5000
460,0, , 
461,2,1056.2500,32.5000
462,1,0.0000,0.0000
463,0, , 
464,0, , 
465,0, , 
466,0, , 
467,0, , 
468,0, , 
469,0, , 
470,0, , 
471,1,0.0000,0.0000
472,2,196.0000,14.0000
473,0, , 
474,0, , 
475,0, , 
476,1,0.0000,0.0000
477,0, , 
478,0, , 
479,0, , 
480,0, , 
481,0, , 
482,0, , 
483,0, , 
484,0, , 
485,0, , 
486,0, , 
487,1,0.0000,0.0000
488,0, , 
489,0, , 
490,0, , 
491,1,0.0000,0.0000
492,0, , 
493,1,0.0000,0.0000
494,1,0.0000,0.0000
495,2,3782.2500,61.5000
496,0, , 
497,0, , 
498,2,182.2500,13.5000
499,0, , 
500,0, , 
501,0, , 
502,0, , 
503,1,0.0000,0.0000
504,0, , 
505,1,0.0000,0.0000
506,0, , 
507,0, , 
508,1,0.0000,0.0000
509,0, , 
510,0, , 
511,1,0.0000,0.0000
512,59,3113.3036,55.7970

