Upara,Num_Pels,Variance,Deviation
85,105,85.7847,9.2620
86,102,121.0400,11.0018
87,77,75.6097,8.6954
88,81,115.1242,10.7296
89,71,61.3327,7.8315
90,86,120.9346,10.9970
91,73,147.5388,12.1466
92,84,96.2703,9.8117
93,74,111.0628,10.5386
94,71,133.7969,11.5671
95,74,124.2783,11.1480
96,55,97.7772,9.8882
97,70,87.0753,9.3314
98,61,74.7444,8.6455
99,74,100.8802,10.0439
100,67,113.0991,10.6348
101,82,151.4987,12.3085
102,62,211.6329,14.5476
103,67,129.9862,11.4011
104,60,156.9289,12.5271
105,55,162.8245,12.7603
106,70,124.7110,11.1674
107,49,209.3686,14.4696
108,51,155.3087,12.4623
109,48,172.9996,13.1529
110,54,113.3210,10.6452
111,29,153.4744,12.3885
112,40,206.5994,14.3736
113,66,125.9660,11.2235
114,49,158.1891,12.5773
115,38,214.3248,14.6398
116,34,192.3010,13.8673
117,35,113.8727,10.6711
118,44,174.1173,13.1953
119,43,135.1693,11.6262
120,41,64.4926,8.0307
121,32,279.5000,16.7183
122,30,106.1389,10.3024
123,36,154.3395,12.4233
124,29,172.8537,13.1474
125,41,227.9726,15.0988
126,35,161.4155,12.7049
127,31,179.5963,13.4014
128,30,98.6222,9.9309
129,27,124.7846,11.1707
130,33,142.9385,11.9557
131,32,159.3037,12.6216
132,24,313.4931,17.7057
133,27,238.2332,15.4348
134,27,163.1632,12.7735
135,37,401.7911,20.0447
136,30,237.2989,15.4045
137,25,186.7936,13.6672
138,26,218.8521,14.7936
139,21,150.1224,12.2524
140,23,156.2495,12.5000
141,24,154.6042,12.4340
142,28,379.7092,19.4861
143,21,115.2517,10.7355
144,19,152.1385,12.3344
145,23,96.9338,9.8455
146,18,139.0525,11.7921
147,27,283.4815,16.8369
148,20,47.5900,6.8986
149,21,180.5624,13.4373
150,29,338.4376,18.3967
151,19,456.1440,21.3575
152,22,330.9442,18.1919
153,16,501.9844,22.4050
154,11,100.3636,10.0182
155,17,155.5433,12.4717
156,11,419.7190,20.4870
157,17,412.1246,20.3009
158,16,319.8398,17.8841
159,14,855.4949,29.2488
160,8,94.1094,9.7010
161,13,222.8284,14.9274
162,18,108.6080,10.4215
163,14,193.1224,13.8969
164,19,503.1025,22.4299
165,4,120.7500,10.9886
166,9,229.2099,15.1397
167,13,108.9467,10.4378
168,9,113.5556,10.6562
169,11,41.1736,6.4167
170,8,416.4844,20.4079
171,6,25.2500,5.0249
172,11,324.3802,18.0106
173,14,307.9235,17.5477
174,5,498.5600,22.3285
175,12,195.7431,13.9908
176,3,294.8889,17.1723
177,8,292.9375,17.1154
178,5,79.7600,8.9308
179,10,581.8000,24.1205
180,7,557.5510,23.6125
181,5,161.4400,12.7059
182,9,63.7778,7.9861
183,12,183.7431,13.5552
184,11,124.0661,11.1385
185,5,116.2400,10.7815
186,7,181.3878,13.4680
187,12,341.7500,18.4865
188,11,442.1818,21.0281
189,5,34.9600,5.9127
190,6,107.1389,10.3508
191,8,107.5000,10.3682
192,7,112.4082,10.6023
193,9,482.4444,21.9646
194,6,172.5556,13.1360
195,2,110.2500,10.5000
196,12,46.2431,6.8002
197,7,120.7755,10.9898
198,5,45.7600,6.7646
199,7,593.6735,24.3654
200,4,36.1875,6.0156
201,5,801.6000,28.3125
202,5,392.8000,19.8192
203,9,244.6667,15.6418
204,3,1044.2222,32.3144
205,4,84.6875,9.2026
206,11,1141.0579,33.7795
207,7,120.1224,10.9600
208,5,160.9600,12.6870
209,6,915.5556,30.2581
210,10,228.4500,15.1146
211,3,224.2222,14.9741
212,9,62.0000,7.8740
213,4,213.5000,14.6116
214,5,232.0000,15.2315
215,2,6.2500,2.5000
216,7,2293.6735,47.8923
217,4,16.2500,4.0311
218,5,603.2000,24.5601
219,0, , 
220,6,118.4722,10.8845
221,4,17.2500,4.1533
222,4,122.0000,11.0454
223,1,0.0000,0.0000
224,4,499.6875,22.3537
225,1,0.0000,0.0000
226,0, , 
227,4,131.5000,11.4673
228,4,409.2500,20.2299
229,2,90.2500,9.5000
230,3,10.8889,3.2998
231,4,1187.0000,34.4529
232,2,2.2500,1.5000
233,1,0.0000,0.0000
234,2,6.2500,2.5000
235,7,798.6939,28.2612
236,6,1234.4722,35.1351
237,1,0.0000,0.0000
238,0, , 
239,3,336.8889,18.3545
240,6,1039.8056,32.2460
241,3,78.0000,8.8318
242,5,196.0000,14.0000
243,2,49.0000,7.0000
244,4,1275.6875,35.7168
245,2,81.0000,9.0000
246,3,116.6667,10.8012
247,4,483.2500,21.9829
248,4,322.2500,17.9513
249,5,154.9600,12.4483
250,4,106.0000,10.2956
251,0, , 
252,2,506.2500,22.5000
253,3,221.5556,14.8847
254,3,780.2222,27.9325
255,3,2500.6667,50.0067
256,1,0.0000,0.0000
257,2,100.0000,10.0000
258,3,57.5556,7.5865
259,1,0.0000,0.0000
260,1,0.0000,0.0000
261,2,1190.2500,34.5000
262,0, , 
263,4,944.5000,30.7327
264,0, , 
265,4,2301.1875,47.9707
266,3,4.2222,2.0548
267,2,2.2500,1.5000
268,2,1296.0000,36.0000
269,3,140.2222,11.8415
270,3,72.6667,8.5245
271,3,197.5556,14.0554
272,2,36.0000,6.0000
273,0, , 
274,4,33.5000,5.7879
275,2,2.2500,1.5000
276,1,0.0000,0.0000
277,0, , 
278,3,1096.2222,33.1092
279,2,625.0000,25.0000
280,3,486.2222,22.0504
281,2,156.2500,12.5000
282,1,0.0000,0.0000
283,0, , 
284,2,49.0000,7.0000
285,2,12.2500,3.5000
286,1,0.0000,0.0000
287,0, , 
288,1,0.0000,0.0000
289,1,0.0000,0.0000
290,2,2256.2500,47.5000
291,2,30.2500,5.5000
292,1,0.0000,0.0000
293,3,401.5556,20.0389
294,1,0.0000,0.0000
295,2,256.0000,16.0000
296,1,0.0000,0.0000
297,2,30.2500,5.5000
298,2,182.2500,13.5000
299,2,64.0000,8.0000
300,1,0.0000,0.0000
301,0, , 
302,4,531.5000,23.0543
303,2,110.2500,10.5000
304,2,182.2500,13.5000
305,2,729.0000,27.0000
306,3,890.8889,29.8478
307,1,0.0000,0.0000
308,0, , 
309,2,992.2500,31.5000
310,2,6.2500,2.5000
311,2,132.2500,11.5000
312,0, , 
313,0, , 
314,0, , 
315,0, , 
316,2,169.0000,13.0000
317,0, , 
318,1,0.0000,0.0000
319,1,0.0000,0.0000
320,0, , 
321,0, , 
322,0, , 
323,0, , 
324,1,0.0000,0.0000
325,1,0.0000,0.0000
326,2,4.0000,2.0000
327,0, , 
328,1,0.0000,0.0000
329,1,0.0000,0.0000
330,1,0.0000,0.0000
331,0, , 
332,0, , 
333,0, , 
334,1,0.0000,0.0000
335,2,9.0000,3.0000
336,1,0.0000,0.0000
337,1,0.0000,0.0000
338,1,0.0000,0.0000
339,0, , 
340,0, , 
341,2,90.2500,9.5000
342,0, , 
343,0, , 
344,1,0.0000,0.0000
345,1,0.0000,0.0000
346,1,0.0000,0.0000
347,0, , 
348,1,0.0000,0.0000
349,0, , 
350,0, , 
351,1,0.0000,0.0000
352,0, , 
353,4,889.6875,29.8276
354,2,12.2500,3.5000
355,1,0.0000,0.0000
356,1,0.0000,0.0000
357,0, , 
358,1,0.0000,0.0000
359,0, , 
360,0, , 
361,0, , 
362,1,0.0000,0.0000
363,1,0.0000,0.0000
364,0, , 
365,1,0.0000,0.0000
366,0, , 
367,0, , 
368,0, , 
369,2,756.2500,27.5000
370,1,0.0000,0.0000
371,2,361.0000,19.0000
372,2,182.2500,13.5000
373,0, , 
374,1,0.0000,0.0000
375,0, , 
376,3,363.5556,19.0671
377,0, , 
378,0, , 
379,0, , 
380,0, , 
381,1,0.0000,0.0000
382,2,2304.0000,48.0000
383,1,0.0000,0.0000
384,0, , 
385,1,0.0000,0.0000
386,1,0.0000,0.0000
387,0, , 
388,0, , 
389,0, , 
390,1,0.0000,0.0000
391,1,0.0000,0.0000
392,0, , 
393,0, , 
394,0, , 
395,0, , 
396,1,0.0000,0.0000
397,0, , 
398,1,0.0000,0.0000
399,0, , 
400,0, , 
401,1,0.0000,0.0000
402,1,0.0000,0.0000
403,0, , 
404,0, , 
405,1,0.0000,0.0000
406,1,0.0000,0.0000
407,0, , 
408,0, , 
409,0, , 
410,0, , 
411,0, , 
412,1,0.0000,0.0000
413,0, , 
414,0, , 
415,1,0.0000,0.0000
416,1,0.0000,0.0000
417,1,0.0000,0.0000
418,1,0.0000,0.0000
419,1,0.0000,0.0000
420,0, , 
421,0, , 
422,0, , 
423,0, , 
424,0, , 
425,0, , 
426,1,0.0000,0.0000
427,0, , 
428,1,0.0000,0.0000
429,0, , 
430,0, , 
431,0, , 
432,1,0.0000,0.0000
433,1,0.0000,0.0000
434,1,0.0000,0.0000
435,0, , 
436,1,0.0000,0.0000
437,0, , 
438,0, , 
439,0, , 
440,1,0.0000,0.0000
441,1,0.0000,0.0000
442,0, , 
443,0, , 
444,0, , 
445,0, , 
446,1,0.0000,0.0000
447,0, , 
448,0, , 
449,0, , 
450,0, , 
451,0, , 
452,0, , 
453,0, , 
454,0, , 
455,0, , 
456,1,0.0000,0.0000
457,0, , 
458,0, , 
459,0, , 
460,0, , 
461,2,64.0000,8.0000
462,1,0.0000,0.0000
463,0, , 
464,0, , 
465,1,0.0000,0.0000
466,0, , 
467,0, , 
468,0, , 
469,0, , 
470,0, , 
471,2,1190.2500,34.5000
472,1,0.0000,0.0000
473,0, , 
474,0, , 
475,0, , 
476,0, , 
477,0, , 
478,0, , 
479,1,0.0000,0.0000
480,0, , 
481,0, , 
482,0, , 
483,1,0.0000,0.0000
484,0, , 
485,0, , 
486,0, , 
487,0, , 
488,0, , 
489,0, , 
490,0, , 
491,0, , 
492,0, , 
493,0, , 
494,0, , 
495,0, , 
496,0, , 
497,1,0.0000,0.0000
498,0, , 
499,0, , 
500,0, , 
501,0, , 
502,0, , 
503,0, , 
504,0, , 
505,0, , 
506,0, , 
507,0, , 
508,0, , 
509,0, , 
510,0, , 
511,1,0.0000,0.0000
512,16,946.0625,30.7581

