Upara,Num_Pels,Variance,Deviation
109,119,184.0864,13.5678
110,122,212.5628,14.5795
111,124,221.0788,14.8687
112,132,208.2720,14.4316
113,121,261.2188,16.1623
114,134,252.4422,15.8884
115,111,258.1773,16.0679
116,114,212.3072,14.5708
117,127,191.4198,13.8355
118,122,369.4792,19.2218
119,118,245.3640,15.6641
120,123,201.1253,14.1819
121,134,169.6392,13.0246
122,131,362.5182,19.0399
123,103,277.5074,16.6586
124,135,303.7884,17.4295
125,108,232.1910,15.2378
126,125,285.9452,16.9099
127,105,277.1142,16.6467
128,113,211.3235,14.5370
129,105,319.8195,17.8835
130,105,205.4092,14.3321
131,119,194.8422,13.9586
132,125,182.6225,13.5138
133,111,291.7562,17.0809
134,120,334.6608,18.2937
135,123,332.8607,18.2445
136,101,273.4312,16.5358
137,142,234.0323,15.2981
138,116,307.4271,17.5336
139,106,175.3404,13.2416
140,99,290.3706,17.0403
141,92,231.3104,15.2089
142,100,221.3700,14.8785
143,110,333.6520,18.2661
144,88,362.3673,19.0359
145,114,252.1751,15.8800
146,90,471.6544,21.7176
147,91,243.5452,15.6059
148,90,459.0844,21.4263
149,95,284.5137,16.8675
150,91,400.5405,20.0135
151,94,441.8543,21.0203
152,85,260.4448,16.1383
153,85,231.8782,15.2275
154,83,311.1868,17.6405
155,97,316.0408,17.7775
156,73,458.9818,21.4239
157,86,299.2190,17.2979
158,78,224.6202,14.9873
159,78,349.1310,18.6850
160,80,255.2244,15.9757
161,81,264.0122,16.2485
162,62,200.7669,14.1692
163,81,363.7394,19.0720
164,76,565.4105,23.7784
165,77,389.4377,19.7342
166,75,290.1557,17.0340
167,70,206.2427,14.3612
168,80,454.3850,21.3163
169,57,236.5011,15.3786
170,73,281.2633,16.7709
171,68,637.9567,25.2578
172,78,325.0256,18.0285
173,72,296.7191,17.2255
174,67,602.7481,24.5509
175,69,350.3163,18.7167
176,71,385.3069,19.6292
177,78,212.9086,14.5914
178,54,351.8988,18.7590
179,67,529.0100,23.0002
180,66,404.5383,20.1131
181,82,623.5695,24.9714
182,53,461.5685,21.4841
183,46,398.3143,19.9578
184,64,415.0935,20.3738
185,47,259.6451,16.1135
186,66,419.5225,20.4822
187,56,355.6170,18.8578
188,42,259.1389,16.0978
189,43,304.3862,17.4467
190,60,703.6097,26.5256
191,46,786.3294,28.0416
192,51,427.3333,20.6720
193,35,345.5592,18.5892
194,49,561.8476,23.7033
195,53,444.7796,21.0898
196,37,574.7100,23.9731
197,45,297.2277,17.2403
198,45,283.7956,16.8462
199,44,753.2784,27.4459
200,47,362.9135,19.0503
201,39,873.1006,29.5483
202,35,294.5910,17.1637
203,43,543.0016,23.3024
204,40,650.2744,25.5005
205,36,588.4722,24.2584
206,45,410.8662,20.2698
207,48,248.6871,15.7698
208,34,743.9481,27.2754
209,40,725.9594,26.9436
210,26,524.3254,22.8982
211,29,829.3056,28.7977
212,34,845.3253,29.0745
213,25,533.9200,23.1067
214,26,376.3018,19.3985
215,34,379.3988,19.4782
216,42,990.4399,31.4713
217,35,765.7910,27.6729
218,30,356.3600,18.8775
219,39,335.3925,18.3137
220,20,312.9475,17.6903
221,28,256.8010,16.0250
222,32,581.0898,24.1058
223,29,532.8323,23.0832
224,28,1774.6020,42.1260
225,32,301.3584,17.3597
226,24,1039.0000,32.2335
227,24,999.5833,31.6162
228,30,213.9822,14.6281
229,23,1825.6938,42.7281
230,24,999.2066,31.6102
231,33,445.6327,21.1100
232,34,1028.1211,32.0643
233,18,263.2006,16.2235
234,30,279.8500,16.7287
235,24,1296.7344,36.0102
236,29,183.4055,13.5427
237,16,268.6211,16.3897
238,18,282.1111,16.7962
239,20,479.0475,21.8872
240,15,746.6489,27.3249
241,21,1260.2041,35.4994
242,13,186.9231,13.6720
243,17,1987.8824,44.5857
244,22,737.7211,27.1610
245,25,1004.9344,31.7007
246,15,152.6489,12.3551
247,25,360.1376,18.9773
248,22,709.6715,26.6397
249,16,464.3594,21.5490
250,18,613.8395,24.7758
251,12,150.9722,12.2871
252,28,1152.3304,33.9460
253,18,649.8302,25.4918
254,17,1566.3460,39.5771
255,19,2576.3435,50.7577
256,16,414.0586,20.3484
257,15,423.5822,20.5811
258,9,1043.2840,32.2999
259,12,1345.8056,36.6852
260,15,1535.4489,39.1848
261,16,2015.3125,44.8922
262,19,964.2715,31.0527
263,10,768.8100,27.7274
264,13,2327.0178,48.2392
265,12,351.0764,18.7370
266,19,1120.4044,33.4724
267,19,918.6371,30.3090
268,10,1444.7600,38.0100
269,20,636.9875,25.2386
270,12,1627.9097,40.3474
271,12,3198.0556,56.5514
272,18,1632.1728,40.4002
273,7,924.2449,30.4014
274,20,958.1100,30.9534
275,14,507.0612,22.5180
276,13,535.7870,23.1471
277,12,157.0208,12.5308
278,17,1862.1799,43.1530
279,9,727.7778,26.9774
280,10,407.8900,20.1963
281,12,139.1389,11.7957
282,7,2938.2857,54.2060
283,16,1162.8711,34.1009
284,13,644.5207,25.3874
285,14,1030.9235,32.1080
286,17,1248.0069,35.3271
287,11,712.3306,26.6895
288,14,937.9592,30.6261
289,15,1352.9333,36.7822
290,10,125.8000,11.2161
291,14,935.2653,30.5821
292,10,4064.0400,63.7498
293,11,682.3802,26.1224
294,7,126.4898,11.2468
295,8,609.7344,24.6928
296,9,1434.0247,37.8685
297,5,1008.1600,31.7515
298,9,731.1111,27.0391
299,9,454.7654,21.3252
300,5,2440.0000,49.3964
301,9,840.8889,28.9981
302,14,289.9796,17.0288
303,10,922.8100,30.3778
304,10,479.2500,21.8918
305,12,793.3889,28.1672
306,10,1104.8500,33.2393
307,7,588.1224,24.2512
308,15,2417.9289,49.1724
309,13,1265.2899,35.5709
310,10,966.3600,31.0863
311,10,1078.4100,32.8392
312,15,1403.3956,37.4619
313,10,513.0400,22.6504
314,10,2257.8400,47.5167
315,12,1897.3889,43.5590
316,12,263.3889,16.2293
317,10,3089.5600,55.5838
318,7,312.4082,17.6751
319,8,1618.9375,40.2360
320,6,357.3333,18.9033
321,8,366.6094,19.1470
322,14,813.4082,28.5203
323,13,1594.5207,39.9315
324,9,399.7284,19.9932
325,14,1239.9439,35.2128
326,7,281.9184,16.7904
327,9,918.2222,30.3022
328,13,1665.0533,40.8051
329,8,4046.4375,63.6116
330,8,1485.6875,38.5446
331,6,2882.3333,53.6874
332,8,240.3594,15.5035
333,9,1600.3210,40.0040
334,5,382.9600,19.5694
335,6,2929.2222,54.1223
336,5,2161.3600,46.4904
337,10,2459.4500,49.5928
338,7,2492.4898,49.9248
339,11,1324.5950,36.3950
340,7,299.9184,17.3182
341,6,616.5556,24.8305
342,9,1210.0247,34.7854
343,8,910.1094,30.1680
344,5,474.5600,21.7844
345,8,1279.9375,35.7762
346,11,3390.5950,58.2288
347,7,4677.0612,68.3890
348,8,693.4375,26.3332
349,5,1235.4400,35.1488
350,10,1114.4400,33.3832
351,9,1065.2099,32.6376
352,8,2897.7500,53.8308
353,7,270.9796,16.4615
354,5,198.1600,14.0769
355,10,2188.4100,46.7804
356,11,806.2479,28.3945
357,11,1657.9669,40.7181
358,5,4772.2400,69.0814
359,8,953.7344,30.8826
360,7,153.9592,12.4080
361,5,2127.7600,46.1276
362,11,1818.5950,42.6450
363,7,868.9796,29.4785
364,7,2389.3469,48.8809
365,9,1706.0988,41.3049
366,8,768.6094,27.7238
367,3,2292.6667,47.8818
368,5,1981.7600,44.5170
369,6,1872.8056,43.2759
370,10,1579.9600,39.7487
371,9,4715.3333,68.6683
372,8,2828.5000,53.1836
373,9,1160.9136,34.0722
374,5,2823.7600,53.1391
375,9,1898.8889,43.5762
376,4,579.6875,24.0767
377,7,1826.2857,42.7351
378,3,570.8889,23.8933
379,8,1700.9844,41.2430
380,9,658.5432,25.6621
381,10,1203.6100,34.6931
382,5,3068.5600,55.3946
383,5,504.5600,22.4624
384,6,1651.8889,40.6434
385,7,300.8163,17.3441
386,5,3178.5600,56.3787
387,5,148.1600,12.1721
388,6,50.4722,7.1044
389,4,1121.1875,33.4841
390,7,752.4082,27.4301
391,6,1866.8056,43.2065
392,9,845.4321,29.0763
393,4,1174.7500,34.2746
394,5,4253.3600,65.2178
395,3,506.8889,22.5142
396,9,886.0000,29.7658
397,7,607.6735,24.6510
398,5,1793.3600,42.3481
399,4,2006.6875,44.7961
400,5,3154.0000,56.1605
401,6,1294.6667,35.9815
402,3,253.5556,15.9234
403,6,346.4722,18.6138
404,5,3775.7600,61.4472
405,10,1551.5600,39.3898
406,7,4537.3878,67.3601
407,4,7176.2500,84.7127
408,7,2353.9184,48.5172
409,4,1370.7500,37.0236
410,7,1823.8367,42.7064
411,5,1560.6400,39.5049
412,5,1197.7600,34.6087
413,4,731.5000,27.0463
414,4,366.6875,19.1491
415,3,772.6667,27.7969
416,6,2641.8056,51.3985
417,7,1883.8367,43.4032
418,3,654.8889,25.5908
419,6,2125.8056,46.1065
420,4,5401.5000,73.4949
421,4,3955.1875,62.8903
422,6,1506.5833,38.8147
423,3,194.8889,13.9603
424,4,512.7500,22.6440
425,8,2996.9375,54.7443
426,5,2495.4400,49.9544
427,6,1656.1389,40.6957
428,3,229.5556,15.1511
429,5,1275.7600,35.7178
430,7,551.8367,23.4912
431,3,512.6667,22.6421
432,3,1614.8889,40.1857
433,2,72.2500,8.5000
434,1,0.0000,0.0000
435,3,66.6667,8.1650
436,3,421.5556,20.5318
437,3,216.2222,14.7045
438,2,870.2500,29.5000
439,6,3725.8889,61.0401
440,5,3674.6400,60.6188
441,8,1277.6094,35.7437
442,4,120.6875,10.9858
443,2,9.0000,3.0000
444,4,12.6875,3.5620
445,3,528.6667,22.9928
446,3,4546.8889,67.4306
447,5,1994.2400,44.6569
448,4,1278.6875,35.7587
449,1,0.0000,0.0000
450,4,2940.6875,54.2281
451,6,37.5833,6.1305
452,4,1766.6875,42.0320
453,4,1039.1875,32.2364
454,3,236.2222,15.3695
455,5,766.2400,27.6810
456,4,1425.2500,37.7525
457,1,0.0000,0.0000
458,0, , 
459,2,1.0000,1.0000
460,4,5369.1875,73.2747
461,8,4086.4375,63.9252
462,1,0.0000,0.0000
463,3,1042.8889,32.2938
464,2,3422.2500,58.5000
465,3,372.6667,19.3046
466,5,1341.3600,36.6246
467,3,1360.6667,36.8872
468,0, , 
469,3,1418.6667,37.6652
470,2,132.2500,11.5000
471,3,166.8889,12.9185
472,3,358.2222,18.9268
473,1,0.0000,0.0000
474,6,1169.8889,34.2036
475,4,1755.6875,41.9009
476,3,297.5556,17.2498
477,1,0.0000,0.0000
478,3,1547.5556,39.3390
479,4,568.2500,23.8380
480,3,542.8889,23.3000
481,1,0.0000,0.0000
482,5,810.1600,28.4633
483,1,0.0000,0.0000
484,3,409.5556,20.2375
485,3,450.6667,21.2289
486,1,0.0000,0.0000
487,3,1734.8889,41.6520
488,2,5402.2500,73.5000
489,4,4299.6875,65.5720
490,5,1474.6400,38.4010
491,2,289.0000,17.0000
492,1,0.0000,0.0000
493,6,2037.1389,45.1347
494,4,7956.0000,89.1964
495,8,4506.9375,67.1337
496,3,944.2222,30.7282
497,3,1354.8889,36.8088
498,7,1214.7755,34.8536
499,2,441.0000,21.0000
500,3,1536.2222,39.1947
501,3,48.2222,6.9442
502,3,3510.8889,59.2528
503,2,256.0000,16.0000
504,3,2708.2222,52.0406
505,1,0.0000,0.0000
506,1,0.0000,0.0000
507,1,0.0000,0.0000
508,1,0.0000,0.0000
509,5,2467.2000,49.6709
510,2,42.2500,6.5000
511,2,2352.2500,48.5000
512,350,3204.8387,56.6113

