Upara,Num_Pels,Variance,Deviation
258,10,411.1600,20.2771
259,5,247.6000,15.7353
260,14,713.0612,26.7032
261,11,507.7190,22.5326
262,10,326.6000,18.0721
263,5,1083.6000,32.9181
264,5,767.0400,27.6955
265,5,2112.5600,45.9626
266,6,894.8056,29.9133
267,6,1582.9167,39.7859
268,10,1536.6900,39.2006
269,11,1414.9752,37.6162
270,9,370.2469,19.2418
271,3,0.2222,0.4714
272,4,75.1875,8.6711
273,5,1455.6000,38.1523
274,10,1568.4400,39.6035
275,6,1831.8056,42.7996
276,8,387.4375,19.6834
277,8,496.0000,22.2711
278,7,2179.1020,46.6809
279,10,714.5600,26.7313
280,8,473.3594,21.7568
281,5,1056.8000,32.5085
282,7,1200.6939,34.6510
283,6,3796.4722,61.6155
284,7,983.2653,31.3571
285,6,987.4722,31.4241
286,4,45.2500,6.7268
287,4,41.5000,6.4420
288,4,150.6875,12.2755
289,6,1724.3333,41.5251
290,7,2122.2041,46.0674
291,5,621.8400,24.9367
292,5,2041.2000,45.1796
293,7,205.3469,14.3299
294,3,646.2222,25.4209
295,5,1226.9600,35.0280
296,4,346.1875,18.6061
297,3,502.8889,22.4252
298,6,434.4722,20.8440
299,6,699.5556,26.4491
300,6,712.2222,26.6875
301,5,275.4400,16.5964
302,3,120.6667,10.9848
303,1,0.0000,0.0000
304,4,56.2500,7.5000
305,2,272.2500,16.5000
306,5,449.0400,21.1906
307,4,2611.5000,51.1028
308,6,1271.1389,35.6530
309,6,493.5556,22.2161
310,6,735.5556,27.1211
311,1,0.0000,0.0000
312,5,552.9600,23.5151
313,3,134.0000,11.5758
314,5,974.1600,31.2115
315,2,72.2500,8.5000
316,4,381.0000,19.5192
317,0, , 
318,1,0.0000,0.0000
319,2,361.0000,19.0000
320,3,777.5556,27.8847
321,2,169.0000,13.0000
322,1,0.0000,0.0000
323,2,1640.2500,40.5000
324,2,81.0000,9.0000
325,5,1896.6400,43.5504
326,6,549.8889,23.4497
327,1,0.0000,0.0000
328,1,0.0000,0.0000
329,3,28.6667,5.3541
330,2,56.2500,7.5000
331,7,765.9592,27.6760
332,0, , 
333,2,306.2500,17.5000
334,1,0.0000,0.0000
335,2,2.2500,1.5000
336,2,25.0000,5.0000
337,2,361.0000,19.0000
338,2,900.0000,30.0000
339,1,0.0000,0.0000
340,1,0.0000,0.0000
341,1,0.0000,0.0000
342,5,2314.8000,48.1124
343,3,658.6667,25.6645
344,4,488.1875,22.0950
345,0, , 
346,4,463.5000,21.5291
347,0, , 
348,0, , 
349,0, , 
350,3,160.6667,12.6754
351,1,0.0000,0.0000
352,2,132.2500,11.5000
353,0, , 
354,3,2798.0000,52.8961
355,0, , 
356,2,42.2500,6.5000
357,1,0.0000,0.0000
358,1,0.0000,0.0000
359,1,0.0000,0.0000
360,1,0.0000,0.0000
361,1,0.0000,0.0000
362,0, , 
363,3,294.8889,17.1723
364,1,0.0000,0.0000
365,0, , 
366,1,0.0000,0.0000
367,1,0.0000,0.0000
368,0, , 
369,0, , 
370,2,12.2500,3.5000
371,0, , 
372,2,225.0000,15.0000
373,1,0.0000,0.0000
374,1,0.0000,0.0000
375,0, , 
376,0, , 
377,2,2970.2500,54.5000
378,2,900.0000,30.0000
379,0, , 
380,1,0.0000,0.0000
381,1,0.0000,0.0000
382,1,0.0000,0.0000
383,1,0.0000,0.0000
384,0, , 
385,0, , 
386,0, , 
387,0, , 
388,0, , 
389,0, , 
390,2,1482.2500,38.5000
391,1,0.0000,0.0000
392,1,0.0000,0.0000
393,2,20.2500,4.5000
394,0, , 
395,3,104.6667,10.2307
396,0, , 
397,0, , 
398,0, , 
399,0, , 
400,0, , 
401,1,0.0000,0.0000
402,0, , 
403,1,0.0000,0.0000
404,0, , 
405,0, , 
406,0, , 
407,1,0.0000,0.0000
408,3,278.0000,16.6733
409,0, , 
410,2,225.0000,15.0000
411,1,0.0000,0.0000
412,0, , 
413,2,324.0000,18.0000
414,0, , 
415,0, , 
416,0, , 
417,0, , 
418,2,132.2500,11.5000
419,0, , 
420,0, , 
421,2,0.0000,0.0000
422,0, , 
423,1,0.0000,0.0000
424,0, , 
425,0, , 
426,2,20.2500,4.5000
427,0, , 
428,0, , 
429,0, , 
430,1,0.0000,0.0000
431,0, , 
432,1,0.0000,0.0000
433,1,0.0000,0.0000
434,1,0.0000,0.0000
435,0, , 
436,0, , 
437,0, , 
438,0, , 
439,0, , 
440,0, , 
441,1,0.0000,0.0000
442,0, , 
443,0, , 
444,0, , 
445,1,0.0000,0.0000
446,0, , 
447,1,0.0000,0.0000
448,0, , 
449,0, , 
450,0, , 
451,0, , 
452,0, , 
453,0, , 
454,0, , 
455,0, , 
456,0, , 
457,0, , 
458,1,0.0000,0.0000
459,0, , 
460,1,0.0000,0.0000
461,1,0.0000,0.0000
462,0, , 
463,0, , 
464,0, , 
465,1,0.0000,0.0000
466,0, , 
467,0, , 
468,1,0.0000,0.0000
469,0, , 
470,0, , 
471,0, , 
472,1,0.0000,0.0000
473,0, , 
474,0, , 
475,0, , 
476,0, , 
477,1,0.0000,0.0000
478,1,0.0000,0.0000
479,0, , 
480,0, , 
481,0, , 
482,0, , 
483,0, , 
484,0, , 
485,0, , 
486,0, , 
487,1,0.0000,0.0000
488,0, , 
489,0, , 
490,0, , 
491,0, , 
492,0, , 
493,0, , 
494,0, , 
495,0, , 
496,0, , 
497,0, , 
498,0, , 
499,0, , 
500,0, , 
501,0, , 
502,1,0.0000,0.0000
503,0, , 
504,0, , 
505,1,0.0000,0.0000
506,0, , 
507,0, , 
508,0, , 
509,0, , 
510,0, , 
511,0, , 
512,5,2927.6000,54.1073

