Upara,Num_Pels,Variance,Deviation
272,1,0.0000,0.0000
273,1,0.0000,0.0000
274,2,72.2500,8.5000
275,0, , 
276,0, , 
277,1,0.0000,0.0000
278,1,0.0000,0.0000
279,2,12.2500,3.5000
280,1,0.0000,0.0000
281,0, , 
282,1,0.0000,0.0000
283,2,256.0000,16.0000
284,1,0.0000,0.0000
285,0, , 
286,1,0.0000,0.0000
287,1,0.0000,0.0000
288,1,0.0000,0.0000
289,0, , 
290,3,3508.2222,59.2302
291,2,6.2500,2.5000
292,1,0.0000,0.0000
293,0, , 
294,0, , 
295,2,110.2500,10.5000
296,3,96.2222,9.8093
297,1,0.0000,0.0000
298,1,0.0000,0.0000
299,1,0.0000,0.0000
300,0, , 
301,0, , 
302,1,0.0000,0.0000
303,1,0.0000,0.0000
304,1,0.0000,0.0000
305,1,0.0000,0.0000
306,0, , 
307,1,0.0000,0.0000
308,1,0.0000,0.0000
309,0, , 
310,0, , 
311,0, , 
312,1,0.0000,0.0000
313,0, , 
314,0, , 
315,0, , 
316,0, , 
317,0, , 
318,0, , 
319,0, , 
320,0, , 
321,1,0.0000,0.0000
322,0, , 
323,0, , 
324,1,0.0000,0.0000
325,0, , 
326,0, , 
327,0, , 
328,0, , 
329,1,0.0000,0.0000
330,1,0.0000,0.0000
331,0, , 
332,0, , 
333,0, , 
334,2,20.2500,4.5000
335,0, , 
336,1,0.0000,0.0000
337,0, , 
338,0, , 
339,0, , 
340,1,0.0000,0.0000
341,0, , 
342,0, , 
343,1,0.0000,0.0000
344,0, , 
345,1,0.0000,0.0000
346,2,42.2500,6.5000
347,3,3230.8889,56.8409
348,0, , 
349,1,0.0000,0.0000
350,0, , 
351,1,0.0000,0.0000
352,0, , 
353,0, , 
354,1,0.0000,0.0000
355,0, , 
356,0, , 
357,0, , 
358,0, , 
359,0, , 
360,0, , 
361,0, , 
362,0, , 
363,0, , 
364,0, , 
365,0, , 
366,0, , 
367,0, , 
368,0, , 
369,0, , 
370,0, , 
371,0, , 
372,1,0.0000,0.0000
373,0, , 
374,0, , 
375,0, , 
376,0, , 
377,0, , 
378,0, , 
379,0, , 
380,0, , 
381,0, , 
382,1,0.0000,0.0000
383,0, , 
384,0, , 
385,0, , 
386,0, , 
387,0, , 
388,0, , 
389,0, , 
390,0, , 
391,0, , 
392,1,0.0000,0.0000
393,0, , 
394,0, , 
395,0, , 
396,0, , 
397,0, , 
398,0, , 
399,0, , 
400,0, , 
401,0, , 
402,0, , 
403,0, , 
404,0, , 
405,0, , 
406,0, , 
407,0, , 
408,0, , 
409,1,0.0000,0.0000
410,1,0.0000,0.0000
411,0, , 
412,0, , 
413,0, , 
414,0, , 
415,0, , 
416,1,0.0000,0.0000
417,0, , 
418,0, , 
419,0, , 
420,0, , 
421,0, , 
422,0, , 
423,0, , 
424,1,0.0000,0.0000
425,0, , 
426,0, , 
427,1,0.0000,0.0000
428,0, , 
429,0, , 
430,0, , 
431,0, , 
432,0, , 
433,0, , 
434,0, , 
435,0, , 
436,0, , 
437,0, , 
438,0, , 
439,0, , 
440,0, , 
441,0, , 
442,0, , 
443,0, , 
444,0, , 
445,0, , 
446,0, , 
447,1,0.0000,0.0000
448,0, , 
449,1,0.0000,0.0000
450,0, , 
451,0, , 
452,0, , 
453,0, , 
454,0, , 
455,0, , 
456,0, , 
457,0, , 
458,1,0.0000,0.0000
459,0, , 
460,0, , 
461,0, , 
462,0, , 
463,0, , 
464,0, , 
465,0, , 
466,0, , 
467,0, , 
468,1,0.0000,0.0000
469,0, , 
470,1,0.0000,0.0000
471,0, , 
472,0, , 
473,0, , 
474,0, , 
475,1,0.0000,0.0000
476,0, , 
477,0, , 
478,0, , 
479,0, , 
480,0, , 
481,0, , 
482,0, , 
483,1,0.0000,0.0000
484,2,64.0000,8.0000
485,0, , 
486,0, , 
487,1,0.0000,0.0000
488,0, , 
489,0, , 
490,0, , 
491,0, , 
492,0, , 
493,1,0.0000,0.0000
494,2,20.2500,4.5000
495,1,0.0000,0.0000
496,0, , 
497,0, , 
498,1,0.0000,0.0000
499,0, , 
500,1,0.0000,0.0000
501,1,0.0000,0.0000
502,1,0.0000,0.0000
503,0, , 
504,0, , 
505,1,0.0000,0.0000
506,0, , 
507,0, , 
508,2,3844.0000,62.0000
509,0, , 
510,2,3192.2500,56.5000
511,1,0.0000,0.0000
512,60,6668.0142,81.6579

