Upara,Num_Pels,Variance,Deviation
146,955,291.4114,17.0708
147,879,285.8403,16.9068
148,909,320.5068,17.9027
149,908,312.9363,17.6900
150,908,330.2739,18.1734
151,898,333.7382,18.2685
152,883,324.4961,18.0138
153,859,321.4290,17.9284
154,967,369.1155,19.2124
155,826,331.6970,18.2126
156,876,358.2704,18.9280
157,909,372.9186,19.3111
158,889,339.4073,18.4230
159,839,341.6000,18.4824
160,844,341.3559,18.4758
161,847,375.8258,19.3862
162,823,383.0339,19.5713
163,877,351.0590,18.7366
164,823,350.0386,18.7093
165,827,379.3794,19.4777
166,768,351.8173,18.7568
167,843,391.1673,19.7780
168,825,402.5377,20.0633
169,776,388.9712,19.7224
170,775,404.3930,20.1095
171,773,355.2958,18.8493
172,776,404.7456,20.1183
173,822,429.5384,20.7253
174,778,449.3535,21.1980
175,782,398.0076,19.9501
176,801,389.7381,19.7418
177,741,390.7918,19.7685
178,749,362.3413,19.0353
179,837,400.8623,20.0215
180,693,399.6417,19.9910
181,770,412.6982,20.3150
182,787,439.0585,20.9537
183,750,423.7858,20.5861
184,763,414.5378,20.3602
185,743,410.7689,20.2674
186,749,403.3032,20.0824
187,696,415.7573,20.3901
188,726,442.1162,21.0266
189,695,427.1554,20.6677
190,703,405.2924,20.1319
191,668,490.9456,22.1573
192,660,451.6303,21.2516
193,682,450.2712,21.2196
194,748,458.4773,21.4121
195,691,413.4666,20.3339
196,681,446.5188,21.1310
197,663,493.7294,22.2200
198,662,442.8668,21.0444
199,660,526.9588,22.9556
200,659,484.1274,22.0029
201,645,463.3404,21.5253
202,651,519.7368,22.7977
203,672,433.5602,20.8221
204,656,528.1715,22.9820
205,647,515.9691,22.7150
206,600,437.4616,20.9156
207,619,491.7474,22.1754
208,615,502.4822,22.4161
209,585,452.5692,21.2737
210,648,522.1183,22.8499
211,577,498.0566,22.3172
212,593,517.1888,22.7418
213,594,511.6469,22.6196
214,626,524.1591,22.8945
215,567,488.5100,22.1023
216,588,518.9039,22.7795
217,547,496.9971,22.2934
218,529,514.8129,22.6895
219,530,543.7415,23.3183
220,536,562.5344,23.7178
221,528,522.8588,22.8661
222,558,611.6852,24.7323
223,506,465.7250,21.5807
224,524,578.7190,24.0566
225,557,553.8522,23.5341
226,497,549.8629,23.4492
227,518,495.3409,22.2563
228,538,583.1494,24.1485
229,448,514.9882,22.6934
230,507,623.7878,24.9757
231,493,521.1625,22.8290
232,496,520.9571,22.8245
233,474,523.8520,22.8878
234,466,567.8979,23.8306
235,471,567.5876,23.8241
236,468,647.9552,25.4550
237,484,596.1740,24.4167
238,470,530.6864,23.0366
239,438,561.0434,23.6864
240,478,540.6404,23.2517
241,473,545.1262,23.3479
242,449,635.5314,25.2097
243,414,572.7996,23.9332
244,411,598.7712,24.4698
245,394,552.3006,23.5011
246,404,645.4630,25.4060
247,439,639.6109,25.2905
248,406,600.3763,24.5026
249,416,543.7563,23.3186
250,421,647.1221,25.4386
251,388,612.3713,24.7461
252,385,514.6495,22.6859
253,376,662.9993,25.7488
254,394,611.2290,24.7230
255,339,715.7805,26.7541
256,397,662.9934,25.7487
257,380,688.0073,26.2299
258,359,665.8856,25.8048
259,371,640.3147,25.3044
260,324,589.0449,24.2702
261,343,586.9429,24.2269
262,364,603.6639,24.5696
263,342,556.2558,23.5851
264,360,589.9708,24.2893
265,354,623.1093,24.9622
266,347,625.8711,25.0174
267,340,608.5824,24.6695
268,331,668.6258,25.8578
269,321,577.3024,24.0271
270,332,613.5074,24.7691
271,308,693.5874,26.3360
272,294,688.8678,26.2463
273,322,613.6164,24.7713
274,299,719.2207,26.8183
275,285,549.8677,23.4493
276,294,578.8357,24.0590
277,282,601.8543,24.5327
278,247,783.5605,27.9921
279,282,694.1497,26.3467
280,297,706.4670,26.5794
281,277,709.8463,26.6429
282,251,608.3597,24.6649
283,254,729.6867,27.0127
284,266,755.8081,27.4920
285,255,721.2631,26.8563
286,252,725.1646,26.9289
287,239,612.5103,24.7489
288,228,753.8569,27.4565
289,240,614.2387,24.7838
290,247,685.7202,26.1863
291,227,705.1925,26.5555
292,226,727.9046,26.9797
293,251,775.1669,27.8418
294,210,692.4913,26.3152
295,219,716.1069,26.7602
296,226,660.0386,25.6912
297,203,688.7517,26.2441
298,232,662.6012,25.7410
299,197,604.5229,24.5870
300,207,709.4231,26.6350
301,229,654.0141,25.5737
302,198,775.9925,27.8566
303,204,767.3053,27.7003
304,207,780.4659,27.9368
305,190,715.2683,26.7445
306,179,775.7381,27.8521
307,181,741.2581,27.2261
308,178,704.9526,26.5509
309,172,856.5980,29.2677
310,170,735.4237,27.1187
311,170,712.5346,26.6933
312,165,712.7734,26.6978
313,164,802.6206,28.3306
314,167,611.8546,24.7357
315,175,698.9927,26.4385
316,156,660.1341,25.6931
317,154,646.2608,25.4217
318,165,777.3408,27.8808
319,169,771.4551,27.7751
320,143,621.2911,24.9257
321,138,1066.4390,32.6564
322,136,677.1799,26.0227
323,144,993.1150,31.5137
324,139,746.3915,27.3202
325,129,629.9907,25.0996
326,121,591.7302,24.3255
327,115,826.2704,28.7449
328,130,805.6663,28.3843
329,104,799.1109,28.2685
330,128,779.6743,27.9226
331,117,720.2079,26.8367
332,128,886.9321,29.7814
333,126,755.8637,27.4930
334,104,687.0502,26.2116
335,105,927.8685,30.4609
336,102,736.9071,27.1460
337,97,681.9107,26.1134
338,98,720.0880,26.8345
339,94,730.5514,27.0287
340,99,735.3770,27.1178
341,95,833.9464,28.8781
342,88,763.2144,27.6263
343,105,974.8305,31.2223
344,86,675.5084,25.9905
345,88,878.0207,29.6314
346,94,648.1495,25.4588
347,78,879.4352,29.6553
348,78,1146.5156,33.8602
349,78,708.9791,26.6267
350,75,662.7289,25.7435
351,90,636.1433,25.2219
352,73,734.4117,27.1000
353,82,758.1417,27.5344
354,63,848.9680,29.1371
355,68,789.5424,28.0988
356,97,898.9672,29.9828
357,72,813.8378,28.5278
358,85,597.9884,24.4538
359,59,869.7110,29.4909
360,74,674.6399,25.9738
361,55,795.5405,28.2053
362,74,841.6357,29.0110
363,72,899.5538,29.9926
364,70,579.1349,24.0652
365,56,913.9283,30.2312
366,55,948.6433,30.8001
367,65,802.5169,28.3287
368,59,812.8883,28.5112
369,61,608.6756,24.6714
370,57,884.5214,29.7409
371,51,630.6390,25.1125
372,70,778.9406,27.9095
373,59,789.4323,28.0968
374,47,801.3373,28.3079
375,44,895.7825,29.9296
376,50,882.0416,29.6992
377,57,718.3663,26.8024
378,56,772.6451,27.7965
379,60,779.3933,27.9176
380,46,762.9305,27.6212
381,57,729.8135,27.0151
382,52,730.0129,27.0188
383,48,875.8537,29.5948
384,37,840.7772,28.9962
385,37,772.8941,27.8010
386,46,881.0756,29.6829
387,46,879.8147,29.6617
388,33,666.7842,25.8222
389,28,1122.4324,33.5027
390,34,1025.2388,32.0193
391,23,855.0624,29.2414
392,43,863.8237,29.3909
393,40,695.6400,26.3750
394,35,760.3967,27.5753
395,30,758.9656,27.5493
396,32,939.2021,30.6464
397,29,794.6540,28.1896
398,32,1264.0273,35.5532
399,35,866.9992,29.4448
400,33,769.3792,27.7377
401,37,847.9123,29.1189
402,28,743.8878,27.2743
403,28,672.8099,25.9386
404,31,1125.1613,33.5434
405,33,567.2525,23.8171
406,28,795.8827,28.2114
407,27,579.9698,24.0826
408,39,1176.9717,34.3070
409,19,694.4488,26.3524
410,25,1526.8800,39.0753
411,29,691.2128,26.2909
412,32,728.9990,27.0000
413,16,734.1094,27.0945
414,20,495.4600,22.2589
415,23,825.8904,28.7383
416,23,1391.5539,37.3035
417,20,799.0100,28.2668
418,22,549.4132,23.4396
419,27,560.5213,23.6753
420,23,635.3611,25.2064
421,20,1022.7400,31.9803
422,15,1431.3600,37.8333
423,14,813.2041,28.5167
424,30,790.3156,28.1126
425,18,1140.6821,33.7740
426,24,574.9722,23.9786
427,21,1468.8073,38.3250
428,14,533.9592,23.1076
429,21,1000.0454,31.6235
430,19,1152.0277,33.9415
431,14,1093.4898,33.0680
432,16,565.5273,23.7808
433,20,1303.5475,36.1047
434,13,761.2544,27.5908
435,10,1985.6900,44.5611
436,15,1961.7156,44.2913
437,17,640.1799,25.3018
438,17,602.9965,24.5560
439,20,1264.6275,35.5616
440,18,1430.8889,37.8271
441,12,607.2431,24.6423
442,16,821.4375,28.6607
443,13,825.2544,28.7272
444,11,874.5124,29.5722
445,12,802.8542,28.3347
446,12,640.7431,25.3129
447,12,1385.0208,37.2159
448,14,1338.2041,36.5815
449,12,1106.0208,33.2569
450,7,642.2857,25.3434
451,10,341.2100,18.4719
452,13,760.2485,27.5726
453,11,1176.6942,34.3030
454,15,487.2267,22.0732
455,5,888.1600,29.8020
456,5,1061.4400,32.5797
457,14,1438.9184,37.9331
458,7,337.6735,18.3759
459,8,1041.4844,32.2720
460,10,1626.2100,40.3263
461,13,1197.7633,34.6087
462,7,968.4082,31.1193
463,3,542.8889,23.3000
464,14,854.3878,29.2299
465,9,904.3210,30.0719
466,5,964.8000,31.0612
467,9,2365.7778,48.6393
468,8,1541.5000,39.2619
469,6,1791.5556,42.3268
470,7,1188.6939,34.4774
471,6,647.1389,25.4389
472,5,1014.1600,31.8459
473,4,741.5000,27.2305
474,6,929.2500,30.4836
475,4,126.1875,11.2333
476,5,418.9600,20.4685
477,3,293.5556,17.1335
478,4,176.2500,13.2759
479,8,2439.6094,49.3924
480,3,4902.0000,70.0143
481,5,331.3600,18.2033
482,6,1188.4722,34.4742
483,5,1157.7600,34.0259
484,3,180.6667,13.4412
485,3,508.2222,22.5438
486,7,2009.9184,44.8321
487,10,770.8400,27.7640
488,3,458.0000,21.4009
489,2,20.2500,4.5000
490,5,339.0400,18.4130
491,4,167.5000,12.9422
492,3,16.6667,4.0825
493,3,450.8889,21.2341
494,3,2672.2222,51.6935
495,7,1022.6939,31.9796
496,4,4694.7500,68.5182
497,5,282.4000,16.8048
498,3,686.0000,26.1916
499,3,810.6667,28.4722
500,0, , 
501,6,857.4722,29.2826
502,2,49.0000,7.0000
503,4,409.6875,20.2407
504,7,511.0612,22.6067
505,5,880.1600,29.6675
506,4,743.6875,27.2706
507,2,2162.2500,46.5000
508,4,633.6875,25.1732
509,1,0.0000,0.0000
510,3,940.2222,30.6630
511,5,778.5600,27.9027
512,283,1349.6696,36.7378

