Upara,Num_Pels,Variance,Deviation
102,118,288.8303,16.9950
103,103,303.6205,17.4247
104,127,581.0792,24.1056
105,142,459.8115,21.4432
106,99,308.3889,17.5610
107,100,554.0539,23.5383
108,101,350.6997,18.7270
109,115,354.9251,18.8395
110,76,163.9792,12.8054
111,94,188.9905,13.7474
112,63,340.2711,18.4464
113,67,240.6928,15.5143
114,70,704.3020,26.5387
115,101,313.6994,17.7116
116,82,162.8324,12.7606
117,67,292.3680,17.0988
118,94,185.6103,13.6239
119,103,161.0090,12.6889
120,105,385.2595,19.6280
121,92,373.1762,19.3178
122,94,377.8502,19.4384
123,80,624.7373,24.9947
124,100,592.6219,24.3438
125,85,482.3668,21.9629
126,71,298.0738,17.2648
127,94,428.1245,20.6912
128,94,453.3563,21.2922
129,84,247.9433,15.7462
130,103,632.7462,25.1544
131,56,634.6684,25.1926
132,85,318.4700,17.8457
133,75,489.7664,22.1307
134,70,335.5641,18.3184
135,76,692.8509,26.3221
136,65,300.0393,17.3216
137,81,414.6167,20.3621
138,81,543.6994,23.3174
139,56,427.1757,20.6682
140,53,385.3813,19.6311
141,55,587.4929,24.2383
142,60,640.0622,25.2995
143,59,247.1514,15.7210
144,60,444.8497,21.0915
145,57,334.4568,18.2882
146,54,373.4228,19.3242
147,56,336.0915,18.3328
148,60,479.7289,21.9027
149,69,257.6375,16.0511
150,55,807.0532,28.4087
151,48,448.3537,21.1744
152,54,406.3210,20.1574
153,67,752.8764,27.4386
154,67,524.5712,22.9035
155,49,457.6818,21.3935
156,56,617.6824,24.8532
157,51,403.1257,20.0780
158,54,1381.7425,37.1718
159,65,396.6462,19.9160
160,60,168.1031,12.9655
161,54,882.0000,29.6985
162,71,537.6806,23.1879
163,46,607.2174,24.6418
164,57,594.3496,24.3793
165,35,461.9298,21.4926
166,68,374.8824,19.3619
167,43,369.6290,19.2257
168,64,600.9958,24.5152
169,52,269.4985,16.4164
170,45,1360.2667,36.8818
171,42,552.0981,23.4968
172,36,385.8889,19.6441
173,58,1366.0419,36.9600
174,34,976.0657,31.2421
175,32,961.7725,31.0125
176,46,600.1285,24.4975
177,41,1295.5824,35.9942
178,50,434.1184,20.8355
179,58,467.8680,21.6303
180,45,803.1773,28.3404
181,54,542.6159,23.2941
182,46,702.9835,26.5138
183,40,468.1844,21.6376
184,49,587.8776,24.2462
185,34,379.1903,19.4728
186,38,596.2860,24.4190
187,35,733.5641,27.0844
188,30,446.3556,21.1271
189,24,611.5399,24.7293
190,36,1252.6319,35.3925
191,25,890.6464,29.8437
192,29,160.5779,12.6719
193,26,879.6331,29.6586
194,33,325.5978,18.0443
195,22,1005.2087,31.7050
196,26,1149.2367,33.9004
197,33,998.7677,31.6033
198,40,318.0275,17.8333
199,34,525.0138,22.9132
200,32,549.7725,23.4472
201,34,921.2431,30.3520
202,35,534.1763,23.1123
203,22,1124.1983,33.5291
204,24,745.8889,27.3110
205,31,859.9917,29.3256
206,28,715.1671,26.7426
207,27,1100.7929,33.1782
208,28,852.3610,29.1952
209,33,997.0707,31.5764
210,34,548.1453,23.4125
211,28,229.6671,15.1548
212,21,604.4671,24.5859
213,20,636.0275,25.2196
214,24,338.4149,18.3961
215,23,1130.0718,33.6165
216,29,938.3781,30.6330
217,16,324.1211,18.0034
218,26,600.0133,24.4952
219,20,34.4275,5.8675
220,29,809.7170,28.4555
221,32,689.9336,26.2666
222,22,1392.4215,37.3152
223,20,1316.6475,36.2856
224,20,2566.5475,50.6611
225,18,532.9167,23.0850
226,26,689.3787,26.2560
227,21,72.1814,8.4960
228,20,1138.6875,33.7444
229,15,920.1333,30.3337
230,23,761.7278,27.5994
231,20,434.6100,20.8473
232,21,455.5147,21.3428
233,21,970.6576,31.1554
234,14,634.3878,25.1871
235,14,1464.2041,38.2649
236,19,324.6704,18.0186
237,23,517.3422,22.7452
238,24,393.8264,19.8451
239,28,1166.2296,34.1501
240,16,486.2344,22.0507
241,17,395.9723,19.8991
242,18,292.0988,17.0909
243,9,112.4691,10.6051
244,16,1379.6523,37.1437
245,14,1150.2092,33.9147
246,14,379.9235,19.4916
247,9,28.6667,5.3541
248,20,949.4600,30.8133
249,14,431.3724,20.7695
250,14,436.6939,20.8972
251,14,625.2857,25.0057
252,18,647.3858,25.4438
253,11,96.1983,9.8081
254,11,901.5372,30.0256
255,13,470.5444,21.6920
256,21,920.0590,30.3325
257,18,731.2500,27.0416
258,20,277.3000,16.6523
259,17,485.1488,22.0261
260,9,1428.0247,37.7892
261,16,1175.9336,34.2919
262,13,527.6923,22.9716
263,17,496.8304,22.2897
264,14,331.0000,18.1934
265,11,159.4215,12.6262
266,17,384.4152,19.6065
267,14,433.9235,20.8308
268,12,482.1667,21.9583
269,15,1778.9067,42.1771
270,11,4469.7190,66.8560
271,8,31.7344,5.6333
272,17,182.2491,13.5000
273,16,833.6211,28.8725
274,7,1681.9592,41.0117
275,7,65.9184,8.1190
276,13,1476.6746,38.4275
277,24,902.7344,30.0455
278,13,765.6923,27.6711
279,12,322.7431,17.9651
280,11,2044.9091,45.2207
281,10,1135.6100,33.6988
282,14,576.3724,24.0078
283,10,1701.0400,41.2437
284,10,158.6900,12.5972
285,10,2709.5600,52.0534
286,8,449.2344,21.1951
287,14,1594.0255,39.9252
288,25,1634.5856,40.4300
289,5,1088.6400,32.9945
290,9,1870.6914,43.2515
291,9,15.7778,3.9721
292,12,509.1667,22.5647
293,19,1990.7202,44.6175
294,9,2032.0988,45.0788
295,11,279.3223,16.7129
296,9,586.8889,24.2258
297,10,275.2000,16.5892
298,9,1278.0988,35.7505
299,7,2324.2857,48.2108
300,10,633.0900,25.1613
301,10,336.2900,18.3382
302,9,657.5556,25.6428
303,13,1014.2367,31.8471
304,9,986.7654,31.4128
305,7,313.9592,17.7189
306,11,333.8678,18.2720
307,6,110.8889,10.5304
308,6,0.1389,0.3727
309,12,198.8056,14.0998
310,4,2584.0000,50.8331
311,8,610.3594,24.7055
312,11,1116.3636,33.4120
313,8,2067.1875,45.4663
314,7,1814.8163,42.6007
315,11,2321.2893,48.1798
316,5,27.0400,5.2000
317,8,0.2500,0.5000
318,9,1986.6173,44.5715
319,8,298.4375,17.2753
320,5,1137.0400,33.7200
321,6,820.8889,28.6512
322,7,568.8163,23.8499
323,4,1612.1875,40.1521
324,8,721.4844,26.8605
325,7,2.9796,1.7261
326,6,699.8056,26.4538
327,2,1.0000,1.0000
328,5,221.4400,14.8809
329,5,87.8400,9.3723
330,3,636.2222,25.2234
331,3,2713.5556,52.0918
332,1,0.0000,0.0000
333,10,582.6100,24.1373
334,7,1698.2857,41.2103
335,8,117.8594,10.8563
336,3,168.2222,12.9701
337,4,50.6875,7.1195
338,10,1608.4100,40.1050
339,3,0.2222,0.4714
340,5,0.6400,0.8000
341,9,859.1358,29.3110
342,10,2157.8100,46.4522
343,4,0.1875,0.4330
344,1,0.0000,0.0000
345,8,1035.6094,32.1809
346,7,975.2653,31.2292
347,4,1860.5000,43.1335
348,4,1313.1875,36.2379
349,6,2998.2222,54.7560
350,4,216.7500,14.7224
351,4,0.0000,0.0000
352,6,723.4722,26.8974
353,3,0.0000,0.0000
354,4,3779.6875,61.4792
355,9,2736.3951,52.3106
356,4,711.2500,26.6693
357,4,99.1875,9.9593
358,11,2072.4463,45.5241
359,7,3170.8163,56.3100
360,5,628.4000,25.0679
361,4,239.2500,15.4677
362,6,0.0000,0.0000
363,2,81.0000,9.0000
364,3,0.2222,0.4714
365,5,484.0000,22.0000
366,5,391.8400,19.7949
367,6,1743.2222,41.7519
368,1,0.0000,0.0000
369,4,0.0000,0.0000
370,2,676.0000,26.0000
371,6,1464.5556,38.2695
372,1,0.0000,0.0000
373,3,98.0000,9.8995
374,5,5.7600,2.4000
375,1,0.0000,0.0000
376,2,992.2500,31.5000
377,3,114.0000,10.6771
378,3,938.8889,30.6413
379,3,76.2222,8.7305
380,4,315.6875,17.7676
381,6,1558.8056,39.4817
382,8,1774.2344,42.1217
383,3,98.0000,9.8995
384,4,566.0000,23.7908
385,6,3907.9167,62.5133
386,0, , 
387,2,289.0000,17.0000
388,2,9.0000,3.0000
389,3,398.0000,19.9499
390,4,1978.5000,44.4803
391,1,0.0000,0.0000
392,1,0.0000,0.0000
393,4,2.1875,1.4790
394,1,0.0000,0.0000
395,4,0.7500,0.8660
396,3,242.0000,15.5563
397,2,0.0000,0.0000
398,1,0.0000,0.0000
399,2,784.0000,28.0000
400,2,3306.2500,57.5000
401,5,637.8400,25.2555
402,1,0.0000,0.0000
403,5,57.7600,7.6000
404,1,0.0000,0.0000
405,5,102.1600,10.1074
406,0, , 
407,2,0.0000,0.0000
408,1,0.0000,0.0000
409,2,30.2500,5.5000
410,3,2178.6667,46.6762
411,2,0.0000,0.0000
412,3,534.2222,23.1132
413,0, , 
414,5,13.0400,3.6111
415,2,0.2500,0.5000
416,2,441.0000,21.0000
417,4,330.7500,18.1865
418,1,0.0000,0.0000
419,3,32.0000,5.6569
420,3,0.2222,0.4714
421,1,0.0000,0.0000
422,4,6.7500,2.5981
423,2,0.2500,0.5000
424,1,0.0000,0.0000
425,1,0.0000,0.0000
426,1,0.0000,0.0000
427,3,5066.8889,71.1821
428,2,0.0000,0.0000
429,2,2.2500,1.5000
430,2,49.0000,7.0000
431,2,0.2500,0.5000
432,0, , 
433,1,0.0000,0.0000
434,2,12.2500,3.5000
435,3,0.0000,0.0000
436,0, , 
437,2,0.0000,0.0000
438,1,0.0000,0.0000
439,1,0.0000,0.0000
440,0, , 
441,1,0.0000,0.0000
442,1,0.0000,0.0000
443,2,784.0000,28.0000
444,0, , 
445,0, , 
446,1,0.0000,0.0000
447,3,288.0000,16.9706
448,1,0.0000,0.0000
449,5,2.4000,1.5492
450,2,930.2500,30.5000
451,3,0.2222,0.4714
452,1,0.0000,0.0000
453,4,3.2500,1.8028
454,2,812.2500,28.5000
455,2,0.0000,0.0000
456,2,900.0000,30.0000
457,1,0.0000,0.0000
458,2,72.2500,8.5000
459,0, , 
460,1,0.0000,0.0000
461,1,0.0000,0.0000
462,1,0.0000,0.0000
463,1,0.0000,0.0000
464,0, , 
465,2,156.2500,12.5000
466,2,0.0000,0.0000
467,1,0.0000,0.0000
468,2,1936.0000,44.0000
469,1,0.0000,0.0000
470,0, , 
471,0, , 
472,2,1122.2500,33.5000
473,0, , 
474,2,3422.2500,58.5000
475,3,13884.2222,117.8313
476,0, , 
477,0, , 
478,1,0.0000,0.0000
479,0, , 
480,0, , 
481,0, , 
482,1,0.0000,0.0000
483,1,0.0000,0.0000
484,1,0.0000,0.0000
485,2,0.2500,0.5000
486,1,0.0000,0.0000
487,0, , 
488,3,1800.0000,42.4264
489,0, , 
490,2,0.0000,0.0000
491,0, , 
492,0, , 
493,0, , 
494,1,0.0000,0.0000
495,0, , 
496,0, , 
497,1,0.0000,0.0000
498,0, , 
499,0, , 
500,4,697.6875,26.4138
501,1,0.0000,0.0000
502,0, , 
503,1,0.0000,0.0000
504,1,0.0000,0.0000
505,2,0.0000,0.0000
506,2,0.0000,0.0000
507,0, , 
508,2,1225.0000,35.0000
509,1,0.0000,0.0000
510,0, , 
511,0, , 
512,58,1389.3534,37.2740

