Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,
 ,50,64.378990,67.955397,69.911905,70.276719,69.220419,67.017950,64.007947,60.554588,57.014781,53.709515,50.894797,48.729084,47.243193,46.329339,45.764153,45.262664,44.543164,43.382270,41.650157,39.325522,36.493828,33.332961,30.090134,27.053249,24.518385,22.752483,21.950240,22.194102,23.438322,25.525518,28.216539,31.215501,34.192242,36.811216,38.770497,39.849714,39.964464,39.223736,37.980181,36.838581,36.541818,37.663855,40.257848,43.802477,47.479241,50.476995,52.161788,52.146502,50.317506,46.843068,42.168438,36.990670,
 ,55,63.867983,67.481664,69.387336,69.618651,68.362735,65.920078,62.659703,58.976202,55.253229,51.833560,48.990771,46.896986,45.590108,44.957914,44.757959,44.672831,44.379323,43.608252,42.183860,40.042523,37.234606,33.913685,30.316982,26.740293,23.508948,20.942005,19.302255,18.735124,19.233819,20.668795,22.847969,25.547529,28.511786,31.454182,34.076953,36.109069,37.356794,37.761775,37.460474,36.828468,36.464159,37.032861,38.953863,42.134151,46.004057,49.781370,52.717335,54.234228,53.988246,51.895918,48.139149,43.151112,
 ,60,63.142777,66.793496,68.661008,68.776577,67.337418,64.665582,61.159390,57.245096,53.335103,49.794778,46.913705,44.874363,43.718956,43.331057,43.453416,43.743622,43.845548,43.451901,42.346448,40.425826,37.704912,34.309983,30.463621,26.465061,22.667950,19.450598,17.158972,16.002629,15.961777,16.838637,18.419175,20.556319,23.132433,25.991876,28.911576,31.619740,33.846133,35.387457,36.178114,36.357187,36.309320,36.625849,37.914258,40.484214,44.140742,48.270291,52.095112,54.890279,56.107173,55.433604,52.818630,48.472750,
 ,65,62.187823,65.896929,67.763053,67.805528,66.222801,63.351731,59.616337,55.474247,51.368601,47.689575,44.743265,42.720998,41.667667,41.463716,41.842329,42.444664,42.891392,42.845905,42.058039,40.388411,37.817175,34.441379,30.465274,26.188430,21.995668,18.343798,15.705858,14.390101,14.299387,15.000279,16.097446,17.451029,19.132532,21.262713,23.852689,26.737083,29.615612,32.150963,34.073598,35.275675,35.887221,36.310837,37.155021,39.001921,42.080339,46.100566,50.385785,54.133905,56.624242,57.333605,55.992186,52.602890,
 ,70,60.994214,64.802578,66.726415,66.762646,65.100261,62.081567,58.149746,53.791018,49.480033,45.634549,42.579697,40.516632,39.493385,39.389731,39.935398,40.764259,41.483958,41.737886,41.249269,39.847463,37.479861,34.213510,30.231529,25.831375,21.433510,17.599640,14.992073,14.060884,14.549955,15.663566,16.724199,17.452725,17.951153,18.608743,19.901395,22.082163,24.996670,28.192657,31.155444,33.489351,35.030673,35.919273,36.614316,37.785723,40.021833,43.474818,47.739520,52.047680,55.554693,57.543098,57.529463,55.310683,
 ,75,59.560090,63.524737,65.584197,65.702380,64.047142,60.954932,56.878785,52.327681,47.806161,43.761578,40.541887,38.361735,37.275561,37.166889,37.768957,38.717577,39.617375,40.101089,39.873122,38.737257,36.611311,33.532753,29.661473,25.289927,20.876383,17.108150,14.877089,14.748223,16.208262,18.135163,19.657491,20.333023,20.093014,19.238753,18.466765,18.714230,20.572672,23.775204,27.506511,30.963930,33.615541,35.281138,36.170011,36.863520,38.147103,40.631662,44.363305,48.775272,52.977765,56.079234,57.381256,56.467549,
 ,80,57.890885,62.080479,64.366998,64.671415,63.128781,60.057457,55.909081,51.206759,46.480286,42.206514,38.759867,36.374071,35.116118,34.879964,35.410204,36.353592,37.321161,37.944030,37.915821,37.021279,35.153121,32.321021,28.660314,24.454632,20.197125,16.704817,15.087571,15.928225,18.430500,21.287306,23.546082,24.654283,24.370971,22.763621,20.293507,17.977931,17.347588,19.362545,23.297929,27.727148,31.570554,34.252397,35.669803,36.188260,36.590930,37.829217,40.518142,44.518927,49.032966,53.026859,55.577955,56.040467,
 ,85,55.999453,60.488788,63.100470,63.703937,62.390695,59.449067,55.317386,50.522538,45.612374,41.090458,37.359669,34.678603,33.134587,32.640347,32.960287,33.760712,34.667783,35.319622,35.407288,34.703906,33.083021,30.529996,27.155575,23.230312,19.274213,16.219585,15.337082,17.129535,20.583111,24.339686,27.429029,29.225554,29.359620,27.712508,24.474645,20.294198,16.613682,15.785001,18.828282,23.869742,28.879771,32.731631,34.962656,35.652407,35.413815,35.317765,36.515320,39.538533,43.914512,48.533562,52.227596,54.090366,
 ,90,53.906094,58.769815,61.803380,62.817943,61.852428,59.154480,55.137921,50.322931,45.267095,40.495964,36.440701,33.388998,31.455588,30.579873,30.553764,31.070726,31.779971,32.334938,32.432691,31.843217,30.428621,28.155763,25.113026,21.554707,18.016956,15.519295,15.410812,18.049024,22.304285,26.863160,30.774586,33.363927,34.161991,32.910245,29.606833,24.593789,18.779458,14.303012,14.634404,19.551275,25.580386,30.667258,33.923192,35.115839,34.589499,33.299344,32.707529,34.155717,37.865233,42.802255,47.513622,50.773431,
 ,95,51.638504,56.944286,60.486409,62.013281,61.504463,59.158328,55.354696,50.597786,45.447176,40.445448,36.050816,32.582480,30.187154,28.835604,28.351272,28.459202,28.837647,29.163112,29.147737,28.568306,27.285663,25.257342,22.555499,19.418523,16.389131,14.538000,15.195608,18.535537,23.415542,28.636013,33.293981,36.686661,38.265848,37.659265,34.720015,29.589452,22.805830,15.678884,11.726056,15.026561,21.757814,28.058067,32.466351,34.436560,34.015534,31.881329,29.462852,28.768554,31.172956,36.081805,41.694432,46.346464,
 ,100,49.231640,55.033114,59.151880,61.271854,61.309076,59.406497,55.902647,51.278469,46.089431,40.891445,36.169252,32.275854,29.392964,27.523531,26.520255,26.136969,26.081235,26.057332,25.800965,25.107005,23.848378,21.987511,19.593115,16.895472,14.439963,13.304853,14.686548,18.556656,23.859593,29.563258,34.839068,38.976963,41.367958,41.543257,39.233956,34.432048,27.455567,19.096341,11.434855,10.749736,17.539815,24.949447,30.553528,33.495425,33.543679,31.045440,27.101480,23.881002,24.178073,28.656823,35.110588,41.180326,
 ,105,46.727492,53.057221,57.794475,60.560017,61.205018,59.813381,56.677279,52.249001,47.075504,41.723908,36.706567,32.414370,29.068680,26.705340,25.199713,24.322513,23.799711,23.358634,22.761255,21.829868,20.464749,18.653708,16.485536,14.204051,12.363061,11.985513,13.994548,18.180573,23.671606,29.641871,35.359299,40.126803,43.292481,44.305805,42.789491,38.607768,31.922870,23.259053,13.767186,7.727947,13.093034,21.426931,28.192672,32.211426,33.017054,30.655701,25.790605,20.122182,17.323647,20.839766,28.215488,35.787512,
 ,110,44.174693,51.037581,56.402880,59.832785,61.114980,60.273008,57.549530,53.364296,48.252441,42.791001,37.522016,32.880318,29.135427,26.362027,24.454822,23.186377,22.279655,21.465687,20.520934,19.292852,17.717604,15.829628,13.772215,11.842835,10.613119,10.941503,13.357759,17.570690,22.968635,28.947092,34.884309,40.113751,43.957821,45.798663,45.161663,41.793787,35.724866,27.310561,17.305272,7.627893,8.635951,17.608182,25.434657,30.548299,32.301103,30.505945,25.456378,18.120600,11.384483,12.980536,21.672112,30.861795,
 ,115,41.627864,48.995430,54.962160,59.039153,60.954287,60.671302,58.381618,54.469454,49.455131,43.924067,38.449630,33.517015,29.455347,26.390973,24.243958,22.780821,21.700693,20.712061,19.581273,18.161830,16.415108,14.424869,12.409681,10.747484,9.995434,10.725633,13.126667,16.980085,21.946606,27.628125,33.517233,38.991463,43.363053,45.960870,46.223712,43.788672,38.561580,30.761341,20.944258,10.135283,4.573504,13.634736,22.367740,28.514883,31.302559,30.380551,25.808294,18.070929,8.255914,5.656657,16.591426,27.271792,
 ,120,39.146484,46.952607,53.456579,58.127758,60.639396,60.897248,59.040667,55.415746,50.524713,44.958796,39.322638,34.156590,29.860887,26.630120,24.423380,23.002407,22.029887,21.171486,20.161210,18.836090,17.159072,15.236748,13.328474,11.833657,11.212199,11.795734,13.656416,16.720318,20.874415,25.907623,31.433257,36.886107,41.582175,44.810056,45.932594,44.484023,40.250170,33.321431,24.112933,13.366376,2.812554,9.666855,19.111914,26.161650,29.977134,30.100959,26.470700,19.444328,9.873494,3.837773,14.620335,25.815194,
 ,125,36.792978,44.931915,51.872575,57.052197,60.095157,60.851694,59.408739,56.071720,51.320912,45.749382,39.990686,34.642154,30.184097,26.895320,24.789005,23.625406,23.021257,22.584617,22.001419,21.073735,19.739920,18.088694,16.358436,14.899749,14.075270,14.121885,15.112120,17.074056,20.067061,24.078656,28.881242,33.996557,38.762183,42.438755,44.323000,43.853312,40.698816,34.822538,26.510390,16.361487,5.251420,5.898813,15.815854,23.575429,28.329345,29.548780,27.110893,21.413202,13.800335,9.589117,16.333544,26.657435,
 ,130,34.629628,42.957395,50.201573,55.775566,59.260418,60.453539,59.389304,56.329836,51.728985,46.176299,40.329515,34.841385,30.277419,27.013293,25.128186,24.380149,24.328398,24.511377,24.556764,24.218523,23.389687,22.111708,20.570981,19.061653,17.899103,17.308360,17.381136,18.170878,19.814335,22.485059,26.185255,30.598553,35.124763,39.013756,41.505137,41.947660,39.897047,35.188669,27.978313,18.745913,8.270573,2.762013,12.662143,20.874122,26.407838,28.670560,27.498148,23.338849,17.787398,15.158727,20.037946,29.117207,
 ,135,32.713958,41.054363,48.442427,54.274009,58.091943,59.643616,58.910865,56.109811,51.662897,46.149654,40.245215,34.653016,30.024909,26.842151,25.257430,25.020886,25.621969,26.523709,27.294723,27.637627,27.391300,26.537835,25.203981,23.635688,22.130315,20.937048,20.186115,19.927984,20.271114,21.460223,23.734698,27.052749,30.973929,34.779810,37.665658,38.895181,37.913026,34.426498,28.457579,20.363957,10.858006,2.505565,9.892519,18.203496,24.298747,27.472367,27.508714,24.859259,21.125710,19.787919,24.024987,32.197398,
 ,140,31.092571,39.249051,46.603307,52.539270,56.566898,58.386784,57.928579,55.359786,51.066174,45.609943,39.675250,34.008862,29.346669,26.280837,25.041152,25.360007,26.646714,28.291856,29.814281,30.871177,31.247259,30.861540,29.777947,28.195674,26.401150,24.680470,23.226274,22.111729,21.383488,21.213574,21.933567,23.808571,26.713198,30.072374,33.074605,34.904495,34.895247,32.624508,27.976471,21.178892,12.855811,4.844335,7.862188,15.738318,22.119030,26.010085,27.109157,25.813421,23.599641,23.320723,27.431080,35.081542,
 ,145,29.794127,37.567699,44.702911,50.580332,54.684223,56.672788,56.424579,54.056198,49.911435,44.527380,38.587783,32.873458,28.199485,25.271966,24.397944,25.277739,27.232497,29.591849,31.842351,33.608033,34.624466,34.747026,33.973057,32.449787,30.447149,28.286398,26.238174,24.442096,22.922776,21.725208,21.074533,21.368114,22.868721,25.347662,28.105962,30.277059,31.080426,29.958509,26.652285,21.251681,14.271933,7.232650,7.025376,13.687918,20.011416,24.378705,26.335711,26.170114,25.168981,25.715166,29.867623,37.233911,
 ,150,28.823160,36.034996,42.770869,48.424299,52.465249,54.516357,54.407523,52.202881,48.199177,42.900484,36.980134,31.242563,26.575778,23.801956,23.301724,24.721918,27.288910,30.290793,33.206044,35.642581,37.295341,37.957474,37.555564,36.176124,34.060235,31.552663,29.004817,26.659666,24.588388,22.752400,21.181141,20.138210,20.072036,21.231063,23.285205,25.439112,26.814032,26.705991,24.701791,20.743444,15.218290,9.387327,7.561674,12.294395,18.141819,22.702526,25.275260,25.982987,25.887053,27.004058,31.176576,38.341309,
 ,155,28.156962,34.671870,40.847210,46.116583,49.953844,51.956915,51.911799,49.829818,45.956200,40.754264,34.876830,29.141200,24.502145,21.901051,21.782647,23.706546,26.798690,30.333659,33.812452,36.848208,39.106899,40.322841,40.348181,39.198642,37.070627,34.313987,31.351306,28.549874,26.093028,23.945037,21.975415,20.183603,18.863941,18.510925,19.362170,21.007478,22.594111,23.274144,22.459271,19.924402,15.902718,11.385436,9.107847,11.788244,16.697126,21.127514,24.049027,25.361591,25.870821,27.285549,31.336235,38.251823,
 ,160,27.747191,33.492805,38.980660,43.720406,47.216301,49.058254,48.996711,46.991855,43.233938,38.138312,32.327555,26.621738,22.038553,19.645510,19.930979,22.312919,25.814535,29.736007,33.637985,37.164419,39.967153,41.727239,42.219837,41.379816,39.341588,36.437287,33.140736,29.947064,27.201781,24.962215,23.024239,21.141968,19.294032,17.819172,17.260922,17.851933,19.131508,20.235332,20.390674,19.170062,16.608572,13.390430,11.244882,12.285644,15.874459,19.816126,22.799275,24.449935,25.283004,26.716743,30.424161,36.936333,
 ,165,27.526066,32.503092,37.225494,41.315343,44.341012,45.908418,45.746033,43.767733,40.107042,35.125085,29.405369,23.762630,19.279697,17.165136,17.906479,20.694353,24.459744,28.581875,32.724262,36.591555,39.839773,42.104564,43.082925,42.619498,40.769161,37.821049,34.272295,30.732955,27.741726,25.530229,23.910129,22.448535,20.811852,19.021992,17.506734,16.859436,17.288461,18.296223,19.051719,18.904044,17.632635,15.578861,13.784609,13.730076,15.848523,18.942274,21.679586,23.408702,24.315790,25.506086,28.600633,34.466408,
 ,170,27.415180,31.696581,35.636729,38.994362,41.437668,42.619928,42.268255,40.259878,36.672660,31.808871,26.205822,20.668996,16.361708,14.661235,15.953349,19.081762,22.930730,27.025397,31.178440,35.189810,38.742499,41.437269,42.893056,42.855696,41.283449,38.396195,34.680783,30.834572,27.600520,25.455936,24.313250,23.595471,22.678993,21.276645,19.569406,18.127116,17.568264,18.009580,18.893118,19.449895,19.183130,18.080023,16.681396,15.969462,16.721732,18.679954,20.848916,22.400540,23.172768,23.902570,26.101034,31.002552,
 ,175,27.334314,31.054549,34.263644,36.858424,38.635137,39.330094,38.697784,36.595490,33.051083,28.306256,22.848138,17.477552,13.480834,12.438507,14.406658,17.776623,21.494306,25.293387,29.177039,33.081503,36.747687,39.756223,41.649214,42.065400,40.849873,38.127093,34.336588,30.222673,26.722599,24.622306,24.024028,24.230245,24.321006,23.722351,22.387863,20.754165,19.540921,19.307148,19.967229,20.862123,21.297167,20.935063,19.923499,18.857251,18.496885,19.178765,20.467515,21.579870,22.048627,22.178652,23.233748,26.792475,
 ,180,27.208353,30.546067,33.142252,35.007527,36.076256,36.200218,35.196842,32.929348,29.388640,24.759348,19.480629,14.371060,10.934422,10.922501,13.637226,17.099053,20.461621,23.680882,26.971612,30.457115,33.985170,37.141181,39.393508,40.264632,39.469669,37.012065,33.245561,28.910608,25.105720,22.980012,22.932138,24.153057,25.392001,25.799469,25.138421,23.720037,22.255478,21.532241,21.882109,22.905629,23.840365,24.089397,23.476590,22.278266,21.098883,20.531551,20.689250,21.089135,21.109303,20.601828,20.379837,22.187288,
 ,185,26.971670,30.129908,32.288106,33.527711,33.906763,33.410711,31.956255,29.447933,25.863474,21.343405,16.293779,11.610490,9.168906,10.529993,13.874865,17.266365,20.113672,22.520584,24.889440,27.585822,30.649363,33.722682,36.210481,37.507366,37.179259,35.083066,31.448544,26.953663,22.798779,20.539134,21.014253,23.294809,25.733564,27.217281,27.355985,26.361711,24.918503,23.940270,24.070326,25.194150,26.571851,27.411751,27.263563,26.128725,24.414950,22.754670,21.644478,21.060782,20.479289,19.391483,17.977258,17.697887,
 ,190,26.570273,29.757601,31.691415,32.475463,32.255852,31.146725,29.189894,26.371423,22.692726,18.278996,13.542812,9.577799,8.662204,11.323350,15.034026,18.270684,20.587279,22.102233,23.308695,24.827212,27.014357,29.688009,32.226704,33.883286,34.048361,32.404536,29.020740,24.449535,19.902456,17.361482,18.328056,21.705464,25.337588,27.877716,28.828715,28.330305,27.044517,25.978108,26.023593,27.330792,29.213736,30.722572,31.164429,30.293960,28.316774,25.793536,23.415619,21.618793,20.244127,18.671178,16.440505,14.116456,
 ,195,25.962394,29.377022,31.316216,31.863847,31.209506,29.568624,27.112658,23.943003,20.131769,15.839212,11.560392,8.712111,9.453537,12.920988,16.783379,19.888672,21.805730,22.556008,22.574371,22.624018,23.460687,25.297531,27.612914,29.514638,30.176848,29.071701,26.071597,21.541707,16.577505,13.553412,15.020084,19.561159,24.330817,27.832367,29.521172,29.488566,28.382571,27.298654,27.362606,28.974224,31.495283,33.820031,35.025714,34.637333,32.662897,29.541914,26.018200,22.870598,20.469174,18.448212,15.975955,12.513369,
 ,200,25.118158,28.935938,31.104111,31.656335,30.785292,28.769534,25.892618,22.386727,18.440138,14.314407,10.671553,9.136703,11.033196,14.843637,18.755252,21.808790,23.526432,23.788029,22.856956,21.422742,20.502827,20.924807,22.595060,24.553031,25.690482,25.209094,22.746854,18.429559,13.075947,9.260476,11.375879,17.197183,22.974748,27.264085,29.539492,29.857660,28.853751,27.718110,27.830979,29.855364,33.175466,36.500361,38.673248,38.999201,37.294802,33.857996,29.397864,24.886668,21.222146,18.648977,16.431266,13.375349,
 ,205,24.018804,28.385051,30.981417,31.771946,30.922546,28.739097,25.588186,21.827063,17.787233,13.882122,10.940701,10.437963,12.860535,16.741704,20.659492,23.741532,25.451987,25.535869,24.059143,21.483327,18.743617,17.137767,17.493865,19.178823,20.735875,20.971392,19.236261,15.391775,9.841931,4.679413,8.034759,15.162696,21.663995,26.474304,29.115260,29.597251,28.526452,27.190782,27.279600,29.777432,34.054547,38.573410,41.925447,43.202123,42.035126,38.572629,33.440384,27.677884,22.579368,19.193841,17.407370,15.811415,
 ,210,22.655744,27.680381,30.867636,32.099783,31.495628,29.360303,26.113408,22.216486,18.141989,14.454934,12.053748,12.080980,14.602781,18.400960,22.296399,25.461944,27.312841,27.485037,25.876665,22.709070,18.611346,14.764374,12.856414,13.613697,15.475509,16.552592,15.794209,12.824697,7.748884,1.081738,6.592847,14.195554,20.880748,25.851024,28.585447,28.996174,27.615624,25.808872,25.659885,28.613274,33.981238,39.875028,44.605944,47.059346,46.690096,43.493593,37.985060,31.184414,24.605744,20.061284,18.515313,18.648728,
 ,215,21.029606,26.784954,30.683235,32.516866,32.343198,30.444864,27.267098,23.347241,19.272085,15.718842,13.575105,13.715528,16.085210,19.699612,23.540076,26.813073,28.899965,29.354219,27.945926,24.713139,20.006768,14.565489,9.801911,8.209698,10.086489,12.224056,12.782616,11.239744,7.898522,5.085883,8.448908,14.847654,21.044198,25.785670,28.341947,28.449231,26.489543,23.827554,23.031168,26.303084,32.858179,40.277438,46.555244,50.384767,51.055526,48.409966,42.836137,35.279735,27.320058,21.305286,19.522371,21.191576,
 ,220,19.149349,25.669921,30.355600,32.903399,33.298368,31.782834,28.803126,24.942338,20.866937,17.326161,15.180428,15.160221,17.224683,20.578555,24.322971,27.698753,30.069491,30.928808,29.950079,27.040872,22.376703,16.406966,9.866292,4.227065,4.795773,8.478206,10.710829,11.024957,9.997210,9.548376,12.054844,16.969220,22.291120,26.534683,28.729617,28.387506,25.652440,21.715682,19.595733,22.852495,30.646990,39.698451,47.641353,53.003324,54.925131,53.098319,47.772144,39.783485,30.668928,23.022014,20.372194,23.117060,
 ,225,17.031514,24.315213,29.822946,33.152813,34.209407,33.179926,30.490408,26.742579,22.652063,19.015311,16.682217,16.332924,17.994301,21.025510,24.626106,28.076468,30.738479,32.065324,31.655731,29.318025,25.114770,19.372486,12.653049,5.711823,1.573410,6.425453,10.076861,12.032635,12.799837,13.640493,15.952317,19.901596,24.398633,28.102670,29.916918,29.144980,25.642932,20.195155,15.809251,18.331169,27.374576,38.110429,47.769470,54.761196,58.100112,57.330821,52.554757,44.476195,34.522545,25.286788,21.154789,24.317024,
 ,230,14.699751,22.709888,29.036492,33.176874,34.949583,34.474791,32.140378,28.544221,24.427736,20.621353,17.985681,17.208622,18.406112,21.066433,24.473179,27.952199,30.879660,32.686373,32.913281,31.285974,27.776333,22.636244,16.412767,10.044603,5.749877,7.235099,10.859624,13.690886,15.552711,17.183321,19.548126,22.998770,26.935418,30.248838,31.824521,30.817227,26.819276,20.099563,12.684816,12.875813,23.145771,35.550711,46.891049,55.535498,60.399181,60.884755,56.938250,49.113074,38.687861,28.097189,22.054375,24.825177,
 ,235,12.184957,20.852264,27.961421,32.907379,35.419573,35.542160,33.610472,30.200415,26.061349,22.049355,19.051441,17.797510,18.501366,20.759897,23.926474,27.376623,30.516912,32.774287,33.647302,32.789167,30.085804,25.711358,20.170381,14.399233,10.145299,9.786250,12.456898,15.467659,17.909548,20.047959,22.551755,25.798830,29.451263,32.600589,34.169192,33.224350,29.169405,21.884040,12.062642,6.738220,18.181244,32.137363,45.012911,55.243317,61.668476,63.552738,60.679762,53.436735,42.928436,31.350845,23.273305,24.785350,
 ,240,9.527295,18.749974,26.577066,32.295972,35.546165,36.289588,34.797746,31.609891,27.468824,23.249005,19.872760,18.132260,18.343238,20.191967,23.082923,26.441551,29.721132,32.365212,33.846573,33.755632,31.893095,28.343109,23.529067,18.291824,14.057267,12.648031,14.258879,17.029106,19.701218,22.146566,24.792830,27.995144,31.570817,34.770735,36.573951,36.003249,32.343078,25.270843,14.925424,2.121630,12.965421,28.099275,42.207900,53.850258,61.790957,65.153044,63.550117,57.189443,46.983917,34.858839,24.942989,24.428933,
 ,245,6.785439,16.420125,24.876668,31.313096,35.279710,36.652572,35.630814,32.704975,28.598743,24.197257,20.461670,18.258888,18.009541,19.469693,22.068579,25.275160,28.605396,31.543133,33.555241,34.181063,33.138426,30.412663,26.322536,21.582672,17.385050,15.261791,15.897531,18.195637,20.850522,23.436610,26.177636,29.394808,33.015542,36.424393,38.663591,38.735383,35.844934,29.563966,19.949521,7.944695,8.909093,23.840385,38.630116,51.379122,60.695169,65.539509,65.344700,60.125149,50.587149,38.376073,27.060146,24.040519,
 ,250,4.087197,13.889969,22.866947,29.946674,34.591467,36.590062,36.063077,33.442413,29.421346,24.887268,20.839824,18.228912,17.584101,18.711336,21.029058,24.033672,27.317582,30.432424,32.863963,34.116070,33.829543,31.887532,28.492802,24.225269,20.090409,17.431629,17.189930,18.887966,21.344734,23.926417,26.680946,29.898161,33.602793,37.305645,40.117549,41.032633,39.191561,34.079375,25.704250,15.089255,9.331975,20.065704,34.540349,47.920170,58.363556,64.610705,65.893897,62.021191,53.479149,41.631931,29.481231,23.895955,
