Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,
 ,55,64.183436,65.946389,66.770678,66.650671,65.633148,63.812947,61.325458,58.336488,55.030217,51.596072,48.215378,45.048685,42.224651,39.831401,37.911287,36.459794,35.428833,34.733900,34.263952,33.892686,33.490206,32.934372,32.121325,30.974570,29.452024,27.550401,25.306508,22.795196,20.123940,17.424169,14.839540,12.511500,10.563427,9.087926,8.147150,7.791805,8.075754,9.028267,10.606859,12.690684,15.108896,17.667894,20.168607,22.419202,24.246626,25.507378,26.096805,25.956058,25.076053,23.498052,21.310795,18.644412,
 ,60,63.085539,65.044165,66.062603,66.128893,65.283811,63.616916,61.259405,58.374312,55.144742,51.760957,48.407179,45.248924,42.421695,40.021802,38.100223,36.660316,35.659993,35.018170,34.624559,34.351354,34.065501,33.640616,32.967895,31.965483,30.585731,28.819796,26.699152,24.293741,21.706691,19.065659,16.510994,14.181187,12.197215,10.650511,9.603290,9.105983,9.213889,9.968614,11.350773,13.258775,15.529654,17.970057,20.378376,22.559585,24.337260,25.564322,26.132315,25.978476,25.089950,23.504727,21.309231,18.632816,
 ,65,61.680737,63.820201,65.021113,65.265607,64.588714,63.074788,60.850736,58.076534,54.933745,51.612849,48.300232,45.165631,42.350758,39.959771,38.052335,36.640179,35.687976,35.118839,34.823768,34.673614,34.531954,34.267641,33.766214,32.939638,31.733821,30.133463,28.163800,25.888963,23.406878,20.840736,18.327294,16.002657,13.987349,12.375077,11.232240,10.611614,10.567148,11.142842,12.333205,14.055427,16.159404,18.456715,20.745938,22.830200,24.530364,25.696148,26.215540,26.022037,25.099110,23.481494,21.253216,18.542665,
 ,70,59.984301,62.285266,63.652440,64.062561,63.545248,62.179811,60.088833,57.429008,54.379939,51.131718,47.872144,44.774354,41.985525,39.617146,37.737462,36.366905,35.477577,34.997526,34.819608,34.813565,34.839491,34.761070,34.457594,33.834122,32.829340,31.420678,29.626313,27.503789,25.145154,22.668703,20.207646,17.896499,15.857076,14.187880,12.962312,12.237992,12.067832,12.493135,13.513392,15.059209,16.994127,19.138110,21.293049,23.262270,24.865137,25.948863,26.398273,26.143307,25.163761,23.490914,21.205943,18.435474,
 ,75,58.026292,60.465043,61.977734,62.536294,62.165340,60.939376,58.976714,56.430623,53.478403,50.309210,47.111530,44.061061,41.309607,38.975339,37.134789,35.817241,35.002735,34.624903,34.578983,34.733866,34.946119,35.073983,34.990049,34.591923,33.810456,32.615168,31.016550,29.064983,26.846206,24.473436,22.076563,19.789279,17.735952,16.021394,14.727584,13.918772,13.648343,13.953588,14.833338,16.225359,18.004283,19.999431,22.018214,23.866169,25.362602,26.353154,26.720040,26.389895,25.338835,23.594397,21.234262,18.382095,
 ,80,55.851154,58.399880,60.033002,60.718268,60.475772,59.375519,57.531695,55.094103,52.237497,49.149653,46.019089,43.023256,40.317717,38.026571,36.234172,34.978610,34.248176,33.982566,34.079812,34.408172,34.820691,35.170000,35.321720,35.165665,34.624467,33.659335,32.272683,30.507398,28.442699,26.186730,23.866346,21.614999,19.560355,17.814233,16.467809,15.592991,15.245248,15.458521,16.228528,17.495494,19.141491,21.004160,22.897196,24.629694,26.022148,26.919563,27.202163,26.793609,25.666401,23.844111,21.400337,18.454635,
 ,85,53.516904,56.144161,57.868679,58.654665,58.518198,57.525161,55.785834,53.446625,50.679631,47.670932,44.608560,41.670997,39.016735,36.774990,35.037342,33.850431,33.210874,33.064665,33.312851,33.823156,34.445107,35.025677,35.423445,35.520336,35.230645,34.507138,33.344018,31.776584,29.877523,27.750029,25.518195,23.315601,21.273528,19.510890,18.128024,17.204872,16.800253,16.946125,17.634721,18.806101,20.346667,22.100523,23.887306,25.520186,26.821631,27.636749,27.844327,27.365411,26.169043,24.274790,21.751906,18.715235,
 ,90,51.093764,53.765159,55.548740,56.405776,56.348830,55.440065,53.786156,51.530285,48.841925,45.905320,42.907668,40.027934,37.426809,35.237839,33.559146,32.445460,31.901510,31.879495,32.283392,32.980305,33.816205,34.632472,35.280780,35.635346,35.602302,35.126113,34.192898,32.830495,31.105219,29.115514,26.982950,24.841423,22.825824,21.061852,19.658530,18.703708,18.260337,18.359780,18.991452,20.094289,21.557046,23.228591,24.933676,26.489484,27.720791,28.473244,28.624603,28.093615,26.846090,24.897755,22.313669,19.204208,
 ,95,48.661985,51.341175,53.149184,54.044840,54.037644,53.186429,51.594601,49.402384,46.776800,43.900306,40.959158,38.132481,35.582643,33.446842,31.829026,30.791377,30.346166,30.451270,31.013085,31.897733,32.947536,33.998465,34.895685,35.506177,35.728383,35.498896,34.796124,33.640770,32.093078,30.247017,28.221844,26.151832,24.175278,22.424118,21.015303,20.044098,19.577889,19.648532,20.243652,21.301120,22.711163,24.326298,25.975629,27.480057,28.666702,29.381944,29.502746,28.945776,27.673826,25.699044,23.082739,19.931695,
 ,100,46.308471,48.958602,50.755554,51.656055,51.666884,50.843887,49.287533,47.135414,44.552403,41.719426,38.821948,36.039244,33.535137,31.450017,29.893002,28.932897,28.588531,28.822331,29.542059,30.612160,31.871162,33.150001,34.288018,35.145767,35.614777,35.624466,35.146124,34.193823,32.822160,31.120962,29.207384,27.216081,25.288448,23.561994,22.160695,21.186479,20.711053,20.767437,21.342433,22.373408,23.751967,25.333817,26.951976,28.430821,29.599755,30.305935,30.425607,29.873453,28.609363,26.642118,24.029710,20.876280,
 ,105,44.121725,46.707471,48.459078,49.331317,49.328438,48.503544,46.954450,44.816454,42.252678,39.442952,36.572384,33.820764,31.353535,29.314165,27.816417,26.934705,26.692872,27.056010,27.931515,29.181131,30.639511,32.133223,33.496853,34.585679,35.285397,35.519173,35.251958,34.491836,33.288276,31.727360,29.924367,28.014335,26.141443,24.448092,23.064345,22.097883,21.624286,21.677963,22.245589,23.264710,24.628670,26.196438,27.804899,29.281867,30.459017,31.184281,31.333172,30.818352,29.596776,27.673876,25.104493,21.990617,
 ,110,42.184793,44.675087,46.350966,47.165197,47.119542,46.264462,44.695318,42.545411,39.976539,37.168011,34.305278,31.569384,29.128044,27.128101,25.687632,24.885381,24.747907,25.240116,26.266602,27.685232,29.327003,31.015274,32.581397,33.876882,34.782908,35.217487,35.140123,34.553639,33.502956,32.070847,30.370986,28.538833,26.721093,25.064466,23.704218,22.752833,22.289060,22.348513,22.918051,23.935958,25.297852,26.866378,28.482588,29.977935,31.186482,31.956966,32.164114,31.718433,30.573752,28.731929,26.244439,23.210933,
 ,115,40.566375,42.937699,44.514626,45.247745,45.136228,44.227882,42.615685,40.431159,37.835180,35.007171,32.133814,29.398496,26.972296,25.006158,23.622239,22.901846,22.870910,23.490217,24.658660,26.229370,28.030627,29.884443,31.620956,33.089697,34.168779,34.772209,34.854958,34.415319,33.494254,32.171683,30.559974,28.795124,27.026228,25.403855,24.067759,23.134340,22.684678,22.755049,23.332384,24.355965,25.724186,27.303940,28.940978,30.470813,31.730170,32.568698,32.860285,32.513096,31.477518,29.751404,27.382294,24.466723,
 ,120,39.311319,41.551040,43.016275,43.655233,43.464341,42.488641,40.818715,38.584423,35.946056,33.083773,30.186460,27.441137,25.023622,23.089854,21.765555,21.131855,21.209346,21.949920,23.244190,24.940841,26.867604,28.847830,30.712849,32.312087,33.522000,34.253641,34.458259,34.130268,33.307196,32.066535,30.519673,28.803336,27.069042,25.471045,24.153158,23.235012,22.799183,22.881800,23.469319,24.501896,25.880981,27.478279,29.144892,30.720973,32.046313,32.971675,33.370098,33.147199,32.249539,30.670400,28.452597,25.688417,
 ,125,38.432832,40.541632,41.895456,42.440009,42.168831,41.124081,39.393888,37.106529,34.421986,31.521738,28.597818,25.842150,23.436549,21.542382,20.287318,19.747882,19.933281,20.781950,22.175387,23.960217,25.967214,28.024357,29.966618,31.645012,32.935479,33.746924,34.027476,33.768146,33.003436,31.808757,30.294822,28.599352,26.876503,25.284356,23.970761,23.058296,22.630381,22.722061,23.318377,24.359761,25.750659,27.367991,29.068855,30.698698,32.100883,33.127563,33.650973,33.573996,32.838974,31.433997,29.396282,26.812622,
 ,130,37.909188,39.901563,41.158048,41.621826,41.283481,40.182214,38.403681,36.074667,33.355131,30.428412,27.490512,24.739203,22.362830,20.527214,19.358242,18.921451,19.208462,20.141883,21.596342,23.420946,25.453895,27.531001,29.492930,31.193528,32.508981,33.346548,33.651593,33.412007,32.659503,31.467635,29.946675,28.235628,26.491674,24.877220,23.544690,22.619942,22.187054,22.279139,22.878574,23.924968,25.325237,26.961619,28.697725,30.384930,31.870706,33.008929,33.671119,33.757283,33.205170,31.997089,30.163806,27.785439,
 ,135,37.686620,39.588923,40.774350,41.183598,40.804262,39.672553,37.871671,35.527029,32.798833,29.872719,26.949168,24.232017,21.915284,20.166156,19.102892,18.773287,19.147667,20.134316,21.605817,23.418748,25.422373,27.462581,29.387046,31.053219,32.337999,33.147296,33.423906,33.152731,32.362782,31.125827,29.551793,27.781181,25.974653,24.299759,22.914678,21.949779,21.490473,21.567533,22.159309,23.202997,24.606884,26.258187,28.027283,29.771985,31.344373,32.600376,33.410914,33.673010,33.319509,32.326416,30.717297,28.564581,
 ,140,37.687791,39.534227,40.683417,41.073534,40.689103,39.563256,37.776682,35.453441,32.754070,29.866578,26.995747,24.350538,22.128121,20.492389,19.548206,19.321980,19.763894,20.772594,22.223287,23.982883,25.913055,27.870458,29.710267,31.293971,32.499570,33.231921,33.431462,33.080200,32.204441,30.874070,29.198558,27.319879,25.402472,23.619956,22.138018,21.093894,20.576374,20.614529,21.181582,22.210318,23.608648,25.267846,27.064888,28.864289,30.523093,31.899547,32.864069,33.310619,33.166885,32.402141,31.032153,29.120869,
 ,145,37.823165,39.650855,40.802424,41.213296,40.864650,39.786252,38.055998,35.796288,33.167616,30.359744,27.580588,25.042048,22.940925,21.433615,20.609073,20.474092,20.964168,21.973530,23.382211,25.067013,26.900693,28.749650,30.476191,31.945963,33.038431,33.657809,33.742488,33.271753,32.269167,30.802513,28.980400,26.945831,24.866818,22.923579,21.291187,20.117153,19.497608,19.462471,19.979753,20.975743,22.355542,24.012804,25.830359,27.679274,29.421653,30.918175,32.038781,32.674284,32.747012,32.219199,31.098375,29.439449,
 ,150,38.002116,39.846466,41.038225,41.509565,41.237778,40.248677,38.616707,36.461844,33.943541,31.251917,28.595977,26.187747,24.220542,22.841482,22.125466,22.065626,22.589688,23.591388,24.955404,26.565734,28.303062,30.041156,31.648171,32.993538,33.958344,34.446540,34.394856,33.780080,32.623038,30.989086,28.985314,26.754782,24.468005,22.311234,20.469940,19.105546,18.327454,18.172014,18.604251,19.542550,20.886238,22.528771,24.357273,26.248617,28.069651,29.683328,30.958997,31.784192,32.075723,31.788576,30.921790,29.520921,
 ,155,38.141596,40.032762,41.298093,41.865745,41.708287,40.846669,39.350858,37.337191,34.962567,32.415538,29.903820,27.637039,25.803361,24.541564,23.917202,23.916906,24.466764,25.462522,26.792380,28.344316,30.003294,31.647428,33.148737,34.379442,35.221981,35.580179,35.389383,34.624120,33.302499,31.487153,29.282882,26.831448,24.303920,21.890406,19.785571,18.166686,17.163014,16.826497,17.125660,17.971872,19.255825,20.867267,22.694997,24.620090,26.513202,28.239008,29.665916,30.677964,31.186304,31.138577,30.525244,29.382428,
 ,160,38.171678,40.132348,41.497878,42.191406,42.179710,41.477711,40.149600,38.306570,36.101202,33.718434,31.362540,29.239047,27.530825,26.370893,25.820850,25.867140,26.438861,27.435457,28.747684,30.264933,31.873303,33.452326,34.875641,36.016821,36.758928,37.005432,36.690355,35.786100,34.308124,32.316155,29.912097,27.235126,24.454577,21.760961,19.354104,17.424937,16.126294,15.536660,15.640393,16.347904,17.540206,19.099307,20.911820,22.860256,24.817288,26.648185,28.219753,29.412184,30.130835,30.316004,29.949658,29.058629,
 ,165,38.038319,40.082672,41.567102,42.408573,42.566843,42.049495,40.913514,39.263359,37.245536,35.039518,32.844486,30.861006,29.267435,28.194037,27.703158,27.785863,28.377612,29.382893,30.694644,32.202099,33.790271,35.337765,36.717759,37.803610,38.477986,38.643472,38.232566,37.215554,35.605309,33.458653,30.874360,27.988275,24.966298,21.995981,19.276717,17.006212,15.357396,14.442060,14.276638,14.784882,15.842504,17.320843,19.099463,21.058161,23.068709,24.995117,26.701517,28.063741,28.981203,29.386942,29.254664,28.602249,
 ,170,37.704118,39.837649,41.451471,42.455119,42.800031,42.485096,41.558666,40.116951,38.298805,36.276724,34.243643,32.394875,30.905359,29.905229,29.461141,29.572167,30.182542,31.203043,32.528996,34.048838,35.645223,37.194205,38.566854,39.634875,40.279463,40.401597,39.931866,38.838290,37.131186,34.864595,32.134296,29.072787,25.842012,22.624775,19.615629,17.010655,14.992056,13.700163,13.194427,13.432860,14.300182,15.659268,17.378367,19.329315,21.378874,23.387111,25.213954,26.730157,27.829005,28.436413,28.518167,28.083662,
 ,175,37.147796,39.367730,41.113533,42.286010,42.826955,42.725248,42.019274,40.795654,39.184265,37.349465,35.477174,33.757426,32.362731,31.425049,31.017768,31.150237,31.777218,32.816979,34.167896,35.717679,37.346134,38.925838,40.324609,41.411354,42.064799,42.183559,41.695794,40.566978,38.804795,36.460627,33.627565,30.435248,27.042203,23.626667,20.377018,17.482500,15.122911,13.451638,12.565406,12.471256,13.085856,14.276314,15.900212,17.817004,19.883795,21.953391,23.879577,25.527088,26.782790,27.565585,27.833682,27.588509,
 ,180,36.362963,38.659037,40.532185,41.873151,42.612787,42.728724,42.248201,41.247116,39.845327,38.198186,36.484085,34.887820,33.580170,32.696164,32.317395,32.464902,33.105257,34.165373,35.547617,37.139556,38.818252,40.452464,41.906097,43.044447,43.742957,43.897159,43.432215,42.310655,40.537312,38.160900,35.272074,31.998194,28.495365,24.938639,21.511536,18.396122,15.764131,13.767065,12.519142,12.069926,12.383921,13.353937,14.837761,16.683385,18.735420,20.836471,22.832164,24.580119,25.960326,26.884636,27.303916,27.212056,
 ,185,35.356511,37.711975,39.701504,41.204426,42.139384,42.471623,42.216225,41.437460,40.244379,38.782715,37.222982,35.744734,34.517393,33.679679,33.322112,33.478185,34.127179,35.205722,36.621281,38.262190,40.003311,41.709699,43.241103,44.458725,45.234125,45.459135,45.055351,43.981876,42.240337,39.876583,36.978866,33.672632,30.112416,26.471611,22.931166,19.668538,16.848153,14.613668,13.079362,12.315192,12.326408,13.045149,14.347332,16.079510,18.076582,20.170567,22.197865,24.008097,25.473855,26.499739,27.029329,27.049237,
 ,190,34.146824,36.539583,38.629234,40.282302,41.403976,41.946087,41.910720,41.349834,40.361129,39.080310,37.669776,36.303783,35.150465,34.352369,34.009075,34.166796,34.818090,35.910247,37.357001,39.048573,40.858462,42.648493,44.274355,45.592970,46.471632,46.797992,46.489555,45.501481,43.831723,41.522889,38.660595,35.368391,31.799659,28.127155,24.531156,21.187432,18.256477,15.875323,14.151827,13.158231,12.919604,13.400884,14.506120,16.094231,17.999504,20.047486,22.066677,23.898901,25.409239,26.494927,27.092268,27.180752,
 ,195,32.761924,35.165763,37.335085,39.122194,40.417585,41.158737,41.334068,40.982755,40.190822,39.083730,37.815625,36.555357,35.469634,34.704580,34.368542,34.520307,35.165984,36.264307,37.736428,39.475676,41.355238,43.234427,44.965251,46.400417,47.402787,47.855486,47.671485,46.801496,45.239267,43.023647,40.237172,37.001184,33.467845,29.809641,26.207216,22.836645,19.857564,17.403766,15.577473,14.446368,14.039310,14.337897,15.269640,16.712226,18.508604,20.484772,22.465257,24.286001,25.805445,26.913881,27.540601,27.658231,
 ,200,31.237594,33.623445,35.848951,37.750716,39.203299,40.128964,40.501947,40.348374,39.742477,38.799434,37.665107,36.502828,35.477596,34.738611,34.402367,34.539752,35.170416,36.265139,37.753559,39.533367,41.478601,43.446969,45.287387,46.848626,47.989131,48.587315,48.551267,47.826790,46.402884,44.314058,41.639166,38.496792,35.037452,31.433176,27.865215,24.510891,21.530879,19.058617,17.193585,15.998969,15.501104,15.686261,16.494893,17.820441,19.517808,21.418663,23.347942,25.138643,26.644372,27.749580,28.377267,28.493734,
 ,205,29.615521,31.952752,34.209064,36.203852,37.794455,38.887126,39.441545,39.470708,39.037135,38.245865,37.234559,36.160960,35.188011,34.467336,34.122726,34.236430,34.841378,35.920782,37.413708,39.223435,41.226067,43.278732,45.227994,46.919136,48.206369,48.963344,49.093033,48.535943,47.275821,45.342230,42.809683,39.793316,36.441341,32.924789,29.425226,26.121372,23.175825,20.723523,18.863879,17.657894,17.128867,17.262544,18.004260,19.256841,20.885091,22.727640,24.612384,26.371842,27.856720,28.947039,29.560535,29.657963,
 ,210,27.941477,30.199161,32.460124,34.525039,36.232710,37.472626,38.189667,38.383794,38.106088,37.451755,36.550483,35.554427,34.624142,33.912952,33.550952,33.630814,34.198243,35.249051,36.732520,38.558657,40.606844,42.734709,44.787308,46.607011,48.044105,48.967561,49.275111,48.901669,47.825286,46.070014,43.705362,40.842284,37.625926,34.225587,30.822544,27.596604,24.712499,22.307668,20.483399,19.300953,18.782207,18.911379,19.634637,20.859030,22.455492,24.268206,26.128381,27.869218,29.339835,30.417016,31.014226,31.087485,
 ,215,26.263554,28.411673,30.651371,32.763168,34.565986,35.931845,36.790699,37.129723,36.988996,36.454368,35.647914,34.716322,33.817488,33.105723,32.716371,32.751438,33.268695,34.276506,35.734967,37.561834,39.640929,41.831463,43.977874,45.920276,47.505442,48.597850,49.089972,48.910934,48.032733,46.473417,44.296876,41.609173,38.551615,35.290973,32.007497,28.881521,26.079715,23.742444,21.974094,20.838137,20.357007,20.514198,21.255429,22.489017,24.088864,25.902529,27.763630,29.506083,30.977940,32.053446,32.642509,32.697067,
 ,220,24.630489,26.641007,28.834597,30.970434,32.846229,34.315869,35.294355,35.756457,35.731834,35.297584,34.568678,33.686574,32.806351,32.082670,31.655072,31.633727,32.087598,33.037341,34.454271,36.264763,38.358139,40.596233,42.823756,44.879250,46.606450,47.865606,48.544004,48.564880,47.893917,46.542759,44.569150,42.073629,39.192939,36.090559,32.944947,29.936299,27.232810,24.977791,23.279391,22.204643,21.778261,21.984356,22.768362,24.038663,25.670175,27.512002,29.398974,31.165190,32.657608,33.748182,34.343638,34.392245,
 ,225,23.090078,24.937797,27.062073,29.200024,31.126924,32.677926,33.753131,34.315375,34.384566,34.029763,33.359437,32.510185,31.634250,30.886122,30.408565,30.318722,30.695758,31.572179,32.930728,34.707095,36.797032,39.065938,41.359630,43.515753,45.375500,46.795206,47.657118,47.878567,47.418765,46.282651,44.521407,42.229519,39.538552,36.608002,33.613826,30.735410,28.141948,25.979467,24.360117,23.355304,22.993312,23.260214,24.101954,25.426861,27.109988,29.000843,30.934487,32.744591,34.276743,35.400586,36.019787,36.079137,
 ,230,21.687718,23.350792,25.384356,27.503583,29.460336,31.070516,32.219426,32.858471,32.998502,32.701284,32.069458,31.235229,30.348118,29.562083,29.022265,28.851646,29.138540,29.926723,31.210394,32.935074,35.003701,37.286038,39.629741,41.872166,43.852437,45.423307,46.462181,46.880541,46.631061,45.711789,44.167046,42.084866,39.591145,36.840837,34.006790,31.266967,28.791008,26.727280,25.191864,24.260922,23.967165,24.299757,25.206136,26.595049,28.341569,30.295116,32.290414,34.160251,35.748571,36.922585,37.582889,37.670838,
 ,235,20.465051,21.925071,23.848011,25.928503,27.894494,29.542235,30.742331,31.435209,31.623293,31.361752,30.748058,29.910540,28.996228,28.158359,27.543778,27.280286,27.464316,28.150247,29.343614,31.000100,33.030391,35.309228,37.686674,40.000292,42.087548,43.797930,45.004216,45.612159,45.567906,44.862537,43.533332,41.661612,39.367262,36.800284,34.129945,31.532284,29.176880,27.213999,25.763395,24.906041,24.679548,25.077012,26.048319,27.503376,29.317633,31.340441,33.406025,35.346090,37.002783,38.240788,38.957582,39.091056,
 ,240,19.458726,20.700286,22.493324,24.515163,26.470087,28.134469,29.364242,30.089150,30.303663,30.056896,29.441720,28.583081,27.625816,26.722405,26.020924,25.653149,25.722697,26.293874,27.383334,28.957087,30.933914,33.193906,35.589890,37.959970,40.140255,41.977241,43.339296,44.126601,44.278865,43.780207,42.660812,40.995159,38.896936,36.510940,34.002556,31.545536,29.308998,27.444694,26.075691,25.287603,25.123109,25.579783,26.610760,28.127917,30.007700,32.099757,34.237985,36.253070,37.985375,39.297060,40.082467,40.275984,
 ,245,18.699242,19.709058,21.352258,23.294448,25.217638,26.878316,28.117618,28.854644,29.076095,28.825338,28.191010,27.295057,26.280419,25.298886,24.499486,24.017350,23.962509,24.408605,25.383165,26.862559,28.773770,31.002332,33.403921,35.817300,38.077393,40.027897,41.532975,42.487417,42.824635,42.521885,41.602302,40.133527,38.223003,36.010237,33.656600,31.333371,29.208957,27.436268,26.141329,25.414113,25.302299,25.808215,26.888835,28.458755,30.396138,32.551507,34.758843,36.848094,38.658033,40.048414,40.910503,41.175177,
 ,250,18.209895,18.975689,20.447000,22.286042,24.155503,25.792301,27.022449,27.754072,27.965922,27.695585,27.027561,26.080972,24.997062,23.927025,23.020720,22.416235,22.229491,22.543043,23.395116,24.772377,26.609875,28.798346,31.196069,33.642336,35.970889,38.022747,39.658042,40.766368,41.275026,41.154576,40.421238,39.135919,37.399901,35.347465,33.135999,30.934304,28.910001,27.216992,25.983996,25.305038,25.232598,25.773805,26.889839,28.498623,30.480736,32.688243,34.955780,37.113006,38.997439,40.466668,41.409027,41.751937,
