Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,55,25.735142,27.567364,29.483664,31.283220,32.820075,34.038508,34.988640,35.811575,36.687146,37.753710,39.034305,40.412267,41.672242,42.582312,42.977969,42.820223,42.214835,41.386133,40.603754,40.077051,39.861592,39.835110,39.762424,39.408874,38.642605,37.490187,
 ,60,20.947622,22.687089,24.711801,26.798203,28.730819,30.355175,31.617969,32.584216,33.419311,34.328132,35.463084,36.843295,38.335041,39.706141,40.719926,41.223418,41.202313,40.791543,40.235920,39.802072,39.665292,39.826369,40.113144,40.267268,40.061471,39.390842,
 ,65,18.814100,20.200578,22.010549,24.075320,26.165535,28.054674,29.581793,30.698155,31.486618,32.141083,32.897011,33.926602,35.249150,36.715544,38.077144,39.093144,39.623775,39.681845,39.433136,39.141371,39.063618,39.331692,39.885213,40.502575,40.907558,40.886133,
 ,70,19.420768,20.411351,21.803884,23.555561,25.513093,27.448939,29.131851,30.398746,31.207598,31.659149,31.974625,32.419460,33.187137,34.300454,35.598693,36.820202,37.723380,38.185217,38.249024,38.113038,38.057149,38.320677,38.982137,39.915339,40.852275,41.505860,
 ,75,21.479955,22.280674,23.349209,24.739376,26.416651,28.232977,29.962732,31.376126,32.315174,32.749349,32.797687,32.704553,32.758817,33.170644,33.966972,34.980951,35.945462,36.625495,36.921178,36.911131,36.827805,36.963689,37.531488,38.547726,39.818798,41.036202,
 ,80,23.589893,24.407272,25.368001,26.545592,27.986647,29.646020,31.367549,32.923660,34.089758,34.719808,34.800462,34.470256,33.991546,33.666047,33.709492,34.147874,34.811741,35.437627,35.807318,35.852688,35.693550,35.598410,35.868566,36.682075,37.987851,39.527357,
 ,85,24.928652,25.854653,26.867959,28.006288,29.337387,30.890796,32.599744,34.291958,35.735436,36.713437,37.097209,36.895409,36.267309,35.488356,34.861534,34.593564,34.699162,35.005258,35.258913,35.268360,35.005611,34.636923,34.467904,34.805009,35.786143,37.291887,
 ,90,25.147905,26.169305,27.301099,28.517536,29.858736,31.383278,33.098709,34.912017,36.632206,38.023163,38.879000,39.092593,38.698314,37.876945,36.912632,36.099119,35.619925,35.466605,35.458097,35.355035,34.998342,34.405406,33.790967,33.496150,33.828673,34.884463,
 ,95,24.185084,25.216590,26.453360,27.799131,29.233748,30.799849,32.545759,34.455678,36.409858,38.199520,39.586840,40.380256,40.497972,40.002767,39.096983,38.069245,37.195022,36.622876,36.311182,36.066200,35.662589,34.976297,34.070662,33.205744,32.751884,33.012648,
 ,100,22.146434,23.064534,24.339430,25.813644,27.388409,29.052071,30.852606,32.829941,34.946440,37.057676,38.939964,40.357201,41.135708,41.222148,40.709502,39.820922,38.845087,38.031296,37.484200,37.122383,36.736733,36.115933,35.170740,34.006995,32.921582,32.302136,
 ,105,19.232672,19.910123,21.133553,22.707569,24.447817,26.257784,28.142728,30.163441,32.356668,34.666636,36.927589,38.904423,40.366258,41.160527,41.264865,40.803506,40.018901,39.194973,38.547684,38.131294,37.821503,37.393948,36.652263,35.540974,34.202785,32.959455,
 ,110,15.685117,16.027468,17.125211,18.778382,20.715295,22.730304,24.747288,26.806088,28.993216,31.350222,33.807863,36.182280,38.229795,39.727483,40.546377,40.696950,40.335113,39.720448,39.126847,38.730255,38.530103,38.359110,37.980317,37.214517,36.039144,34.627683,
 ,115,11.749789,11.736871,12.707241,14.483741,16.693063,19.000978,21.225247,23.347262,25.465653,27.707345,30.126689,32.644574,35.060567,37.123484,38.619592,39.444956,39.644055,39.404363,38.999849,38.688632,38.600334,38.676809,38.710020,38.454867,37.752421,36.612530,
 ,120,7.684227,7.441021,8.475293,10.567778,13.183046,15.876506,18.383473,20.614812,22.637579,24.621285,26.740321,29.066005,31.510644,33.856640,35.844351,37.268844,38.051538,38.271437,38.147041,37.963468,37.956914,38.204771,38.590040,38.867824,38.790340,38.222347,
 ,125,4.014042,4.107996,5.783156,8.384344,11.364032,14.361158,17.114161,19.471397,21.420562,23.092758,24.714361,26.502337,28.545919,30.750803,32.882747,34.673042,35.924931,36.585163,36.767570,36.720986,36.738179,37.027122,37.607709,38.304230,38.839989,38.970288,


Predictor,1

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,64.000000,64.001774,64.005806,64.008314,64.003274,63.982831,63.937821,63.858401,63.734725,63.557659,63.319470,63.014494,62.639726,62.195317,61.684958,61.116119,60.500109,59.851948,59.190003,58.535382,57.911069,57.340802,56.847755,56.453082,56.174457,56.024749,
 ,5,59.468694,59.861948,60.261470,60.662265,61.056857,61.435531,61.786722,62.097520,62.354280,62.543278,62.651406,62.666860,62.579795,62.382933,62.072099,61.646659,61.109853,60.469008,59.735597,58.925142,58.056929,57.153516,56.240024,55.343189,54.490210,53.707401,
 ,10,47.520608,48.239653,48.975701,49.722532,50.471508,51.211675,51.930012,52.611829,53.241263,53.801850,54.277153,54.651398,54.910108,55.040705,55.033069,54.880032,54.577794,54.126264,53.529298,52.794841,51.934959,50.965745,49.907094,48.782332,47.617672,46.441492,
 ,15,33.420158,34.379159,35.358717,36.351168,37.346811,38.333944,39.299034,40.227019,41.101689,41.906158,42.623369,43.236635,43.730172,44.089630,44.302583,44.358981,44.251543,43.976098,43.531841,42.921530,42.151601,41.232210,40.177202,39.004000,37.733433,36.389469,
 ,20,26.635661,27.706020,28.774781,29.834966,30.877870,31.893080,32.868618,33.791176,34.646433,35.419432,36.095005,36.658227,37.094876,37.391894,37.537823,37.523219,37.341014,36.986830,36.459237,35.759944,34.893931,33.869522,32.698396,31.395568,29.979330,28.471191,
 ,25,30.630724,31.729108,32.803249,33.847108,34.852968,35.811462,36.711708,37.541524,38.287731,38.936509,39.473805,39.885767,40.159196,40.282003,40.243647,40.035549,39.651476,39.087871,38.344140,37.422880,36.330056,35.075133,33.671163,32.134863,30.486688,28.750946,
 ,30,34.913964,36.192192,37.440604,38.652614,39.820154,40.933618,41.981912,42.952621,43.832259,44.606596,45.261050,45.781113,46.152808,46.363159,46.400644,46.255644,45.920846,45.391609,44.666288,43.746486,42.637270,41.347326,39.889065,38.278714,36.536378,34.686133,
 ,35,32.933159,34.426683,35.899240,37.343339,38.750422,40.110650,41.412814,42.644379,43.791639,44.839966,45.774140,46.578734,47.238546,47.739051,48.066861,48.210171,48.159186,47.906496,47.447416,46.780262,45.906561,44.831205,43.562539,42.112403,40.496126,38.732500,
 ,40,24.401843,26.012763,27.613047,29.195306,30.751599,32.273030,33.749517,35.169713,36.521051,37.789898,38.961798,40.021794,40.954800,41.746011,42.381331,42.847797,43.133994,43.230427,43.129855,42.827566,42.321586,41.612818,40.705117,39.605279,38.322984,36.870672,
 ,45,14.187810,15.668995,17.136337,18.587310,20.017938,21.422717,22.794592,24.125002,25.403993,26.620390,27.762042,28.816119,29.769449,30.608897,31.321755,31.896136,32.321356,32.588289,32.689678,32.620392,32.377623,31.961009,31.372684,30.617244,29.701649,28.635040,
 ,50,15.743767,16.326948,16.919308,17.520261,18.127318,18.736069,19.340260,19.931927,20.501614,21.038625,21.531336,21.967540,22.334819,22.620937,22.814246,22.904081,22.881150,22.737897,22.468828,22.070798,21.543247,20.888384,20.111322,19.220166,18.226084,17.143355,
 ,55,25.233694,25.663696,26.050469,26.396847,26.703880,26.970756,27.194785,27.371471,27.494652,27.556704,27.548819,27.461324,27.284051,27.006728,26.619392,26.112800,25.478831,24.710859,23.804089,22.755848,21.565812,20.236174,18.771752,17.180027,15.471153,13.657955,
 ,60,30.797556,31.475156,32.099017,32.671619,33.193944,33.665293,34.083195,34.443399,34.739957,34.965391,35.110940,35.166881,35.122897,34.968505,34.693499,34.288423,33.745036,33.056771,32.219180,31.230347,30.091285,28.806316,27.383459,25.834858,24.177321,22.433066,
 ,65,29.416199,30.296544,31.135658,31.935090,32.695501,33.416314,34.095472,34.729270,35.312305,35.837512,36.296313,36.678853,36.974317,37.171321,37.258353,37.224245,37.058663,36.752591,36.298806,35.692312,34.930748,34.014743,32.948237,31.738765,30.397729,28.940668,
 ,70,21.470046,22.363944,23.237610,24.091639,24.926532,25.742213,26.537610,27.310335,28.056446,28.770328,29.444682,30.070630,30.637928,31.135273,31.550687,31.871959,32.087117,32.184913,32.155293,31.989841,31.682180,31.228317,30.626921,29.879549,28.990796,27.968400,
 ,75,9.937909,10.647444,11.351378,12.051695,12.750382,13.448976,14.148150,14.847355,15.544529,16.235904,16.915916,17.577248,18.210976,18.806840,19.353591,19.839408,20.252353,20.580840,20.814090,20.942557,20.958305,20.855329,20.629795,20.280209,19.807512,19.215080,
 ,80,8.776085,8.888661,9.009930,9.146578,9.303571,9.483949,9.688693,9.916666,10.164633,10.427352,10.697741,10.967112,11.225459,11.461804,11.664572,11.821996,11.922534,11.955282,11.910372,11.779337,11.555438,11.233938,10.812308,10.290371,9.670371,8.956965,
 ,85,19.432455,19.655513,19.888327,20.136062,20.401897,20.686769,20.989272,21.305680,21.630106,21.954751,22.270235,22.565974,22.830593,23.052355,23.219596,23.321165,23.346858,23.287843,23.137078,22.889707,22.543441,22.098910,21.559986,20.934080,20.232389,19.470089,
 ,90,26.958818,27.305638,27.696930,28.136925,28.628034,29.170330,29.761208,30.395241,31.064232,31.757434,32.461911,33.162996,33.844818,34.490858,35.084509,35.609639,36.051115,36.395303,36.630533,36.747505,36.739657,36.603460,36.338660,35.948434,35.439469,34.821950,
 ,95,29.322023,29.526154,29.819721,30.208412,30.696409,31.285540,31.974598,32.758890,33.630051,34.576135,35.581942,36.629522,37.698809,38.768309,39.815808,40.819072,41.756492,42.607697,43.354098,43.979367,44.469859,44.814949,45.007306,45.043079,44.921999,44.647398,
 ,100,26.845255,26.614299,26.499050,26.512778,26.668041,26.975217,27.441043,28.067397,28.850523,29.780818,30.843149,32.017610,33.280528,34.605576,35.964858,37.329904,38.672541,39.965634,41.183715,42.303511,43.304381,44.168675,44.882013,45.433490,45.815804,46.025304,
 ,105,21.094215,20.286616,19.558396,18.934712,18.445510,18.123645,18.001464,18.106183,18.455106,19.052212,19.887272,20.937603,22.171484,23.551921,25.039842,26.596355,28.184158,29.768349,31.316859,32.800705,34.194136,35.474754,36.623602,37.625231,38.467742,39.142784,
 ,110,14.188105,13.038098,11.852738,10.640145,9.417855,8.219536,7.106864,6.187554,5.626513,5.599384,6.166143,7.223529,8.611783,10.202054,11.907438,13.669198,15.444804,17.200999,18.910201,20.548726,22.095966,23.534055,24.847781,26.024609,27.054745,27.931178,
 ,115,8.169011,7.604944,7.072279,6.592790,6.199361,5.935720,5.850542,5.984283,6.354389,6.950029,7.739846,8.684305,9.744288,10.884488,12.073769,13.284485,14.491710,15.672704,16.806646,17.874561,18.859389,19.746136,20.522054,21.176824,21.702711,22.094674,
 ,120,4.677196,5.749831,6.866587,8.011565,9.178579,10.365218,11.570151,12.791750,14.027329,15.272714,16.522011,17.767524,18.999800,20.207760,21.378928,22.499720,23.555795,24.532450,25.415032,26.189370,26.842195,27.361543,27.737125,27.960646,28.026071,27.929822,
 ,125,3.981401,5.191768,6.582779,8.064307,9.599000,11.169693,12.766998,14.384223,16.015087,17.652599,19.288508,20.913058,22.514941,24.081384,25.598336,27.050739,28.422860,29.698664,30.862220,31.898121,32.791902,33.530445,34.102351,34.498268,34.711173,34.736580,


Predictor,2

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,63.000000,62.107446,59.478767,55.259152,49.685311,43.080102,35.851851,28.511385,21.737089,16.522614,14.134496,14.857653,17.172453,19.535683,21.186537,21.863569,21.576336,20.511886,18.996812,17.466149,16.386068,16.079533,16.536050,17.428173,18.329612,18.900180,
 ,5,62.916493,62.758675,60.834719,57.258555,52.239217,46.076555,39.159910,31.979282,25.168721,19.600942,16.386740,16.122343,17.876694,20.140625,21.956109,22.910776,22.916439,22.089257,20.696138,19.120689,17.805878,17.125059,17.199053,17.823463,18.608989,19.181355,
 ,10,62.665022,63.242893,62.030777,59.111051,54.664492,48.967208,42.389124,35.401275,28.605316,22.795782,18.966690,17.843175,18.969849,21.023896,22.924170,24.112470,24.398023,23.824944,22.604037,21.072305,19.643104,18.705891,18.467353,18.837566,19.492243,20.051667,
 ,15,62.242789,63.555173,63.060049,60.808088,56.951336,51.741443,45.528298,38.764709,32.026592,26.054503,21.758204,19.908891,20.395368,22.151092,24.055621,25.424749,25.964275,25.644550,24.621649,23.189725,21.732822,20.640955,20.173369,20.331722,20.864714,21.409299,
 ,20,61.645329,63.688896,63.913929,62.339367,59.088157,54.386823,48.564497,42.055838,35.414745,29.342005,24.685891,22.228118,22.095839,23.489563,25.322591,26.815336,27.574376,27.495182,26.679064,25.379269,23.951908,22.781110,22.158573,22.155537,22.589609,23.126877,
 ,25,60.866782,63.636017,64.582339,63.693058,61.061752,56.889217,51.483059,45.259480,38.752365,32.631292,27.698262,24.730758,24.018967,25.009953,26.704038,28.262135,29.200879,29.341172,28.728978,27.577174,26.214766,25.017103,24.296756,24.178016,24.539348,25.081163,
 ,30,59.900260,63.387416,65.054063,64.856107,62.857588,59.233031,54.267752,48.358948,42.021456,35.898868,30.756980,27.363152,26.119276,26.686205,28.184290,29.751035,30.826717,31.159900,30.740718,29.741401,28.463915,27.273120,26.495541,26.297072,26.609082,27.167535,
 ,35,58.738284,62.933313,65.317148,65.814615,64.460141,61.401515,56.901013,51.336153,45.203039,39.122451,33.830638,30.082655,28.357397,28.494719,29.751209,31.273582,32.442419,32.938299,32.695599,31.845285,30.661772,29.498030,28.690049,28.437486,28.718106,29.302987,
 ,40,57.373260,62.263741,65.359352,66.554264,65.853303,63.377132,59.364281,54.171840,48.277090,42.279872,36.891287,32.853408,30.698492,30.413244,31.394369,32.824784,34.043682,34.670059,34.583475,33.873024,32.784725,31.658274,30.835897,30.545546,30.806437,31.423902,
 ,45,55.797977,61.369028,65.168621,67.060776,67.020821,65.141977,61.638375,56.845906,51.222672,45.348612,39.912560,35.643496,33.110680,32.419860,33.103493,34.401200,35.629309,36.353393,36.400162,35.816503,34.819058,33.732818,32.903678,32.583912,32.830574,33.482541,
 ,50,54.006114,60.240292,64.733568,67.320385,67.946755,66.678221,63.703919,59.337779,54.018211,48.305720,42.868726,38.423170,35.563811,34.492202,34.867251,35.999356,37.199467,37.989195,38.145433,37.672963,36.758101,35.709660,34.874983,34.527620,34.759871,35.443818,
 ,55,51.992712,58.869911,64.043940,67.320299,68.615936,67.968559,65.541783,61.626839,56.641835,51.127937,45.734296,41.163856,38.028639,36.607000,36.672455,37.614515,38.754262,39.579523,39.821400,39.443210,38.600143,37.583354,36.739575,36.361153,36.573757,37.282779,
 ,60,49.754627,57.251961,63.091062,67.049144,69.014411,68.996660,67.133530,63.692853,59.071778,53.791974,48.483958,43.837667,40.476372,38.739881,38.503618,39.239805,40.292594,41.126332,41.431163,41.130157,40.346801,39.353149,38.493325,38.076286,38.259681,38.982710,
 ,65,47.290921,55.382614,61.868232,66.497369,69.129865,69.747596,68.461852,65.516417,61.286801,56.274848,51.092726,46.417255,42.878503,40.865418,40.342842,40.865696,41.811316,42.630450,42.977684,42.737597,42.001680,41.021503,40.136589,39.670430,39.811529,40.533713,
 ,70,44.603216,53.260468,60.371069,65.657611,68.951992,70.208238,69.510983,67.079377,63.266618,58.554276,53.536197,48.875897,45.206858,42.957340,42.169970,42.479790,43.304674,44.090790,44.462847,44.269160,43.569221,42.592825,41.672872,41.145284,41.228363,41.931582,
 ,75,41.695987,50.886826,58.597796,64.524999,68.472835,70.367613,70.267083,68.365239,64.992309,60.609074,55.790893,51.187702,47.433787,44.988881,43.962929,44.066891,44.764033,45.503806,45.886733,45.727441,45.053711,44.072382,43.107662,42.505663,42.513330,43.176863,
 ,80,38.576828,48.265903,56.549466,63.097402,67.687057,70.217209,70.718577,69.359536,66.446721,62.419559,57.834620,53.327912,49.532456,46.933190,45.698213,45.609295,46.177855,46.863187,47.247088,47.113300,46.458435,45.465324,44.447365,43.758423,43.672664,44.273990,
 ,85,35.256709,45.404985,54.230113,61.375613,66.592157,69.751233,70.856441,70.050153,67.614818,63.967922,59.646842,55.273242,51.477186,48.763801,47.351444,47.087250,47.531899,48.159783,48.539013,48.425348,47.784990,46.775845,45.698354,44.911456,44.714732,45.230466,
 ,90,31.750307,42.314530,51.646849,59.363462,65.188629,68.966800,70.674445,70.427604,68.484000,65.238577,61.209042,57.002229,53.243829,50.455108,48.897970,48.479528,48.809610,49.381739,49.754857,49.659629,49.032767,48.006483,46.866114,45.972751,45.649101,46.056026,
 ,95,28.076535,39.008243,48.809887,57.067872,63.480045,67.864069,70.169323,70.485257,69.044370,66.218470,62.505049,58.495577,54.810136,51.982837,50.313478,49.764060,49.992628,50.514811,50.884317,50.809496,50.198620,49.157582,47.954513,46.949527,46.485625,46.761796,
 ,100,24.259645,35.503161,45.732526,54.498843,61.473080,66.446306,69.340888,70.219494,69.288946,66.897328,63.521334,59.736479,56.156122,53.324501,51.574578,50.918597,51.061398,51.542821,51.914701,51.865683,51.276725,50.226939,48.965232,47.847468,47.233582,47.359437,
 ,105,20.331769,31.819830,42.431078,51.669384,59.177474,64.719890,68.192089,69.629815,69.213814,67.267869,64.247261,60.710899,57.264388,54.459817,52.659352,51.921365,51.995824,52.448220,52.831337,52.816534,52.258622,51.209628,49.897361,48.670097,47.900872,47.860294,
 ,110,16.339537,27.982718,38.924799,48.595382,56.605932,62.694254,66.728991,68.718875,68.818216,67.325944,64.675273,61.407817,58.120425,55.371085,53.547867,52.751683,52.775929,53.212700,53.618097,53.648391,53.133435,52.098024,50.747184,49.418314,48.493338,48.274596,
 ,115,12.364002,24.021277,35.235830,45.295441,53.773962,60.381762,64.960708,67.492461,68.104586,67.070619,64.801041,61.819417,58.712850,56.043520,54.222618,53.390539,53.382502,53.817847,54.257980,54.346078,53.888227,52.881997,51.508171,50.090120,49.014228,48.610722,
 ,120,8.593764,19.972606,31.389256,41.790686,50.699675,57.797536,62.899263,65.959403,67.078508,66.504200,64.623533,61.941220,59.033612,56.465527,54.668923,53.821107,53.797708,54.245783,54.733741,54.893476,54.508482,53.549257,52.171134,50.680546,49.463839,48.874597,
 ,125,5.648168,15.888761,27.413442,38.104569,47.403534,54.959225,60.559397,64.131434,65.748628,65.632188,64.145033,61.772163,59.078126,56.628922,54.875252,54.029199,54.005643,54.479781,55.028520,55.274126,54.978658,54.085825,52.724567,51.181774,49.839364,49.069250,


Predictor,3

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,
 ,0,63.000000,62.798012,62.194971,61.199596,59.826260,58.094748,56.029930,53.661339,51.022663,48.151159,45.086980,41.872433,38.551150,35.167198,31.764093,28.383743,25.065289,21.843856,18.749212,15.804362,13.024165,10.414164,7.970125,5.679677,3.532682,1.608575,
 ,5,62.937873,63.021298,62.700337,61.978528,60.865202,59.375317,57.529211,55.352250,52.874400,50.129702,47.155678,43.992653,40.683004,37.270342,33.798620,30.311181,26.849718,23.453179,20.156579,16.989764,13.976125,11.131392,8.462751,5.969200,3.647644,1.554884,
 ,10,62.748962,63.114917,63.076993,62.633530,61.788756,60.552699,58.941013,56.974704,54.679774,52.086763,49.230223,46.148102,42.881056,39.471698,35.963766,32.401244,28.827406,25.283802,21.809183,18.438354,15.200972,12.120297,9.211958,6.482879,3.931014,1.552469,
 ,15,62.426009,63.066940,63.308373,63.143489,62.571399,61.597148,60.231605,58.491276,56.398005,53.978602,51.264368,48.290550,45.095714,41.721043,38.209574,34.605367,30.952622,27.294730,23.673283,20.127028,16.690781,13.394323,10.261350,7.308744,4.547482,1.998828,
 ,20,61.957981,62.861877,63.374555,63.484113,63.184587,62.476029,61.364475,59.861829,57.985643,55.758808,53.209152,50.368954,47.274381,43.964845,40.482295,36.870453,33.173990,29.437662,25.705417,22.019502,18.419618,14.942264,11.620687,8.486870,5.582321,3.026289,
 ,25,61.331528,62.482222,63.253871,63.629615,63.598493,63.155597,62.302126,61.045332,59.398379,57.380101,55.014674,52.331189,49.363158,46.147935,42.726067,39.140602,35.436337,31.659056,27.854768,24.069019,20.346404,16.730588,13.265711,10.001876,7.015250,4.492363,
 ,30,60.532774,61.910296,62.924811,63.554651,63.783973,63.602989,63.008088,62.001864,60.593039,58.796297,56.632019,54.125935,51.308687,48.215321,44.884712,41.358939,37.682629,33.902301,30.065765,26.221669,22.419409,18.709869,15.148160,11.801639,8.773314,6.272191,
 ,35,59.549252,61.130220,62.368016,63.236340,63.714612,63.788270,63.448964,62.694655,61.529611,59.964307,58.015234,55.704617,53.060049,50.114056,46.903592,43.469499,39.855946,36.109890,32.280638,28.419634,24.580737,20.821538,17.206980,13.818314,10.774756,8.282419,
 ,40,58.371788,60.129820,61.568205,62.656207,63.368672,63.686396,63.596390,63.092042,62.173187,60.846072,59.123234,57.023288,54.570633,51.795087,48.731461,45.419102,41.901431,38.225519,34.441807,30.604100,26.770132,23.003258,19.376416,15.980710,12.942935,10.456051,
 ,45,56.996176,58.902319,60.515883,61.801901,62.730823,63.278955,63.428787,63.169228,62.495729,61.410322,59.921565,58.044392,55.799894,53.215022,50.322243,47.159164,43.768164,40.196084,36.494077,32.717772,28.928026,25.192776,21.590908,18.219696,15.207738,12.732084,
 ,50,55.424516,57.447693,59.208717,60.668596,61.793566,62.555605,62.932825,62.909761,62.477565,61.634100,60.383948,58.738326,56.714936,54.337736,51.636672,48.647382,45.410915,41.973523,38.386622,34.707064,30.997995,27.330684,23.788013,20.470453,17.504874,15.052748,
 ,55,53.666145,55.773635,57.652527,59.260006,60.558278,61.515160,62.104531,62.306686,62.108581,61.503983,60.493536,59.084740,57.291859,55.135765,52.643736,49.849235,46.791711,43.516474,40.074739,36.523971,32.928756,29.362494,25.910340,22.673697,19.775663,17.363482,
 ,60,51.738107,53.896064,55.861835,57.588979,59.035849,60.166262,60.950021,61.363322,61.389047,61.016968,60.243859,59.073536,57.516817,55.591428,53.321866,50.739248,47.881177,44.791690,41.521356,38.127662,34.675827,31.240285,27.907017,24.776682,21.967459,19.613897,
 ,65,49.665185,51.839209,53.859992,55.677666,57.246894,58.527653,59.485822,60.093643,60.330064,60.180983,59.639405,58.705527,57.386748,55.697630,53.659820,51.301953,48.659582,45.775173,42.698251,39.485771,36.202858,32.924021,29.734886,26.734143,24.034436,21.759008,
 ,70,47.479501,49.635255,51.678874,53.557263,55.221556,56.628029,57.738782,58.522254,58.953608,59.015008,58.695815,57.992706,56.909730,55.458312,53.657219,51.532521,49.117559,46.452990,43.586940,40.575359,37.482641,34.382563,31.359457,28.509154,25.938453,23.760457,
 ,75,45.219738,47.323622,49.358201,51.267376,52.998902,54.505483,55.745576,56.683960,57.292164,57.548778,57.439666,56.958122,56.104949,54.888502,53.324696,51.437000,49.256446,46.821696,44.179202,41.383512,38.497765,35.594354,32.755580,30.073792,27.649807,25.587530,
 ,80,42.930061,44.949910,46.944504,48.855005,50.625939,52.206563,53.551801,54.622909,55.387939,55.822069,55.907840,55.635324,55.002225,54.013945,52.683621,51.032147,49.088208,46.888364,44.477192,41.907539,39.240885,36.547727,33.907798,31.409529,29.147736,27.217874,
 ,85,40.658784,42.564576,44.489797,46.373208,48.156286,49.784942,51.210673,52.391332,53.291638,53.883534,54.146425,54.067350,53.641095,52.870272,51.765370,50.344792,48.634914,46.670154,44.493107,42.154727,39.714544,37.240806,34.810295,32.507259,30.420563,28.637814,
 ,90,38.456877,40.221395,42.049985,43.879468,45.648487,47.299719,48.781317,50.047834,51.060796,51.789080,52.209152,52.305231,52.069401,51.501686,50.610107,49.410730,47.927718,46.193403,44.248380,42.141621,39.930548,37.680944,35.466417,33.366897,31.465410,29.842212,
 ,95,36.376368,37.975752,39.683054,41.433771,43.164008,44.813337,46.326643,47.655259,48.757639,49.599755,50.155334,50.406001,50.341376,49.959136,49.265064,48.273095,47.005356,45.492223,43.772375,41.892822,39.908847,37.883692,35.887711,33.996509,32.287440,30.833831,
 ,100,34.468691,35.882814,37.447060,39.096430,40.764908,42.389134,43.910799,45.278080,46.446453,47.379128,48.047279,48.430165,48.515195,48.297965,47.782290,46.980231,45.912122,44.606596,43.100589,41.439290,39.675935,37.871286,36.092502,34.410973,32.898606,31.622180,
 ,105,32.783008,33.995589,35.397944,36.925668,38.511207,40.088530,41.596225,42.979360,44.190491,45.190177,45.947204,46.438672,46.650026,46.575060,46.215911,45.583070,44.695373,43.579996,42.272403,40.816203,39.262805,37.670690,36.104018,34.630184,33.315941,32.221880,
