Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,
 ,60,58.775229,59.908190,60.699782,61.142706,61.235312,60.981580,60.390985,59.478242,58.262961,56.769182,55.024830,53.061080,50.911658,48.612076,46.198833,43.708589,41.177329,38.639552,36.127492,33.670422,31.294051,29.020084,26.865956,24.844817,22.965760,21.234340,19.653326,18.223624,16.945232,15.818038,14.842247,14.018232,13.345708,12.822304,12.441871,12.193062,12.058735,12.016465,12.040037,12.101460,12.173011,12.228926,12.246620,12.207440,12.097051,11.905565,11.627489,11.261550,10.810436,10.280476,9.681285,9.025384,
 ,65,57.453311,58.655632,59.531021,60.071368,60.273916,60.141248,59.681174,58.906510,57.834755,56.487670,54.890773,53.072748,51.064792,48.899913,46.612177,44.235947,41.805117,39.352362,36.908440,34.501563,32.156869,29.896042,27.737089,25.694326,23.778585,21.997639,20.356821,18.859766,17.509179,16.307446,15.256943,14.359825,13.617235,13.027948,12.586780,12.283224,12.100869,12.017894,12.008543,12.045153,12.100215,12.148103,12.166297,12.136140,12.043212,11.877446,11.633058,11.308375,10.905575,10.430381,9.891716,9.301346,
 ,70,56.030719,57.314128,58.286836,58.939462,59.267642,59.272045,58.958294,58.336782,57.422402,56.234170,54.794780,53.130075,51.268458,49.240251,47.077017,44.810868,42.473765,40.096845,37.709781,35.340216,33.013282,30.751239,28.573257,26.495367,24.530589,22.689233,20.979365,19.407369,17.978537,16.697537,15.568632,14.595482,13.780413,13.123202,12.619601,12.260048,12.029068,11.905710,11.864950,11.879689,11.922811,11.968923,11.995598,11.984130,11.919896,11.792467,11.595530,11.326705,10.987300,10.582008,10.118575,9.607440,
 ,75,54.544978,55.923193,57.007756,57.787496,58.255924,58.411286,58.256535,57.799200,57.051173,56.028406,54.750524,53.240375,51.523510,49.627613,47.581902,45.416497,43.161789,40.847824,38.503707,36.157071,33.833609,31.556707,29.347189,27.223193,25.200198,23.291186,21.506953,19.856498,18.347458,16.986475,15.779363,14.730953,13.844491,13.120587,12.555899,12.141915,11.864331,11.703364,11.635030,11.633044,11.670843,11.723329,11.768120,11.786317,11.762873,11.686694,11.550565,11.350979,11.087894,10.764450,10.386655,9.963030,
 ,80,53.036829,54.523827,55.733948,56.653718,57.274044,57.590321,57.602462,57.314833,56.736113,55.879058,54.760197,53.399448,51.819675,50.046190,48.106210,46.028292,43.841746,41.576051,39.260292,36.922625,34.589805,32.286773,30.036341,27.858981,25.772730,23.793219,21.933828,20.205925,18.619178,17.181832,15.900876,14.781958,13.828942,13.043074,12.421844,11.957880,11.638265,11.444695,11.354541,11.342584,11.382951,11.450840,11.523784,11.582446,11.611013,11.597314,11.532772,11.412256,11.233869,10.998701,10.710546,10.375595,
 ,85,51.546768,53.154863,54.501483,55.570421,56.349619,56.831345,57.012280,56.893533,56.480566,55.783037,54.814565,53.592416,52.137125,50.472051,48.622892,46.617152,44.483587,42.251635,39.950853,37.610366,35.258359,32.921609,30.625095,28.391685,26.241929,24.193953,22.263476,20.463923,18.806624,17.301037,15.954924,14.774371,13.763525,12.924008,12.254008,11.747294,11.392499,11.173061,11.067999,11.053395,11.104174,11.195777,11.305458,11.413121,11.501783,11.557749,11.570620,11.533202,11.441352,11.293792,11.091889,10.839400,
 ,90,50.111311,51.849239,53.338763,54.560674,55.499781,56.145152,56.490271,56.533114,56.276149,55.726238,54.894467,53.795885,52.449179,50.876270,49.101859,47.152916,45.058134,42.847360,40.551012,38.199497,35.822653,33.449222,31.106376,28.819309,26.610919,24.501584,22.509052,20.648447,18.932372,17.371094,15.972741,14.743431,13.687217,12.805762,12.097701,11.557822,11.176334,10.938576,10.825451,10.814542,10.881670,11.002470,11.153723,11.314282,11.465643,11.592233,11.681515,11.723985,11.713107,11.645197,11.519273,11.336873,
 ,95,48.759371,50.630650,52.263609,53.635986,54.729519,55.530241,56.028691,56.220053,56.104204,55.685671,54.973506,53.981067,52.725722,51.228480,49.513539,47.607791,45.540270,43.341563,41.043205,38.677053,36.274679,33.866777,31.482612,29.149523,26.892504,24.733874,22.693061,20.786500,19.027669,17.427231,15.993260,14.731485,13.645433,12.736390,12.003057,11.440952,11.041706,10.792578,10.676485,10.672707,10.758101,10.908551,11.100308,11.311047,11.520589,11.711350,11.868583,11.980491,12.038252,12.035984,11.970659,11.841969,
 ,100,47.509254,49.511109,51.281501,52.795313,54.031504,54.973448,55.609181,55.931588,55.938480,55.632595,55.021498,54.117394,52.936843,51.500403,49.832189,47.959367,45.911587,43.720378,41.418504,39.039306,36.616034,34.181203,31.765964,29.399531,27.108674,24.917292,22.846097,20.912431,19.130226,17.510114,16.059681,14.783814,13.685049,12.763808,12.018383,11.444593,11.035191,10.779224,10.661696,10.663789,10.763673,10.937733,11.161891,11.412787,11.668693,11.910148,12.120369,12.285488,12.394682,12.440206,12.417358,12.324387,
 ,105,46.366790,48.489862,50.385333,52.025646,53.387469,54.452042,55.205461,55.638880,55.748620,55.536184,55.008178,54.176134,53.056239,51.668971,50.038661,48.192970,46.162312,43.979219,41.677668,39.292384,36.858128,34.408996,31.977729,29.595072,27.289180,25.085116,23.004443,21.064959,19.280593,17.661489,16.214286,14.942571,13.847424,12.927936,12.181518,11.603864,11.188506,10.926112,10.803821,10.804979,10.909486,11.094700,11.336680,11.611448,11.896096,12.169627,12.413551,12.612266,12.753285,12.827348,12.828424,12.753651,
 ,110,45.325002,47.553918,49.556759,51.304104,52.770921,53.936922,54.786862,55.310743,55.503940,55.367227,54.906700,54.133611,53.064091,51.718789,50.122420,48.303233,46.292416,44.123439,41.831351,39.452048,37.021528,34.575134,32.146816,29.768423,27.469042,25.274415,23.206456,21.282914,19.517212,17.918523,16.492087,15.239780,14.160868,13.252792,12.511806,11.933218,11.511139,11.237754,11.102408,11.090894,11.185301,11.364549,11.605437,11.883946,12.176498,12.461008,12.717673,12.929511,13.082702,13.166770,13.174633,13.102568,
 ,115,44.365426,46.680146,48.768945,50.601177,52.150736,53.396412,54.322180,54.917415,55.177015,55.101431,54.696596,53.973749,52.949161,51.643769,50.082710,48.294786,46.311842,44.168098,41.899420,39.542560,37.134375,34.711032,32.307219,29.955385,27.685011,25.521964,23.487946,21.600104,19.870840,18.307897,16.914759,15.691354,14.635019,13.741543,13.006064,12.423559,11.988732,11.695296,11.534861,11.495863,11.562953,11.717120,11.936498,12.197619,12.476781,12.751283,13.000416,13.206165,13.353671,13.431496,13.431728,13.349969,
 ,120,43.460902,45.838583,47.990232,49.884601,51.495094,52.800112,53.783336,54.433939,54.746700,54.722040,54.365941,53.689772,52.710011,51.447867,49.928815,48.182039,46.239815,44.136809,41.909344,39.594608,37.229849,34.851540,32.494557,30.191361,27.971226,25.859539,23.877202,22.040225,20.359548,18.841184,17.486731,16.294240,15.259366,14.376607,13.640383,13.045660,12.587925,12.262469,12.063154,11.981087,12.003642,12.114203,12.292696,12.516722,12.762965,13.008576,13.232337,13.415534,13.542545,13.601199,13.582935,13.482828,
 ,125,42.579321,44.996395,47.188153,49.123287,50.775201,52.122340,53.148462,53.842835,54.200357,54.221577,53.912614,53.284977,52.355284,51.144879,49.679360,47.988021,46.103214,44.059654,41.893655,39.642332,37.342767,35.031152,32.741930,30.506947,28.354648,26.309349,24.390642,22.613004,20.985686,19.512956,18.194747,17.027666,16.006281,15.124456,14.376491,13.757784,13.264827,12.894494,12.642763,12.503253,12.466002,12.516904,12.637960,12.808244,13.005278,13.206504,13.390588,13.538445,13.633965,13.664458,13.620886,13.497928,
 ,130,41.687728,44.121877,46.333218,48.290809,49.968420,51.344843,52.404150,53.135878,53.535143,53.602648,53.344604,52.772541,51.903026,50.757280,49.360697,47.742291,45.934049,43.970231,41.886602,39.719621,37.505593,35.279801,33.075629,30.923704,28.851095,26.880593,25.030168,23.312638,21.735666,20.302121,19.010831,17.857693,16.836985,15.942698,15.169626,14.513995,13.973442,13.546329,13.230499,13.021779,12.912645,12.891441,12.942373,13.046276,13.181895,13.327368,13.461630,13.565563,13.622837,13.620464,13.549096,13.403144,
 ,135,40.756153,43.187973,45.402062,47.368127,49.060531,50.458581,51.546760,52.314909,52.758324,52.877757,52.679336,52.174369,51.379064,50.314145,49.004378,47.478012,45.766145,43.902018,41.920254,39.856046,37.744314,35.618838,33.511395,31.450925,29.462758,27.567963,25.782876,24.118874,22.582477,21.175799,19.897363,18.743203,17.708121,16.786917,15.975368,15.270776,14.671938,14.178516,13.789879,13.503685,13.314522,13.213000,13.185543,13.214939,13.281469,13.364341,13.443132,13.499023,13.515748,13.480242,13.383016,13.218336,
 ,140,39.760756,42.174983,44.379688,46.345358,48.047029,49.464536,50.582734,51.391661,51.886618,52.068174,51.942071,51.519038,50.814510,49.848251,48.643889,47.228368,45.631327,43.884407,42.020504,40.072983,38.074851,36.057925,34.052011,32.084120,30.177772,28.352425,26.623102,25.000263,23.489977,22.094413,20.812631,19.641602,18.577328,17.615920,16.754433,15.991340,15.326499,14.760612,14.294208,13.926362,13.653402,13.467956,13.358591,13.310149,13.304698,13.322849,13.345172,13.353478,13.331847,13.267354,13.150531,12.975602,
 ,145,38.686010,41.072287,43.260724,45.222561,46.933422,48.373540,49.527952,50.386642,50.944615,51.201895,51.163432,50.838921,50.242529,49.392537,48.310889,47.022671,45.555510,43.938917,42.203571,40.380573,38.500669,36.593473,34.686714,32.805530,30.971858,29.203956,27.516113,25.918579,24.417762,23.016686,21.715695,20.513323,19.407247,18.395180,17.475582,16.648055,15.913345,15.272904,14.728052,14.278870,13.923044,13.654929,13.465092,13.340457,13.265055,13.221177,13.190708,13.156399,13.102934,13.017732,12.891473,12.718397,
 ,150,37.525882,39.879064,42.049691,44.009546,45.734595,47.205178,48.406174,49.327134,49.962343,50.310817,50.376223,50.166704,49.694633,48.976273,48.031365,46.882640,45.555257,44.076200,42.473612,40.776108,39.012067,37.208932,35.392531,33.586462,31.811558,30.085488,28.422504,26.833397,25.325649,23.903816,22.570082,21.324966,20.168083,19.098869,18.117174,17.223608,16.419588,15.707026,15.087676,14.562244,14.129392,13.784886,13.521086,13.326948,13.188555,13.090079,13.014976,12.947193,12.872238,12.778015,12.655409,12.498637,
 ,155,36.284031,38.604077,40.760357,42.724799,44.473293,45.985834,47.246673,48.244427,48.972146,49.427313,49.611778,49.531613,49.196893,48.621397,47.822241,46.819436,45.635395,44.294380,42.821912,41.244151,39.587270,37.876826,36.137165,34.390870,32.658294,30.957188,29.302465,27.706117,26.177296,24.722569,23.346321,22.051276,20.839082,19.710887,18.667826,17.711348,16.843313,16.065811,15.380709,14.788975,14.289878,13.880251,13.553984,13.301911,13.112146,12.970832,12.863145,12.774389,12.691016,12.601461,12.496754,12.370913,
 ,160,34.973151,37.264620,39.414278,41.393611,43.177836,44.746021,46.081198,47.170479,48.005115,48.580522,48.896233,48.955794,48.766582,48.339563,47.688977,46.831961,45.788120,44.579045,43.227793,41.758347,40.195052,38.562060,36.882790,35.179430,33.472486,31.780427,30.119409,28.503135,26.942834,25.447376,24.023516,22.676247,21.409220,20.225187,19.126417,18.115001,17.193012,16.362457,15.625015,14.981575,14.431644,13.972749,13.599973,13.305764,13.080106,12.911038,12.785457,12.690040,12.612167,12.540719,12.466693,12.383616,
 ,165,33.613582,35.884743,38.038640,40.045527,41.879218,43.517152,44.940507,46.134289,47.087423,47.792786,48.247204,48.451381,48.409776,48.130412,47.624627,46.906756,45.993774,44.904880,43.661040,42.284511,40.798335,39.225827,37.590078,35.913468,34.217228,32.521046,30.842756,29.198102,27.600612,26.061580,24.590154,23.193536,21.877258,20.645515,19.501513,18.447770,17.486342,16.618895,15.846627,15.170013,14.588416,14.099645,13.699558,13.381833,13.137998,12.957749,12.829518,12.741215,12.681005,12.638035,12.603036,12.568750,
 ,170,32.231309,34.492895,36.663532,38.711304,40.607781,42.328050,43.850798,45.158408,46.237048,47.076742,47.671389,48.018748,48.120356,47.981396,47.610500,47.019501,46.223118,45.238606,44.085349,42.784423,41.358132,39.829523,38.221899,36.558334,34.861215,33.151805,31.449871,29.773360,28.138169,26.557993,25.044280,23.606288,22.251239,20.984555,19.810145,18.730717,17.748051,16.863197,16.076565,15.387860,14.795899,14.298315,13.891258,13.569152,13.324624,13.148636,13.030852,12.960166,12.925333,12.915606,12.921299,12.934240,
 ,175,30.855517,33.119133,35.318866,37.419597,39.389807,41.201551,42.830508,44.256061,45.461389,46.433550,47.163533,47.646270,47.880601,47.869181,47.618332,47.137836,46.440665,45.542669,44.462200,43.219706,41.837282,40.338195,38.746395,37.086012,35.380870,33.654000,31.927206,30.220654,28.552540,26.938828,25.393074,23.926363,22.547351,21.262408,20.075867,18.990328,18.006991,17.125975,16.346553,15.667287,15.086019,14.599747,14.204414,13.894688,13.663816,13.503618,13.404661,13.356603,13.348668,13.370179,13.411081,13.462412,
 ,180,29.515852,31.792117,34.031198,36.193755,38.244423,40.151703,41.887943,43.429377,44.756194,45.852615,46.706955,47.311653,47.663261,47.762376,47.613523,47.224973,46.608505,45.779105,44.754621,43.555355,42.203628,40.723300,39.139261,37.476919,35.761662,34.018339,32.270753,30.541178,28.849933,27.215016,25.651814,24.172930,22.788116,21.504345,20.326010,19.255238,18.292285,17.435965,16.684051,16.033584,15.481053,15.022422,14.653022,14.367367,14.158959,14.020172,13.942267,13.915567,13.929785,13.974450,14.039380,14.115145,
 ,185,28.239625,30.536190,32.820836,35.049122,37.181287,39.181993,41.020189,42.669059,44.106035,45.312845,46.275552,46.984586,47.434733,47.625082,47.558916,47.243544,46.690070,45.913109,44.930438,43.762596,42.432439,40.964654,39.385231,37.720927,35.998693,34.245110,32.485823,30.744995,29.044788,27.404902,25.842191,24.370372,22.999871,21.737822,20.588235,19.552330,18.629007,17.815403,17.107459,16.500414,15.989156,15.568399,15.232665,14.976129,14.792389,14.674258,14.613646,14.601584,14.628417,14.684122,14.758717,14.842711,
 ,190,27.049273,29.368914,31.699651,33.991320,36.199492,38.284982,40.213525,41.955578,43.486242,44.785238,45.836911,46.630236,47.158794,47.420717,47.418569,47.159188,46.653449,45.915980,44.964809,43.820966,42.508022,41.051588,39.478781,37.817649,36.096579,34.343684,32.586187,30.849811,29.158183,27.532282,25.989955,24.545539,23.209614,21.988956,20.886694,19.902686,19.034097,18.276105,17.622635,17.067041,16.602606,16.222831,15.921487,15.692465,15.529511,15.425928,15.374349,15.366638,15.393952,15.446969,15.516226,15.592539,
 ,195,25.960425,28.299471,30.670005,33.015846,35.287916,37.443428,39.445284,41.261692,42.865948,44.236320,45.355995,46.213039,46.800356,47.115607,47.161088,46.943554,46.473983,45.767283,44.841933,43.719572,42.424534,40.983332,39.424106,37.776024,36.068665,34.331367,32.592564,30.879109,29.215613,27.623807,26.121974,24.724481,23.441485,22.278855,21.238358,20.318127,19.513360,18.817197,18.221624,17.718295,17.299152,16.956770,16.684439,16.475991,16.325492,16.226871,16.173600,16.158493,16.173678,16.210730,16.260955,16.315768,
 ,200,24.980932,27.328268,29.725048,32.109111,34.426994,36.632711,38.686822,40.555816,42.211722,43.631890,44.798861,45.700276,46.328797,46.682006,46.762263,46.576514,46.136049,45.456194,44.555947,43.457555,42.186040,40.768672,39.234397,37.613224,35.935575,34.231604,32.530481,30.859669,29.244188,27.705911,26.262925,24.929012,23.713336,22.620381,21.650216,20.799083,20.060247,19.425022,18.883812,18.427017,18.045703,17.731966,17.478981,17.280808,17.132030,17.027330,16.961108,16.927209,16.918822,16.928550,16.948633,16.971299,
 ,205,24.111103,26.447866,28.850366,31.250753,33.591579,35.824116,37.907068,39.805690,41.491222,42.940545,44.135966,45.065071,45.720603,46.100331,46.206885,46.047551,45.634009,44.982017,44.111037,43.043804,41.805837,40.424906,38.930444,37.352914,35.723137,34.071574,32.427576,30.818609,29.269463,27.801508,26.432006,25.173594,24.033990,23.016008,22.117939,21.334266,20.656656,20.075090,19.578967,19.158036,18.803048,18.506084,18.260568,18.061037,17.902743,17.781204,17.691782,17.629379,17.588277,17.562170,17.544336,17.527956,
 ,210,23.345132,25.645110,28.026687,30.416787,32.754383,34.988405,37.076091,38.981834,40.676438,42.136630,43.344765,44.288609,44.961175,45.360551,45.489716,45.356309,44.972355,44.353936,43.520807,42.495953,41.305095,39.976143,38.538598,37.022901,35.459740,33.879305,32.310508,30.780174,29.312228,27.926925,26.640182,25.463092,24.401714,23.457198,22.626280,21.902122,21.275382,20.735383,20.271201,19.872560,19.530421,19.237255,18.987016,18.774884,18.596863,18.449322,18.328573,18.230544,18.150607,18.083558,18.023770,17.965466,
 ,215,22.673444,24.904026,27.233142,29.583026,31.889412,34.099148,36.168230,38.060400,39.746207,41.202389,42.411475,43.361502,44.045794,44.462756,44.615655,44.512372,44.165110,43.590048,42.806948,41.838708,40.710854,39.450987,38.088175,36.652290,35.173300,33.680513,32.201778,30.762674,29.385703,28.089547,26.888459,25.791862,24.804242,23.925395,23.151017,22.473602,21.883527,21.370177,20.922966,20.532138,20.189283,19.887550,19.621598,19.387332,19.181516,19.001339,18.844006,18.706417,18.584984,18.475595,18.373731,18.274706,
 ,220,22.085446,24.208936,26.450485,28.728251,30.974958,33.135446,35.164500,37.025219,38.687898,40.129269,41.331997,42.284322,42.979773,43.416925,43.599144,43.534313,43.234522,42.715711,41.997267,41.101565,40.053459,38.879726,37.608446,36.268348,34.888093,33.495522,32.116878,30.776014,29.493635,28.286631,27.167554,26.144329,25.220257,24.394337,23.661917,23.015568,22.446118,21.943670,21.498517,21.101835,20.746127,20.425390,20.135061,19.871778,19.633022,19.416729,19.220912,19.043361,18.881464,18.732157,18.592010,18.457447,
 ,225,21.572088,23.547235,25.663827,27.836735,29.995826,32.083833,34.054139,35.868997,37.498241,38.918391,40.112031,41.067365,41.777871,42.242001,42.462893,42.448073,42.209118,41.761295,41.123143,40.316014,39.363566,38.291202,37.125469,35.893402,34.621840,33.336694,32.062216,30.820268,29.629648,28.505513,27.458970,26.496888,25.621971,24.833129,24.126089,23.494215,22.929413,22.423027,21.966616,21.552556,21.174415,20.827108,20.506849,20.210954,19.937540,19.685187,19.452611,19.238391,19.040802,18.857755,18.686862,18.525622,
 ,230,21.127733,22.911404,24.864550,26.899920,28.944714,30.939318,32.835321,34.593696,36.183387,37.580283,38.766477,39.729727,40.463036,40.964298,41.235972,41.284749,41.121203,40.759416,40.216558,39.512430,38.668965,37.709685,36.659114,35.542167,34.383489,33.206795,32.034199,30.885574,29.777968,28.725142,27.737240,26.820684,25.978269,25.209515,24.511204,23.878079,23.303604,22.780717,22.302487,21.862625,21.455819,21.077885,20.725753,20.397325,20.091240,19.806599,19.542689,19.298753,19.073836,18.866718,18.675961,18.500051,
 ,235,20.750993,22.300041,24.051300,25.917216,27.822747,29.705644,31.515123,33.210207,34.758281,36.133956,37.318213,38.297764,39.064557,39.615353,39.951361,40.077877,40.003919,39.741841,39.306920,38.716910,37.991563,37.152111,36.220724,35.219940,34.172071,33.098613,32.019655,30.953338,29.915363,28.918607,27.972867,27.084773,26.257873,25.492910,24.788254,24.140453,23.544847,22.996175,22.489126,22.018779,21.580916,21.172179,20.790113,20.433075,20.100084,19.790607,19.504349,19.241056,19.000386,18.781834,18.584758,18.408479,
 ,240,20.444458,21.717863,23.230066,24.896000,26.639290,28.394867,30.108854,31.737424,33.245471,34.605427,35.796319,36.803028,37.615703,38.229282,38.643077,38.860380,38.888089,38.736320,38.418001,37.948450,37.344921,36.626135,35.811778,34.921996,33.976870,32.995901,31.997502,30.998535,30.013895,29.056181,28.135461,27.259180,26.432189,25.656923,24.933710,24.261169,23.636683,23.056876,22.518066,22.016658,21.549436,21.113754,20.707620,20.329690,19.979180,19.655738,19.359284,19.089866,18.847540,18.632301,18.444083,18.282810,
 ,245,20.213460,21.174775,22.413471,23.850938,25.411183,27.026415,28.638905,30.200853,31.673448,33.025782,34.233857,35.279752,36.150956,36.839816,37.343067,37.661414,37.799137,37.763706,37.565393,37.216864,36.732773,36.129326,35.423841,34.634293,33.778858,32.875463,31.941345,30.992646,30.044037,29.108417,28.196677,27.317558,26.477616,25.681289,24.931073,24.227787,23.570903,22.958911,22.389696,21.860880,21.370112,20.915290,20.494704,20.107096,19.751660,19.427979,19.135938,18.875619,18.647203,18.450903,18.286937,18.155538,
 ,250,20.064206,20.684209,21.619414,22.802793,24.161524,25.625752,27.133217,28.630834,30.074609,31.428862,32.665282,33.762038,34.703022,35.477214,36.078152,36.503468,36.754475,36.835777,36.754880,36.521824,36.148784,35.649690,35.039818,34.335388,33.553155,32.710003,31.822555,30.906787,29.977688,29.048946,28.132689,27.239295,26.377270,25.553214,24.771875,24.036277,23.347936,22.707121,22.113150,21.564700,21.060097,20.597567,20.175435,19.792269,19.446950,19.138698,18.867042,18.631770,18.432857,18.270400,18.144570,18.055587,
