Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,
 ,50,40.393986,42.163416,44.024145,45.823351,47.371989,48.493326,49.066344,49.054251,48.512787,47.575763,46.418509,45.206049,44.041638,42.937117,41.820334,40.576380,39.102273,37.352052,35.359068,33.233859,31.142959,29.276174,27.809697,26.871683,26.516607,26.713902,27.353483,28.266093,29.253157,30.120405,30.710041,30.926233,30.748541,30.228632,29.468197,28.581545,27.654678,26.719402,25.757897,24.737494,23.657779,22.585462,21.657195,21.041179,20.868148,21.172036,21.887171,22.901942,24.117966,25.470528,26.906764,28.347200,
 ,55,38.358659,39.964048,41.681409,43.361947,44.825213,45.905298,46.490632,46.549459,46.136663,45.379571,44.443018,43.479753,42.581136,41.748929,40.902955,39.921409,38.694169,37.167151,35.365095,33.391014,31.406856,29.602054,28.156762,27.206549,26.815624,26.964850,27.556929,28.435837,29.414804,30.307806,30.960359,31.274945,31.225523,30.855759,30.258033,29.536000,28.762461,27.951709,27.062780,26.034367,24.834696,23.503753,22.170230,21.032444,20.300116,20.114648,20.497308,21.368277,22.613023,24.130788,25.834001,27.617480,
 ,60,36.947601,38.386807,39.936392,41.451943,42.763764,43.720857,44.226761,44.261132,43.884012,43.220895,42.428758,41.648679,40.959347,40.351365,39.736112,38.985473,37.983458,36.669096,35.059036,33.248099,31.391682,29.675780,28.280767,27.345730,26.941099,27.056522,27.606171,28.447560,29.407642,30.311741,31.012305,31.413612,31.486897,31.269960,30.847423,30.313683,29.730031,29.095522,28.348736,27.401881,26.191313,24.723088,23.098214,21.509688,20.206084,19.421287,19.293118,19.825228,20.923947,22.464709,24.323223,26.363090,
 ,65,36.132829,37.446126,38.846439,40.191747,41.322775,42.105342,42.462265,42.390457,41.961528,41.304830,40.573437,39.898640,39.346781,38.897148,38.453076,37.881508,37.062621,35.930574,34.495180,32.843073,31.121689,29.510914,28.187796,27.291001,26.893312,26.989803,27.503743,28.305263,29.235810,30.134353,30.863535,31.332945,31.514263,31.441943,31.194757,30.859469,30.487696,30.065725,29.514918,28.724682,27.602594,26.120978,24.345811,22.442566,20.657256,19.269672,18.519369,18.529868,19.284464,20.670854,22.538232,24.716517,
 ,70,35.795973,37.058253,38.368832,39.583866,40.551114,41.151660,41.328581,41.099544,40.552948,39.827627,39.077462,38.427046,37.932029,37.561538,37.212459,36.749248,36.051306,35.050927,33.753304,32.237760,30.643080,29.140878,27.901623,27.059682,26.686148,26.777708,27.263548,28.024379,28.915698,29.791373,30.526848,31.040317,31.307202,31.361414,31.278076,31.138115,30.985322,30.795604,30.476348,29.898239,28.944584,27.557897,25.770119,23.712079,21.603178,19.722425,18.358590,17.739847,17.967210,18.998965,20.693294,22.856474,
 ,75,35.758002,37.061908,38.369936,39.531448,40.395798,40.854578,40.868256,40.474979,39.782130,38.941785,38.112711,37.416240,36.899987,36.525322,36.185547,35.746275,35.090357,34.152426,32.936515,31.516709,30.023467,28.618742,27.463642,26.684589,26.346974,26.445083,26.910333,27.631080,28.475221,29.311553,30.029976,30.560070,30.884182,31.038658,31.097388,31.137390,31.196437,31.242265,31.171307,30.839508,30.110669,28.902615,27.217849,25.154399,22.898574,20.703640,18.856953,17.633634,17.235227,17.732347,19.051246,21.010964,
 ,80,35.820160,37.257668,38.659161,39.863112,40.714865,41.110265,41.021544,40.503456,39.680801,38.719424,37.784836,36.997497,36.399521,35.947343,35.534147,35.031040,34.329421,33.371647,32.165494,30.783446,29.349441,28.015564,26.931619,26.212956,25.915544,26.027375,26.478232,27.160572,27.951986,28.734913,29.414144,29.932568,30.282256,30.504914,30.675744,30.869863,31.120769,31.390027,31.565885,31.493290,31.021153,30.047814,28.551783,26.603320,24.358271,22.038675,19.905724,18.228810,17.248290,17.126209,17.896369,19.449496,
 ,85,35.799241,37.447896,39.031054,40.373861,41.313260,41.743457,41.642008,41.074426,40.178545,39.131435,38.104483,37.217646,36.508747,35.931188,35.380714,34.737638,33.906813,32.844178,31.567362,30.152610,28.721040,27.416409,26.376648,25.703893,25.441673,25.568273,26.008205,26.654255,27.390207,28.109600,28.731137,29.211748,29.555257,29.811341,30.058992,30.373418,30.785485,31.252388,31.656713,31.835948,31.628558,30.918425,29.665369,27.917283,25.804689,23.521612,21.298803,19.376539,17.981629,17.303841,17.459120,18.444405,
 ,90,35.549265,37.464764,39.299321,40.863888,41.984263,42.548447,42.533548,42.009762,41.122487,40.055795,38.984234,38.025906,37.213961,36.498953,35.779864,34.947776,33.924052,32.683047,31.258437,29.736761,28.241920,26.913027,25.877544,25.223862,24.981305,25.116021,25.544289,26.155690,26.836309,27.487220,28.038622,28.460753,28.770068,29.026104,29.313769,29.710169,30.244988,30.872626,31.472326,31.877508,31.920563,31.475862,30.489628,28.992406,27.094376,24.966456,22.812527,20.840856,19.243810,18.189291,17.812344,18.186535,
 ,95,34.970677,37.184430,39.316747,41.164704,42.541656,43.326339,43.490891,43.104882,42.316012,41.310884,40.263972,39.289518,38.414760,37.586244,36.704811,35.671149,34.423169,32.955791,31.323245,29.628558,28.005006,26.592642,25.512137,24.839783,24.590825,24.718390,25.128768,25.705553,26.333386,26.916722,27.393626,27.745359,28.000396,28.228879,28.522992,28.963049,29.578631,30.322605,31.072955,31.662327,31.921430,31.720155,30.996243,29.767683,28.128720,26.231468,24.257469,22.386957,20.776653,19.554965,18.830809,18.694239,
 ,100,34.011631,36.531260,38.983263,41.151959,42.838122,43.909476,44.329950,44.164257,43.557910,42.696069,41.750220,40.828954,39.952356,39.061413,38.056368,36.844390,35.377179,33.669094,31.796331,29.882433,28.075885,26.523967,25.345997,24.610108,24.319902,24.416680,24.796716,25.336140,25.915146,26.437448,26.844611,27.125304,27.317818,27.502133,27.777857,28.228910,28.885161,29.698679,30.547907,31.267819,31.691856,31.690656,31.198858,30.226845,28.857140,27.226684,25.498349,23.828783,22.343865,21.133136,20.264675,19.804257,
 ,105,32.665402,35.476650,38.246813,40.749145,42.772606,44.173267,44.904765,45.023781,44.670029,44.023951,43.251687,42.454848,41.645535,40.757887,39.689048,38.348908,36.698661,34.768504,32.654871,30.502705,28.479144,26.743910,25.420822,24.575327,24.203973,24.239705,24.570857,25.066415,25.600460,26.072562,26.423373,26.644565,26.780689,26.919220,27.165810,27.607068,28.272462,29.113117,30.008945,30.799865,31.326252,31.464844,31.152944,30.398758,29.277629,27.914867,26.457688,25.042659,23.769830,22.695791,21.849544,21.259417,
 ,110,30.966330,34.035518,37.100771,39.926416,42.291112,44.039599,45.114152,45.561209,45.511906,45.139328,44.602395,43.994786,43.320151,42.504929,41.441142,40.037929,38.261456,36.153062,33.825647,31.443660,29.193413,27.249947,25.746211,24.750553,24.258239,24.199178,24.457960,24.898820,25.389886,25.824514,26.138717,26.322693,26.422956,26.530894,26.755380,27.183353,27.841843,28.679616,29.577850,30.382930,30.945591,31.153708,30.953236,30.356239,29.436147,28.310709,27.114545,25.967075,24.946627,24.082890,23.372383,22.807515,
 ,115,28.985348,32.261974,35.579964,38.697225,41.384301,43.475757,44.902358,45.698967,45.986097,45.927395,45.673032,45.308005,44.827232,44.148941,43.158550,41.761635,39.925298,37.697317,35.202505,32.621293,30.157386,28.001492,26.298153,25.122864,24.475128,24.287913,24.447849,24.818844,25.265282,25.674005,25.973921,26.149916,26.246153,26.353807,26.581258,27.012358,27.668500,28.493310,29.367368,30.143192,30.683565,30.891326,30.726605,30.211647,29.424055,28.479047,27.502431,26.599615,25.830864,25.204277,24.690840,24.253328,
 ,120,26.825183,30.244570,33.756068,37.114034,40.083670,42.491282,44.256802,45.402987,46.038369,46.315546,46.374653,46.291334,46.051549,45.564989,44.709436,43.384752,41.555650,39.272156,36.666503,33.931004,31.283715,28.929511,27.024829,25.654484,24.826187,24.481497,24.515442,24.797566,25.192722,25.582894,25.889004,26.087876,26.217608,26.365228,26.634825,27.103522,27.783454,28.609459,29.458077,30.185325,30.665058,30.816429,30.617522,30.106375,29.371114,28.530382,27.706090,26.993682,26.439423,26.034950,25.732340,25.471942,
 ,125,24.614414,28.100646,31.732248,35.263280,38.456920,41.133797,43.204442,44.679719,45.655443,46.271987,46.658369,46.880227,46.914312,46.661557,45.991414,44.796447,43.036352,40.759864,38.102573,35.264631,32.474966,29.950132,27.857218,26.290517,25.267775,24.742963,24.625273,24.796554,25.127986,25.500261,25.827122,26.075875,26.275747,26.506350,26.864291,27.416962,28.164180,29.028482,29.878177,30.568286,30.979890,31.046429,30.764530,30.191281,29.430512,28.610272,27.854352,27.253485,26.845113,26.610251,26.489000,26.406880,
 ,130,22.498299,25.968345,29.636096,33.259088,36.602323,39.483968,41.807280,43.572154,44.861563,45.802899,46.513174,47.047396,47.372824,47.381488,46.934086,45.914787,44.276265,42.063059,39.410595,36.523139,33.637035,30.977673,28.720689,26.968522,25.748690,25.029138,24.737363,24.773929,25.023249,25.369998,25.723221,26.040547,26.340505,26.692853,27.184432,27.871019,28.738317,29.694126,30.594794,31.289241,31.660046,31.649843,31.270602,30.597916,29.753450,28.878789,28.104855,27.523447,27.169471,27.020453,27.012629,27.065364,
 ,135,20.622804,23.993696,27.609039,31.234442,34.641257,37.649086,40.156787,42.154947,43.714219,44.948714,45.962797,46.800275,47.418650,47.700983,47.499053,46.687972,45.211952,43.109041,40.511510,37.624423,34.688305,31.934509,29.544742,27.627360,26.217751,25.297121,24.813173,24.690387,24.833652,25.138306,25.512783,25.906175,26.325401,26.828700,27.491727,28.357888,29.398373,30.505318,31.520688,32.282954,32.670229,32.627723,32.176715,31.406954,30.455935,29.479202,28.617343,27.967540,27.568190,27.401139,27.408256,27.513283,
 ,140,19.108340,22.309749,25.789805,29.327998,32.707537,35.754298,38.366564,40.528182,42.298788,43.779498,45.061724,46.177666,47.074877,47.627517,47.678546,47.093789,45.808091,43.851288,41.350045,38.507334,35.564906,32.757328,30.269814,28.213953,26.630017,25.509828,24.820737,24.514388,24.522928,24.760060,25.139279,25.603603,26.148317,26.819095,27.679632,28.761056,30.020751,31.335620,32.532365,33.436140,33.915719,33.912537,33.450235,32.626173,31.588352,30.502691,29.517860,28.737027,28.205186,27.914586,27.822046,27.867679,
 ,145,18.015470,21.007500,24.290668,27.664966,30.932066,33.930201,36.562197,38.808961,40.721481,42.388966,43.890113,45.245423,46.392502,47.196890,47.493135,47.137970,46.056515,44.269253,41.895334,39.133193,36.223165,33.400468,30.851310,28.687683,26.951151,25.640080,24.738559,24.226147,24.067766,24.203716,24.559801,25.076913,25.739587,26.580391,27.650672,28.969836,30.482841,32.052742,33.491369,34.609242,35.262520,35.383842,34.992998,34.188238,33.121510,31.963226,30.865238,29.933079,29.216553,28.719455,28.419029,28.282382,
 ,150,17.317354,20.106539,23.169926,26.333015,29.422499,32.295987,34.867361,37.119917,39.099771,40.886466,42.547047,44.090769,45.445676,46.469284,46.988502,46.851647,45.974306,44.367071,42.140242,39.485752,36.640236,33.837222,31.261540,29.022790,27.160029,25.673194,24.558187,23.820433,23.461009,23.454933,23.749101,24.287998,25.047395,26.046646,27.324503,28.889338,30.675318,32.533554,34.262281,35.657315,36.560428,36.892026,36.663255,35.967622,34.955058,33.794516,32.635186,31.579083,30.674946,29.933152,29.349593,28.922672,
 ,155,16.899920,19.541827,22.411433,25.359359,28.240911,30.939194,33.386184,35.574167,37.549677,39.386249,41.141490,42.814699,44.325335,45.523959,46.231083,46.287793,45.600944,44.171338,42.099719,39.570091,36.813514,34.059769,31.490137,29.209217,27.249849,25.608188,24.285526,23.308234,22.713912,22.519313,22.702569,23.219697,24.041178,25.173558,26.642699,28.446444,30.509732,32.673815,34.725141,36.445657,37.662187,38.280836,38.300761,37.806505,36.941364,35.868145,34.728562,33.615639,32.570108,31.600307,30.711974,29.929595,
 ,160,16.594347,19.178519,21.924145,24.699706,27.386889,29.896621,32.184313,34.257769,36.170127,37.993854,39.780589,41.522018,43.130795,44.452225,45.302219,45.516411,44.994373,43.727928,41.808248,39.410606,36.759103,34.078076,31.543362,29.252245,27.227988,25.457746,23.940929,22.717322,21.857580,21.424677,21.438838,21.878295,22.713986,23.940857,25.571439,27.593097,29.922742,32.393768,34.782931,36.859778,38.436537,39.404057,39.747356,39.539045,38.912497,38.021169,36.996191,35.917968,34.813866,33.681800,32.525738,31.383545,
 ,165,16.221723,18.847882,21.564626,24.246870,26.794731,29.143761,31.274057,33.213217,35.026515,36.790685,38.555752,40.309089,41.959161,43.348406,44.290550,44.618181,44.225739,43.097642,41.316259,39.048054,36.509377,33.917879,31.442422,29.171076,27.114729,25.246937,23.557934,22.091475,20.943471,20.223103,20.002663,20.296331,21.084787,22.354198,24.103246,26.308175,28.878416,31.641195,34.365750,36.811151,38.776096,40.136098,40.860846,41.009054,40.701932,40.081549,39.266781,38.323680,37.263308,36.067421,34.728243,33.282630,
 ,170,15.626956,18.384592,21.170970,23.856060,26.347798,28.598701,30.610016,32.429511,34.137676,35.819764,37.528433,39.250417,40.893133,42.299056,43.282655,43.676461,43.372622,42.350525,40.685363,38.535526,36.109544,33.617701,31.220827,28.996377,26.940840,25.010634,23.180429,21.487847,20.042259,18.992454,18.468630,18.536815,19.201988,20.447748,22.258905,24.599067,27.369772,30.393201,33.433155,36.240430,38.601819,40.378139,41.523346,42.081082,42.158931,41.886330,41.369171,40.658709,39.748737,38.602019,37.192680,35.545207,
 ,175,14.694905,17.651555,20.592825,23.375016,25.903965,28.139843,30.098197,31.843511,33.471216,35.076999,36.719063,38.386595,39.988918,41.371463,42.352535,42.767922,42.510856,41.558808,39.982278,37.933224,35.613098,33.224818,30.920684,28.766759,26.743988,24.789539,22.857953,20.971712,19.239634,17.835931,16.945468,16.700092,17.150025,18.289229,20.090993,22.504138,25.420609,28.657774,31.975755,35.119386,37.865574,40.061645,41.646064,42.646867,43.157130,43.292944,43.147002,42.756034,42.096797,41.112306,39.755544,38.031703,
 ,180,13.353698,16.550806,19.709916,22.668120,25.321757,27.630182,29.615410,31.352861,32.949801,34.511622,36.102937,37.717012,39.267019,40.603558,41.551405,41.952765,41.705506,40.788779,39.271632,37.302095,35.076159,32.790141,30.587968,28.524190,26.564036,24.624907,22.639151,20.608072,18.627047,16.876166,15.578314,14.933786,15.061692,15.990502,17.691581,20.097954,23.088974,26.476152,30.016997,33.452509,36.551884,39.150527,41.172136,42.629100,43.599551,44.185858,44.467580,44.467511,44.146199,43.427355,42.241979,40.572647,
 ,185,11.571926,15.025429,18.439960,21.630623,24.479820,26.939697,29.031663,30.835757,32.466466,34.036242,35.615027,37.200052,38.708759,39.997801,40.899957,41.266211,41.002219,40.092459,38.608183,36.696705,34.550974,32.362247,30.266925,28.308609,26.437557,24.552440,22.564023,20.450621,18.286251,16.238498,14.540567,13.440981,13.137996,13.728725,15.208971,17.502830,20.474647,23.927562,27.616223,31.279147,34.679668,37.642859,40.078586,41.983860,43.421714,44.480628,45.227213,45.671026,45.757491,45.392064,44.484164,42.992701,
 ,190,9.353865,13.057474,16.740139,20.194706,23.288070,25.961108,28.229096,30.170997,31.903685,33.543155,35.162397,36.761124,38.260010,39.521124,40.385286,40.713284,40.420710,39.500454,38.029568,36.158191,34.079235,31.981111,29.994183,28.152299,26.392277,24.596342,22.656543,20.530551,18.270170,16.020964,14.000857,12.465892,11.664758,11.780585,12.880912,14.913318,17.735138,21.139159,24.874782,28.677353,32.304854,35.572892,38.378170,40.702561,42.593913,44.126692,45.354740,46.275072,46.819150,46.875532,46.333131,45.127407,
 ,195,6.734676,10.665444,14.606089,18.330827,21.692458,24.618655,27.114659,29.253738,31.150803,32.921869,34.640285,36.306081,37.841172,39.111195,39.963602,40.268474,39.952059,39.017647,37.551035,35.708559,33.686317,31.672514,29.793464,28.074968,26.442495,24.764892,22.919730,20.849155,18.587728,16.260778,14.061615,12.219711,10.971928,10.538232,11.080415,12.640280,15.117086,18.305971,21.948236,25.771380,29.525121,33.014278,36.121825,38.814105,41.123362,43.109719,44.814265,46.222044,47.251717,47.776464,47.666168,46.833789,
 ,200,3.778114,7.905910,12.071992,16.047656,19.676266,22.871881,25.627011,28.005589,30.116905,32.073852,33.947586,35.736195,37.360518,38.687270,39.568108,39.880555,39.560741,38.622926,37.163485,35.347647,33.377670,31.444282,29.671996,28.080588,26.586564,25.048750,23.334850,21.377454,19.201198,16.919326,14.706565,12.759389,11.261719,10.380268,10.288109,11.146195,13.001424,15.725310,19.068887,22.745814,26.488824,30.085905,33.402736,36.387984,39.056844,41.454127,43.607749,45.491083,47.011047,48.027064,48.391760,47.997020,
 ,205,0.665918,4.901011,9.218872,13.394254,17.260803,20.716917,23.739537,26.379996,28.738773,30.922888,32.999067,34.961447,36.727616,38.162783,39.119942,39.481329,39.190944,38.273177,36.835481,35.053622,33.138337,31.285323,29.619527,28.156795,26.807094,25.422444,23.864934,22.062921,20.037626,17.898132,15.809917,13.945555,12.436407,11.361231,10.800230,10.910228,11.892952,13.827911,16.577590,19.868860,23.410638,26.962311,30.363462,33.539418,36.484687,39.226410,41.778029,44.101005,46.091330,47.596307,48.453314,48.534985,
 ,210,2.904268,2.173067,6.223014,10.472874,14.509234,18.187873,21.461705,24.364726,26.985104,29.421310,31.733609,33.910496,35.864500,37.457043,38.539626,38.996118,38.775575,37.910539,36.518750,34.786960,32.935785,31.167765,29.610220,28.277009,27.073777,25.848539,24.461254,22.840102,21.007323,19.072561,17.197395,15.538182,14.187301,13.153250,12.414133,12.022018,12.167811,13.100997,14.928055,17.515857,20.593478,23.890225,27.207823,30.437944,33.547157,36.540128,39.412922,42.113880,44.528386,46.493146,47.832458,48.401873,
 ,215,6.353678,3.024323,3.669777,7.494918,11.542387,15.362179,18.841248,21.983455,24.858693,27.553389,30.119129,32.537232,34.713750,36.504511,37.757067,38.353899,38.245969,37.471223,36.155858,34.496938,32.725365,31.051652,29.606943,28.404696,27.348048,26.283233,25.070702,23.641262,22.020755,20.321381,18.702492,17.307860,16.201957,15.347549,14.654699,14.078877,13.707922,13.774808,14.546820,16.138847,18.437841,21.206163,24.217057,27.320282,30.444352,33.563518,36.651204,39.639877,42.403767,44.770150,46.552427,47.591490,
 ,220,9.768426,6.257185,3.688465,5.034142,8.596529,12.378911,15.971131,19.298905,22.398436,25.337419,28.155395,30.824698,33.243700,35.261302,36.719157,37.495690,37.540613,36.894156,35.688416,34.129181,32.457128,30.891101,29.566925,28.498742,27.588461,26.682092,25.642389,24.404605,22.999623,21.542895,20.191897,19.079976,18.251722,17.641875,17.121342,16.584445,16.028396,15.591046,15.523356,16.079328,17.371880,19.324470,21.758192,24.503288,27.448470,30.529786,33.690921,36.843952,39.850212,42.528072,44.682020,46.140826,
 ,225,13.028248,9.669189,6.377017,4.615345,6.225598,9.496822,13.010422,16.421653,19.683569,22.828229,25.876118,28.787480,31.451565,33.709290,35.394948,36.380675,36.612020,36.128278,35.064475,33.632876,32.082669,30.640673,29.447634,28.518887,27.755789,27.004997,26.132637,25.079519,23.882407,22.660386,21.569447,20.734647,20.186899,19.844611,19.557563,19.185040,18.665162,18.052446,17.517711,17.303875,17.636067,18.625353,20.242037,22.375454,24.908368,27.745577,30.798194,33.953796,37.058481,39.921654,42.340551,44.134319,
 ,230,16.023610,12.954311,9.641764,6.719563,5.610863,7.256116,10.241635,13.533280,16.844192,20.122402,23.351852,26.473750,29.365441,31.858565,33.778823,34.990221,35.431529,35.137983,34.244373,32.966769,31.561035,30.261006,29.211992,28.430444,27.817227,27.219858,26.508254,25.629334,24.626262,23.622166,22.772316,22.195739,21.914587,21.838768,21.808000,21.662672,21.305090,20.733087,20.045820,19.424661,19.089271,19.234293,19.972048,21.316906,23.214783,25.579861,28.307175,31.264442,34.283553,37.166000,39.703792,41.709170,
 ,235,18.653794,15.971265,12.871650,9.732727,7.255257,6.611865,8.194080,10.940023,14.085154,17.369583,20.695583,23.968181,27.046111,29.748983,31.892317,33.330226,33.992301,33.906722,33.204834,32.103576,30.863237,29.723205,28.832455,28.207921,27.749452,27.305070,26.748332,26.032346,25.206928,24.399686,23.766115,23.421367,23.382646,23.556761,23.780592,23.885971,23.754583,23.348015,22.714526,21.978241,21.314697,20.915594,20.948593,21.524225,22.682150,24.396422,26.586589,29.124902,31.842170,34.539558,37.009283,39.061280,
 ,240,20.829967,18.611482,15.855069,12.835938,9.976155,7.956600,7.641544,9.151065,11.729419,14.793634,18.072972,21.396902,24.589453,27.451502,29.785158,31.432326,32.310916,32.439087,31.941494,31.032848,29.975294,29.011875,28.293840,27.837453,27.540545,27.250812,26.844862,26.281658,25.617613,24.985105,24.540708,24.397447,24.570387,24.967015,25.426439,25.779213,25.896877,25.718909,25.259449,24.599940,23.872570,23.237741,22.858339,22.874088,23.379968,24.412087,25.942193,27.880085,30.083100,32.372355,34.554865,36.449015,
 ,245,22.478340,20.785225,18.463644,15.732319,12.901102,10.398348,8.821566,8.766452,10.242540,12.717363,15.716370,18.934533,22.129751,25.069626,27.535929,29.354359,30.427970,30.761694,30.470138,29.762510,28.899960,28.126892,27.594956,27.318133,27.190854,27.059363,26.802416,26.384156,25.867193,25.388642,25.106631,25.133197,25.483077,26.066987,26.729974,27.306914,27.667201,27.738617,27.513458,27.043062,26.425335,25.788040,25.269685,24.999733,25.080134,25.570363,26.477965,27.755988,29.307828,30.999213,32.676089,34.186214,
 ,250,23.542858,22.420716,20.602323,18.266020,15.664271,13.116211,11.022114,9.868040,10.049940,11.534453,13.926365,16.808169,19.842095,22.740395,25.252229,27.180198,28.407896,28.923176,28.826916,28.319310,27.657345,27.084063,26.749162,26.662311,26.712914,26.744514,26.636980,26.358716,25.977777,25.635540,25.491595,25.657331,26.147966,26.878897,27.703763,28.466283,29.040370,29.350605,29.377078,29.150815,28.743983,28.256705,27.801208,27.484365,27.390918,27.570807,28.033394,28.748929,29.655090,30.666097,31.683326,32.607565,
