Predictor,0

 , , 0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,
 ,50,52.828844,53.372956,53.793791,54.093600,54.275539,54.343555,54.302252,54.156749,53.912526,53.575272,53.150734,52.644578,52.062260,51.408916,50.689280,49.907626,49.067743,48.172933,47.226056,46.229586,45.185708,44.096423,42.963685,41.789533,40.576233,39.326422,38.043234,36.730416,35.392426,34.034504,32.662718,31.283973,29.905992,28.537253,27.186882,25.864496,24.579993,23.343274,22.163903,21.050694,20.011248,19.051451,18.174977,17.382869,16.673238,16.041183,15.478944,14.976305,14.521202,14.100453,13.700507,13.308136,
 ,55,50.924536,51.453963,51.872691,52.183832,52.391096,52.498652,52.510975,52.432699,52.268466,52.022792,51.699946,51.303851,50.838005,50.305438,49.708692,49.049842,48.330534,47.552065,46.715478,45.821683,44.871585,43.866228,42.806934,41.695443,40.534043,39.325678,38.074046,36.783674,35.459960,34.109198,32.738569,31.356103,29.970607,28.591566,27.228997,25.893266,24.594863,23.344118,22.150872,21.024094,19.971450,18.998862,18.110079,17.306311,16.586001,15.944767,15.375578,14.869128,14.414401,13.999329,13.611475,13.238642,
 ,60,49.149580,49.679369,50.112801,50.453157,50.703961,50.868825,50.951315,50.954814,50.882410,50.736807,50.520262,50.234545,49.880939,49.460267,48.972947,48.419078,47.798546,47.111148,46.356728,45.535322,44.647296,43.693484,42.675315,41.594921,40.455229,39.260033,38.014037,36.722877,35.393122,34.032242,32.648555,31.251146,29.849765,28.454691,27.076574,25.726239,24.414464,23.151707,21.947809,20.811648,19.750766,18.770991,17.876069,17.067365,16.343676,15.701192,15.133654,14.632688,14.188295,13.789424,13.424568,13.082290,
 ,65,47.615930,48.166692,48.635313,49.024438,49.336595,49.574065,49.738785,49.832262,49.855523,49.809095,49.693014,49.506862,49.249843,48.920872,48.518691,48.042003,47.489609,46.860556,46.154272,45.370710,44.510463,43.574872,42.566117,41.487277,40.342379,39.136415,37.875340,36.566044,35.216303,33.834714,32.430599,31.013900,29.595050,28.184826,26.794185,25.434070,24.115208,22.847863,21.641580,20.504889,19.444999,18.467477,17.575957,16.771884,16.054360,15.420110,14.863597,14.377292,13.952073,13.577699,13.243304,12.937852,
 ,70,46.425090,47.018903,47.542527,47.997193,48.383721,48.702462,48.953253,49.135410,49.247757,49.288676,49.256190,49.148070,48.961958,48.695503,48.346505,47.913065,47.393719,46.787579,46.094446,45.314917,44.450465,43.503502,42.477420,41.376607,40.206441,38.973260,37.684321,36.347724,34.972336,33.567684,32.143845,30.711317,29.280883,27.863461,26.469945,25.111032,23.797040,22.537705,21.341968,20.217736,19.171642,18.208790,17.332518,16.544194,15.843076,15.226265,14.688774,14.223719,13.822615,13.475749,13.172584,12.902145,
 ,75,45.650293,46.305873,46.899012,47.428952,47.894393,48.293493,48.623915,48.882894,49.067330,49.173903,49.199210,49.139901,48.992835,48.755218,48.424751,47.999759,47.479304,46.863290,46.152538,45.348844,44.455018,43.474897,42.413331,41.276161,40.070164,38.802987,37.483065,36.119519,34.722046,33.300804,31.866278,30.429152,29.000170,27.589994,26.209062,24.867444,23.574685,22.339653,21.170369,20.073835,19.055841,18.120784,17.271474,16.508967,15.832442,15.239133,14.724350,14.281595,13.902765,13.578435,13.298185,13.050937,
 ,80,45.320458,46.048893,46.717208,47.322466,47.861232,48.329654,48.723568,49.038629,49.270445,49.414730,49.467453,49.424986,49.284245,49.042818,48.699082,48.252295,47.702673,47.051448,46.300894,45.454343,44.516171,43.491767,42.387479,41.210544,39.969005,38.671611,37.327705,35.947102,34.539970,33.116696,31.687756,30.263588,28.854464,27.470367,26.120874,24.815040,23.561290,22.367302,21.239892,20.184896,19.207035,18.309779,17.495201,16.763838,16.114575,15.544564,15.049201,14.622184,14.255641,13.940347,13.665982,13.421441,
 ,85,45.411762,46.214199,46.953279,47.624123,48.221565,48.740287,49.174965,49.520427,49.771799,49.924662,49.975189,49.920271,49.757633,49.485922,49.104786,48.614919,48.018097,47.317180,46.516101,45.619830,44.634318,43.566426,42.423838,41.214956,39.948786,38.634820,37.282907,35.903119,34.505627,33.100567,31.697925,30.307416,28.938387,27.599717,26.299737,25.046155,23.845986,22.705494,21.630119,20.624408,19.691925,18.835158,18.055397,17.352616,16.725358,16.170635,15.683881,15.258953,14.888216,14.562700,14.272319,14.006151,
 ,90,45.850581,46.718545,47.515319,48.234659,48.870347,49.416356,49.867004,50.217105,50.462109,50.598229,50.622552,50.533128,50.329046,50.010475,49.578698,49.036115,48.386224,47.633584,46.783760,45.843245,44.819366,43.720184,42.554373,41.331093,40.059863,38.750423,37.412604,36.056196,34.690830,33.325862,31.970278,30.632608,29.320858,28.042457,26.804222,25.612326,24.472282,23.388924,22.366383,21.408044,20.516493,19.693433,18.939576,18.254522,17.636632,17.082908,16.588916,16.148759,15.755124,15.399406,15.071906,14.762084,
 ,95,46.526781,47.444717,48.280733,49.027961,49.679920,50.230658,50.674904,51.008187,51.226946,51.328625,51.311735,51.175909,50.921920,50.551688,50.068258,49.475762,48.779357,47.985146,47.100080,46.131852,45.088775,43.979648,42.813624,41.600067,40.348423,39.068080,37.768249,36.457853,35.145431,33.839059,32.546293,31.274132,30.028998,28.816734,27.642618,26.511385,25.427241,24.393884,23.414494,22.491708,21.627561,20.823392,20.079726,19.396123,18.771034,18.201659,17.683846,17.212050,16.779363,16.377628,15.997628,15.629339,
 ,100,47.312291,48.261180,49.116477,49.871452,50.520088,51.057202,51.478558,51.780955,51.962296,52.021633,51.959191,51.776368,51.475714,51.060889,50.536594,49.908495,49.183119,48.367740,47.470252,46.499035,45.462815,44.370517,43.231129,42.053564,40.846539,39.618461,38.377339,37.130708,35.885582,34.648427,33.425160,32.221167,31.041337,29.890111,28.771538,27.689319,26.646854,25.647250,24.693315,23.787510,22.931858,22.127827,21.376166,20.676739,20.028342,19.428554,18.873628,18.358445,17.876556,17.420298,16.980999,16.549243,
 ,105,48.079150,49.040089,49.896666,50.642944,51.273962,51.785827,52.175777,52.442229,52.584801,52.604310,52.502748,52.283237,51.949962,51.508082,50.963627,50.323379,49.594742,48.785597,47.904159,46.958829,45.958051,44.910173,43.823324,42.705306,41.563503,40.404820,39.235636,38.061797,36.888623,35.720943,34.563155,33.419289,32.293089,31.188091,30.107686,29.055181,28.033815,27.046759,26.097064,25.187574,24.320796,23.498734,22.722694,21.993088,21.309241,20.669231,20.069791,19.506282,18.972752,18.462079,17.966200,17.476392,
 ,110,48.713416,49.670502,50.514871,51.241872,51.848016,52.331021,52.689827,52.924603,53.036709,53.028659,52.904041,52.667430,52.324280,51.880798,51.343805,50.720596,50.018782,49.246142,48.410479,47.519473,46.580567,45.600852,44.586989,43.545148,42.480976,41.399601,40.305648,39.203295,38.096345,36.988309,35.882507,34.782164,33.690504,32.610824,31.546552,30.501269,29.478699,28.482652,27.516936,26.585209,25.690812,24.836560,24.024525,23.255814,22.530382,21.846880,21.202573,20.593346,20.013790,19.457385,18.916748,18.383944,
 ,115,49.123935,50.066247,50.891006,51.595157,52.176897,52.635669,52.972134,53.188118,53.286539,53.271309,53.147221,52.919822,52.595267,52.180169,51.681440,51.106142,50.461331,49.753920,48.990554,48.177511,47.320617,46.425202,45.496073,44.537527,43.553390,42.547077,41.521680,40.480074,39.425023,38.359303,37.285803,36.207631,35.128181,34.051191,32.980755,31.921301,30.877534,29.854329,28.856586,27.889046,26.956085,26.061473,25.208146,24.397981,23.631613,22.908304,22.225894,21.580833,20.968305,20.382440,19.816590,19.263661,
 ,120,49.246649,50.169371,50.973906,51.658906,52.224261,52.671044,53.001429,53.218596,53.326607,53.330270,53.234993,53.046625,52.771295,52.415252,51.984715,51.485727,50.924036,50.304999,49.633499,48.913915,48.150100,47.345408,46.502743,45.624633,44.713336,43.770952,42.799550,41.801298,40.778584,39.734131,38.671091,37.593111,36.504374,35.409604,34.314034,33.223337,32.143510,31.080730,30.041163,29.030751,28.054975,27.118607,26.225470,25.378225,24.578200,23.825288,23.117921,22.453134,21.826720,21.233458,20.667412,20.122257,
 ,125,49.045604,49.950399,50.740846,51.417203,51.980845,52.434160,52.780419,53.023633,53.168401,53.219741,53.182926,53.063320,52.866220,52.596715,52.259566,51.859109,51.399187,50.883117,50.313688,49.693192,49.023488,48.306092,47.542289,46.733263,45.880233,44.984595,44.048059,43.072771,42.061420,41.017326,39.944491,38.847628,37.732152,36.604139,35.470242,34.337577,33.213571,32.105777,31.021657,29.968350,28.952418,27.979597,27.054563,26.180729,25.360092,24.593152,23.878908,23.214945,22.597600,22.022201,21.483355,20.975259,
 ,130,48.511688,49.406430,50.194988,50.878912,51.460639,51.943343,52.330769,52.627061,52.836586,52.963768,53.012924,52.988120,52.893056,52.730966,52.504562,52.216006,51.866917,51.458415,50.991196,50.465635,49.881911,49.240146,48.540555,47.783599,46.970130,46.101524,45.179801,44.207719,43.188846,42.127596,41.029247,39.899912,38.746487,37.576567,36.398318,35.220332,34.051443,32.900518,31.776228,30.686804,29.639785,28.641767,27.698186,26.813117,25.989148,25.227302,24.527051,23.886404,23.302070,22.769686,22.284079,21.839547,
 ,135,47.659808,48.557710,49.361368,50.073088,50.695737,51.232561,51.686995,52.062490,52.362345,52.589561,52.746721,52.835899,52.858602,52.815756,52.707721,52.534347,52.295057,51.988968,51.615025,51.172153,50.659416,50.076183,49.422277,48.698124,47.904876,47.044518,46.119946,45.135018,44.094583,43.004470,41.871451,40.703180,39.508095,38.295295,37.074390,35.855329,34.648195,33.462994,32.309416,31.196595,30.132857,29.125489,28.180522,27.302545,26.494586,25.758034,25.092654,24.496658,23.966854,23.498846,23.087260,22.725996,
 ,140,46.524922,47.443120,48.281835,49.043399,49.730306,50.345024,50.889817,51.366595,51.776793,52.121280,52.400309,52.613507,52.759899,52.837982,52.845814,52.781150,52.641587,52.424731,52.128363,51.750615,51.290131,50.746222,50.118995,49.409469,48.619661,47.752647,46.812595,45.804768,44.735505,43.612165,42.443052,41.237314,40.004817,38.755997,37.501690,36.252949,35.020839,33.816219,32.649513,31.530479,30.467972,29.469719,28.542114,27.690044,26.916759,26.223798,25.610977,25.076446,24.616807,24.227280,23.901905,23.633765,
 ,145,45.157206,46.114814,47.009216,47.841891,48.614061,49.326535,49.979581,50.572835,51.105257,51.575125,51.980075,52.317177,52.583047,52.773990,52.886158,52.915730,52.859093,52.713017,52.474836,52.142602,51.715226,51.192597,50.575676,49.866564,49.068538,48.186066,47.224791,46.191490,45.094005,43.941162,42.742651,41.508906,40.250953,38.980253,37.708524,36.447555,35.209012,34.004224,32.843979,31.738301,30.696236,29.725643,28.832998,28.023224,27.299555,26.663450,26.114557,25.650744,25.268183,24.961492,24.723916,24.547535,
 ,150,43.616540,44.632277,45.601037,46.522511,47.395778,48.219213,48.990448,49.706366,50.363159,50.956408,51.481218,51.932364,52.304472,52.592204,52.790451,52.894525,52.900334,52.804557,52.604781,52.299633,51.888873,51.373469,50.755639,50.038869,49.227902,48.328704,47.348402,46.295203,45.178297,44.007730,42.794280,41.549305,40.284589,39.012178,37.744210,36.492739,35.269554,34.085995,32.952769,31.879754,30.875815,29.948611,29.104416,28.347955,27.682260,27.108565,26.626249,26.232834,25.924034,25.693876,25.534865,25.438182,
 ,155,41.966557,43.056104,44.113198,45.134901,46.117455,47.056288,47.946074,48.780837,49.554088,50.258998,50.888582,51.435903,51.894273,52.257452,52.519838,52.676637,52.724016,52.659232,52.480732,52.188229,51.782752,51.266662,50.643646,49.918685,49.097996,48.188957,47.200004,46.140520,45.020706,43.851442,42.644139,41.410588,40.162804,38.912873,37.672797,36.454341,35.268887,34.127279,33.039680,32.015416,31.062822,30.189086,29.400080,28.700211,28.092261,27.577273,27.154452,26.821128,26.572773,26.403083,26.304120,26.266517,
 ,160,40.268588,41.441950,42.594181,43.719133,44.809845,45.858665,46.857400,47.797507,48.670290,49.467119,50.179638,50.799972,51.320926,51.736155,52.040327,52.229247,52.299963,52.250848,52.081642,51.793478,51.388874,50.871702,50.247131,49.521551,48.702472,47.798414,46.818773,45.773687,44.673885,43.530545,42.355135,41.159277,39.954600,38.752610,37.564570,36.401386,35.273500,34.190793,33.162489,32.197046,31.302051,30.484088,29.748602,29.099743,28.540203,28.071061,27.691653,27.399480,27.190172,27.057532,26.993643,26.989061,
 ,165,38.576002,39.835272,41.080478,42.302079,43.489983,44.633754,45.722827,46.746738,47.695342,48.559028,49.328916,49.997034,50.556475,51.001528,51.327782,51.532200,51.613171,51.570528,51.405546,51.120902,50.720624,50.210012,49.595532,48.884704,48.085968,47.208542,46.262273,45.257481,44.204811,43.115088,41.999176,40.867856,39.731721,38.601082,37.485894,36.395700,35.339588,34.326147,33.363434,32.458920,31.619422,30.851007,30.158868,29.547157,29.018804,28.575318,28.216599,27.940786,27.744162,27.621136,27.564320,27.564693,
 ,170,36.929598,38.267558,39.593905,40.895993,42.161108,43.376713,44.530673,45.611477,46.608427,47.511817,48.313084,49.004931,49.581427,50.038079,50.371879,50.581317,50.666374,50.628488,50.470490,50.196525,49.811945,49.323190,48.737646,48.063503,47.309593,46.485233,45.600067,44.663915,43.686631,42.677983,41.647544,40.604614,39.558162,38.516793,37.488742,36.481881,35.503740,34.561534,33.662175,32.812267,32.018070,31.285418,30.619587,30.025119,29.505595,29.063389,28.699418,28.412919,28.201291,28.060019,27.982701,27.961197,
 ,175,35.354744,36.754678,38.141284,39.499525,40.814925,42.073775,43.263333,44.371979,45.389354,46.306474,47.115815,47.811374,48.388701,48.844912,49.178673,49.390152,49.480961,49.454062,49.313659,49.065070,48.714580,48.269288,47.736942,47.125767,46.444304,45.701248,44.905301,44.065046,43.188835,42.284716,41.360383,40.423150,39.479973,38.537482,37.602041,36.679829,35.776915,34.899331,34.053122,33.244368,32.479147,31.763456,31.103060,30.503279,29.968727,29.503009,29.108418,28.785647,28.533570,28.349112,28.227234,28.161049,
 ,180,33.860830,35.297692,36.716533,38.100940,39.435704,40.706964,41.902318,43.010907,44.023479,44.932426,45.731798,46.417296,46.986242,47.437529,47.771538,47.990044,48.096100,48.093891,47.988590,47.786186,47.493310,47.117061,46.664826,46.144112,45.562394,44.926978,44.244891,43.522802,42.766972,41.983248,41.177080,40.353580,39.517604,38.673862,37.827032,36.981886,36.143401,35.316855,34.507880,33.722483,32.966995,32.247969,31.572001,30.945488,30.374329,29.863581,29.417117,29.037287,28.724658,28.477833,28.293398,28.166008,
 ,185,32.443186,33.885954,35.304734,36.682846,38.005385,39.259273,40.433271,41.517979,42.505819,43.390995,44.169441,44.838744,45.398051,45.847958,46.190371,46.428365,46.566009,46.608193,46.560440,46.428716,46.219246,45.938330,45.592188,45.186812,44.727852,44.220541,43.669643,43.079448,42.453806,41.796188,41.109789,40.397654,39.662815,38.908444,38.138004,37.355386,36.565024,35.771976,34.981964,34.201365,33.437132,32.696666,31.987606,31.317567,30.693815,30.122910,29.610334,29.160137,28.774640,28.454227,28.197257,28.000109,
 ,190,31.087087,32.501873,33.887313,35.227496,36.508725,37.719455,38.850222,39.893555,40.843880,41.697411,42.452028,43.107135,43.663509,44.123129,44.488991,44.764917,44.955350,45.065149,45.099396,45.063198,44.961522,44.799044,44.580032,44.308264,43.986985,43.618906,43.206243,42.750792,42.254039,41.717299,41.141873,40.529213,39.881092,39.199768,38.488125,37.749797,36.989254,36.211850,35.423828,34.632267,33.844983,33.070362,32.317141,31.594130,30.909888,30.272364,29.688527,29.164011,28.702813,28.307062,27.976905,27.710519,
 ,195,29.773001,31.126330,32.447340,33.721738,34.937708,36.085759,37.158563,38.150795,39.058962,39.881224,40.617206,41.267800,41.834955,42.321456,42.730706,43.066502,43.332817,43.533601,43.672596,43.753182,43.778259,43.750164,43.670628,43.540791,43.361237,43.132093,42.853140,42.523971,42.144150,41.713399,41.231772,40.699834,40.118817,39.490760,38.818624,38.106364,37.358981,36.582517,35.784024,34.971469,34.153612,33.339816,32.539827,31.763493,31.020457,30.319819,29.669786,29.077335,28.547919,28.085238,27.691101,27.365400,
 ,200,28.481994,29.743763,30.974085,32.160890,33.294667,34.368234,35.376502,36.316239,37.185834,37.985052,38.714786,39.376806,39.973507,40.507660,40.982177,41.399889,41.763352,42.074685,42.335444,42.546547,42.708237,42.820094,42.881099,42.889727,42.844085,42.742071,42.581552,42.360552,42.077443,41.731124,41.321189,40.848072,40.313174,39.718951,39.068978,38.367977,37.621814,36.837450,36.022871,35.186968,34.339386,33.490335,32.650365,31.830109,31.039994,30.289939,29.589040,28.945267,28.365189,27.853757,27.414150,27.047725,
 ,205,27.200362,28.346144,29.466241,30.551162,31.593863,32.589461,33.534923,34.428771,35.270780,36.061680,36.802859,37.496085,38.143235,38.746054,39.305941,39.823780,40.299810,40.733547,41.123759,41.468491,41.765133,42.010536,42.201160,42.333246,42.403006,42.406821,42.341433,42.204136,41.992945,41.706744,41.345418,40.909945,40.402468,39.826333,39.186099,38.487517,37.737476,36.943922,36.115756,35.262688,34.395082,33.523763,32.659805,31.814295,30.998079,30.221497,29.494107,28.824427,28.219688,27.685632,27.226358,26.844239,
 ,210,25.922868,26.935442,27.933593,28.910512,29.861523,30.783740,31.675702,32.537028,33.368064,34.169556,34.942346,35.687095,36.404050,37.092859,37.752438,38.380896,38.975518,39.532802,40.048550,40.517991,40.935952,41.297040,41.595847,41.827154,41.986129,42.068525,42.070846,41.990501,41.825929,41.576702,41.243590,40.828608,40.335027,39.767361,39.131331,38.433792,37.682654,36.886765,36.055784,35.200033,34.330329,33.457802,32.593697,31.749170,30.935060,30.161669,29.438533,28.774194,28.175999,27.649913,27.200369,26.830174,
 ,215,24.654389,25.524533,26.397169,27.268026,28.134414,28.994826,29.848557,30.695322,31.534913,32.366885,33.190297,34.003518,34.804086,35.588640,36.352917,37.091809,37.799471,38.469469,39.094967,39.668927,40.184323,40.634356,41.012657,41.313484,41.531891,41.663879,41.706519,41.658053,41.517958,41.286991,40.967204,40.561928,40.075743,39.514413,38.884810,38.194813,37.453195,36.669487,35.853841,35.016870,34.169492,33.322754,32.487656,31.674972,30.895063,30.157693,29.471840,28.845516,28.285598,27.797667,27.385877,27.052854,
 ,220,23.410094,24.136709,24.888050,25.661987,26.457109,27.272335,28.106545,28.958251,29.825320,30.704776,31.592671,32.484038,33.372915,34.252429,35.114940,35.952219,36.755656,37.516484,38.226001,38.875796,39.457956,39.965256,40.391333,40.730827,40.979501,41.134335,41.193588,41.156839,41.024993,40.800276,40.486191,40.087463,39.609960,39.060599,38.447229,37.778514,37.063793,36.312940,35.536213,34.744105,33.947191,33.155973,32.380729,31.631364,30.917260,30.247136,29.628902,29.069521,28.574881,28.149669,27.797258,27.519622,
 ,225,22.214427,22.804046,23.445070,24.136806,24.878092,25.666978,26.500478,27.374402,28.283284,29.220395,30.177838,31.146700,32.117259,33.079213,34.021933,34.934711,35.807002,36.628657,37.390130,38.082665,38.698460,39.230798,39.674162,40.024312,40.278344,40.434721,40.493276,40.455197,40.322985,40.100392,39.792340,39.404828,38.944814,38.420095,37.839169,37.211100,36.545367,35.851723,35.140048,34.420212,33.701940,32.994683,32.307503,31.648961,31.027013,30.448910,29.921106,29.449162,29.037659,28.690105,28.408853,28.195024,
 ,230,21.099228,21.564896,22.111573,22.738994,23.444908,24.224965,25.072754,25.979963,26.936648,27.931548,28.952445,29.986511,31.020653,32.041815,33.037264,33.994825,34.903099,35.751632,36.531069,37.233268,37.851394,38.379983,38.814987,39.153786,39.395190,39.539407,39.587994,39.543796,39.410851,39.194296,38.900244,38.535663,38.108229,37.626189,37.098214,36.533250,35.940376,35.328670,34.707081,34.084316,33.468739,32.868286,32.290387,31.741907,31.229092,30.757513,30.332025,29.956708,29.634810,29.368686,29.159727,29.008296,
 ,235,20.101222,20.460664,20.931432,21.512408,22.198761,22.982224,23.851630,24.793569,25.793081,26.834310,27.901070,28.977318,30.047523,31.096962,32.111938,33.079950,33.989818,34.831775,35.597530,36.280305,36.874857,37.377468,37.785929,38.099493,38.318814,38.445873,38.483878,38.437153,38.311019,38.111653,37.845945,37.521349,37.145731,36.727216,36.274044,35.794435,35.296464,34.787956,34.276393,33.768848,33.271928,32.791748,32.333901,31.903452,31.504931,31.142318,30.819030,30.537887,30.301073,30.110074,29.965617,29.867594,
 ,240,19.258989,19.532003,19.944526,20.493221,21.169326,21.959562,22.847318,23.813898,24.839633,25.904779,26.990185,28.077757,29.150764,30.194022,31.194011,32.138930,33.018720,33.825059,34.551344,35.192653,35.745692,36.208725,36.581499,36.865143,37.062058,37.175793,37.210909,37.172831,37.067696,36.902190,36.683388,36.418600,36.115215,35.780569,35.421814,35.045824,34.659107,34.267751,33.877389,33.493190,33.119864,32.761684,32.422513,32.105834,31.814767,31.552082,31.320182,31.121079,30.956337,30.827005,30.733537,30.675707,
 ,245,18.609481,18.814638,19.182186,19.705438,20.370947,21.160156,22.051292,23.021131,24.046398,25.104766,26.175491,27.239762,28.280879,29.284296,30.237612,31.130510,31.954681,32.703740,33.373120,33.959974,34.463055,34.882594,35.220162,35.478530,35.661507,35.773784,35.820757,35.808359,35.742889,35.630837,35.478737,35.293015,35.079874,34.845187,34.594429,34.332629,34.064355,33.793722,33.524425,33.259788,33.002818,32.756274,32.522712,32.304535,32.104007,31.923253,31.764231,31.628677,31.518027,31.433325,31.375129,31.343412,
 ,250,18.184158,18.335234,18.663376,19.158082,19.801428,20.570408,21.439378,22.382135,23.373430,24.389923,25.410695,26.417458,27.394573,28.328977,29.210047,30.029451,30.780980,31.460393,32.065245,32.594719,33.049459,33.431387,33.743522,33.989790,34.174834,34.303823,34.382259,34.415803,34.410102,34.370646,34.302638,34.210903,34.099820,33.973292,33.834743,33.687150,33.533100,33.374861,33.214469,33.053818,32.894743,32.739088,32.588754,32.445727,32.312064,32.189861,32.081190,31.988005,31.912037,31.854685,31.816898,31.799076,
